bevægelsestype	ejendomskategori	postnumre	2004K1	2004K2	2004K3	2004K4	2005K1	2005K2	2005K3	2005K4	2006K1	2006K2	2006K3	2006K4	2007K1	2007K2	2007K3	2007K4	2008K1	2008K2	2008K3	2008K4	2009K1	2009K2	2009K3	2009K4	2010K1	2010K2	2010K3	2010K4	2011K1	2011K2	2011K3	2011K4	2012K1	2012K2	2012K3	2012K4	2013K1	2013K2	2013K3	2013K4	2014K1	2014K2	2014K3	2014K4	2015K1	2015K2	2015K3	2015K4	
Boliger til salg, ultimo	Parcel-/rækkehus	7840 Højslev	21	17	18	18	21	20	12	10	11	13	17	9	10	9	8	12	24	27	32	37	33	33	34	32	31	34	36	37	33	34	35	38	35	31	33	37	36	37	41	41	35	37	36	30	34	40	38	43
Boliger til salg, ultimo	Parcel-/rækkehus	7850 Stoholm Jyll	22	17	21	17	19	19	11	10	12	19	19	20	26	22	20	25	29	25	27	24	27	31	33	28	26	32	32	27	32	32	26	32	36	38	37	31	32	29	26	31	32	35	37	37	45	46	40	40
Boliger til salg, ultimo	Parcel-/rækkehus	7860 Spøttrup	60	66	55	56	51	46	50	50	55	62	65	63	69	60	63	65	57	49	51	49	50	60	73	70	72	86	94	94	85	84	90	88	96	92	94	87	81	88	80	76	81	94	85	73	70	84	83	84
Boliger til salg, ultimo	Parcel-/rækkehus	7870 Roslev	99	111	109	123	112	120	114	95	105	104	93	85	89	85	83	81	82	98	106	123	136	148	159	147	144	148	162	160	165	169	151	154	149	153	152	143	145	149	147	144	129	134	142	130	134	136	124	111
Boliger til salg, ultimo	Parcel-/rækkehus	7884 Fur	14	15	14	17	16	18	15	9	8	4	4	5	9	8	8	5	7	7	12	12	18	22	21	21	22	26	21	20	14	13	14	14	18	17	21	18	18	21	19	18	19	18	17	18	20	24	24	24
Boliger til salg, ultimo	Parcel-/rækkehus	7900 Nykøbing M	106	107	105	91	107	107	111	99	97	96	91	93	118	128	110	120	111	109	103	129	131	144	144	150	154	157	162	153	152	157	168	167	176	191	180	160	166	183	198	186	189	190	190	174	175	177	186	181
Boliger til salg, ultimo	Parcel-/rækkehus	7950 Erslev	22	20	23	20	19	22	22	24	26	30	34	22	27	42	43	30	29	46	43	48	51	41	45	47	43	64	60	54	58	54	52	57	55	56	60	57	54	56	55	54	58	57	58	56	53	53	55	47
Boliger til salg, ultimo	Parcel-/rækkehus	7960 Karby	6	5	5	9	10	10	12	11	12	15	13	22	17	18	18	16	18	17	16	27	25	17	16	14	13	15	13	17	17	20	17	13	14	15	12	12	14	16	15	14	15	16	15	12	12	12	12	12
Boliger til salg, ultimo	Parcel-/rækkehus	7970 Redsted M	6	4	5	3	5	5	6	7	5	7	6	3	4	10	8	6	6	7	6	15	18	10	10	11	8	12	16	12	11	12	10	7	6	8	8	8	10	10	11	6	5	4	8	9	9	10	11	10
Boliger til salg, ultimo	Parcel-/rækkehus	7980 Vils	4	3	2	3	1	2	3	3	6	6	5	6	8	9	9	5	6	7	9	11	15	15	17	15	15	17	17	14	14	13	9	9	8	8	8	6	5	7	4	4	3	2	8	5	3	8	10	11
Boliger til salg, ultimo	Parcel-/rækkehus	7990 Øster Assels	17	14	16	16	19	19	16	18	14	12	11	15	17	16	18	12	18	17	17	32	31	18	18	17	14	19	22	17	16	19	17	18	20	20	22	21	20	23	24	24	26	32	30	21	24	24	22	20
Boliger til salg, ultimo	Parcel-/rækkehus	8000 Århus C	12	6	12	10	3	5	9	12	10	8	15	24	28	33	32	34	38	46	46	42	40	39	34	27	33	35	35	30	34	42	40	35	43	38	30	29	33	40	36	36	33	35	25	24	16	16	18	15
Boliger til salg, ultimo	Parcel-/rækkehus	8200 Århus N	9	11	14	8	15	17	12	12	8	15	21	38	45	62	63	55	54	64	59	49	56	53	41	46	48	59	56	50	48	63	68	59	65	60	56	48	51	40	46	36	34	31	30	43	38	30	38	28
Boliger til salg, ultimo	Parcel-/rækkehus	8210 Århus V	25	14	20	13	9	17	21	23	30	44	52	57	67	63	69	67	67	65	65	55	50	63	45	34	46	48	53	57	51	75	80	69	59	47	50	41	42	36	34	36	46	49	41	29	32	27	32	31
Boliger til salg, ultimo	Parcel-/rækkehus	8220 Brabrand	21	15	40	31	20	15	39	11	44	27	28	49	63	70	80	86	115	112	101	97	99	89	71	62	68	79	71	67	59	80	94	90	76	81	77	72	76	70	64	63	57	51	55	54	61	77	83	72
Boliger til salg, ultimo	Parcel-/rækkehus	8230 Åbyhøj	15	18	13	10	18	8	11	19	16	29	32	35	45	43	45	44	49	57	60	47	47	44	45	39	43	39	33	33	50	58	62	56	59	52	49	40	50	44	39	38	40	48	36	32	32	27	20	24
Boliger til salg, ultimo	Parcel-/rækkehus	8240 Risskov	12	19	25	19	20	19	15	14	25	33	54	64	75	99	118	114	131	197	181	180	139	116	117	117	121	119	133	121	109	144	156	139	146	146	136	100	123	136	130	105	110	119	119	114	100	106	98	99
Boliger til salg, ultimo	Parcel-/rækkehus	8250 Egå	10	28	32	28	17	11	10	11	16	17	22	26	58	56	65	70	104	99	70	72	57	58	68	55	53	62	54	44	56	70	74	72	80	80	64	58	66	73	66	57	60	73	80	63	66	71	69	69
Boliger til salg, ultimo	Parcel-/rækkehus	8260 Viby J	29	24	29	11	16	23	14	14	16	39	46	45	65	74	89	76	102	108	121	132	139	122	108	96	97	97	77	67	69	121	125	119	118	131	122	107	113	110	100	96	105	98	81	80	76	88	83	63
Boliger til salg, ultimo	Parcel-/rækkehus	8270 Højbjerg	31	22	28	18	20	21	25	14	25	63	75	90	93	97	104	112	131	131	142	142	138	134	116	103	114	129	109	96	104	128	140	145	155	151	166	163	143	145	121	113	114	128	121	105	112	102	104	94
Boliger til salg, ultimo	Parcel-/rækkehus	8300 Odder	81	73	64	54	54	44	39	32	33	48	69	93	132	148	180	183	203	212	199	180	174	189	167	165	181	191	190	181	184	218	221	212	221	217	214	212	241	265	257	250	249	264	254	267	284	277	266	248
Boliger til salg, ultimo	Parcel-/rækkehus	8305 Samsø	20	17	14	9	13	13	16	5	7	22	13	15	18	19	24	36	41	44	47	47	43	52	53	45	41	53	55	53	64	68	60	61	57	54	58	55	57	66	57	52	59	64	56	60	61	66	60	61
Boliger til salg, ultimo	Parcel-/rækkehus	8310 Tranbjerg J	13	10	6	4	10	4	9	6	2	11	34	46	46	79	80	57	56	57	60	56	63	67	54	50	46	55	56	39	38	45	45	47	61	61	59	68	66	66	62	79	70	72	76	49	57	52	62	62
Boliger til salg, ultimo	Parcel-/rækkehus	8320 Mårslet	6	5	3	6	7	11	26	35	19	50	40	68	69	71	68	49	58	70	77	71	42	41	31	28	20	45	51	45	48	53	54	46	47	40	32	36	33	41	43	35	35	34	47	36	37	33	28	30
Boliger til salg, ultimo	Parcel-/rækkehus	8330 Beder	6	4	5	7	3	10	6	9	2	7	11	15	34	42	60	50	42	42	31	28	26	29	29	19	14	15	15	22	28	36	39	33	24	32	36	34	41	44	41	34	32	37	36	29	31	33	27	15
Boliger til salg, ultimo	Parcel-/rækkehus	8340 Malling	5	4	6	2	3	4	10	7	13	19	26	25	28	70	81	39	47	46	44	38	35	38	28	26	24	27	25	33	68	69	47	69	70	73	73	58	57	61	65	49	44	46	35	49	47	37	35	35
Boliger til salg, ultimo	Parcel-/rækkehus	8350 Hundslund	15	10	9	8	7	7	4	3	2	3	3	7	8	8	11	14	14	14	19	18	14	15	14	14	17	20	17	15	21	24	27	24	20	17	17	19	24	22	25	20	20	21	24	24	26	26	25	24
Boliger til salg, ultimo	Parcel-/rækkehus	8355 Solbjerg	17	11	5	6	4	6	7	4	9	10	15	23	21	41	49	33	28	28	31	33	36	34	35	31	29	27	39	37	48	55	52	43	45	55	53	49	54	55	53	49	49	52	52	34	38	39	39	31
Boliger til salg, ultimo	Parcel-/rækkehus	8361 Hasselager	15	9	7	9	4	6	14	11	7	8	21	30	39	44	68	75	63	83	74	65	57	52	41	43	41	53	50	46	37	54	55	70	57	86	88	88	83	83	87	75	84	73	57	59	66	58	57	48
Boliger til salg, ultimo	Parcel-/rækkehus	8362 Hørning	33	20	14	18	37	31	11	8	12	20	30	41	59	90	94	71	91	75	85	98	100	108	85	67	55	57	53	57	68	74	78	86	75	77	57	54	67	63	72	63	63	79	80	67	60	67	60	57
Boliger til salg, ultimo	Parcel-/rækkehus	8370 Hadsten	56	44	37	40	37	30	36	30	32	31	37	69	80	86	96	111	113	111	111	106	114	110	111	99	87	85	96	93	100	112	97	101	105	116	113	97	99	107	108	95	87	96	98	86	93	102	105	88
Boliger til salg, ultimo	Parcel-/rækkehus	8380 Trige	8	12	12	15	27	9	30	19	3	6	9	10	12	20	22	23	29	32	35	28	28	20	21	23	17	20	23	22	24	37	43	35	27	26	22	22	27	26	27	20	31	31	32	26	26	24	18	16
Boliger til salg, ultimo	Parcel-/rækkehus	8381 Tilst	28	14	10	19	16	23	15	15	32	35	33	42	55	68	62	61	64	54	44	45	62	65	67	48	59	64	61	56	55	62	60	45	46	50	44	49	50	55	46	46	46	43	43	41	33	41	41	40
Boliger til salg, ultimo	Parcel-/rækkehus	8382 Hinnerup	33	39	27	24	24	23	29	23	25	29	37	47	58	58	69	68	64	71	68	66	58	69	63	47	51	57	55	51	56	66	83	83	76	76	70	63	78	66	54	68	62	67	62	53	55	58	69	75
Boliger til salg, ultimo	Parcel-/rækkehus	8400 Ebeltoft	58	51	52	55	54	64	64	65	93	87	97	92	105	119	120	129	134	123	132	137	136	133	138	136	144	160	166	153	160	172	178	161	166	166	154	142	152	149	148	139	142	158	161	156	171	179	178	159
Boliger til salg, ultimo	Parcel-/rækkehus	8410 Rønde	20	18	51	31	28	41	29	27	38	40	47	41	48	60	63	52	66	72	82	80	80	82	63	66	60	79	72	74	72	86	90	84	84	78	74	72	74	76	82	73	75	85	91	79	77	90	79	73
Boliger til salg, ultimo	Parcel-/rækkehus	8420 Knebel	15	16	18	18	19	21	19	17	12	15	15	14	14	15	20	19	25	34	28	29	29	27	29	26	34	39	41	41	32	45	46	39	42	50	48	40	37	48	39	34	39	45	36	31	36	32	32	31
Boliger til salg, ultimo	Parcel-/rækkehus	8444 Balle	10	12	8	6	8	7	4	6	9	4	8	9	4	6	11	9	6	8	10	15	17	17	14	20	18	21	21	21	24	21	21	21	21	20	19	16	21	23	25	22	23	27	27	24	23	22	21	25
Boliger til salg, ultimo	Parcel-/rækkehus	8450 Hammel	23	21	25	28	26	26	17	11	20	39	49	55	68	81	69	69	62	65	81	88	83	85	80	86	76	87	80	73	69	93	90	102	115	107	116	81	101	106	103	98	94	105	87	84	85	94	101	101
Boliger til salg, ultimo	Parcel-/rækkehus	8462 Harlev J	14	10	5	7	2	10	8	7	6	7	11	8	42	45	38	27	30	25	26	33	37	29	32	26	26	37	38	44	48	55	47	44	40	40	43	42	45	44	34	26	23	29	28	21	19	28	29	22
Boliger til salg, ultimo	Parcel-/rækkehus	8464 Galten	44	31	29	30	28	26	19	28	31	32	43	59	65	62	70	72	87	98	102	97	94	112	96	81	88	101	92	75	88	111	98	90	83	91	96	97	113	101	98	105	111	111	98	97	109	105	94	86
Boliger til salg, ultimo	Parcel-/rækkehus	8471 Sabro	18	14	7	8	16	15	13	11	7	24	27	33	41	63	67	63	86	91	85	75	61	62	56	46	41	45	49	46	40	46	48	59	78	77	57	44	45	47	45	48	56	61	47	35	34	33	35	28
Boliger til salg, ultimo	Parcel-/rækkehus	8472 Sporup	5	6	5	2	4	4	2	0	1	2	3	3	4	4	6	6	10	10	14	13	9	11	11	9	10	16	15	15	11	14	16	15	13	16	13	11	11	8	9	9	11	10	9	7	7	7	7	7
Boliger til salg, ultimo	Parcel-/rækkehus	8500 Grenaa	104	90	65	58	52	43	42	36	29	42	39	42	45	45	74	89	100	119	140	154	173	167	169	174	182	187	171	170	158	184	189	183	188	194	208	193	199	219	214	204	203	207	212	206	215	241	231	221
Boliger til salg, ultimo	Parcel-/rækkehus	8520 Lystrup	9	12	11	19	14	11	6	4	14	20	37	35	44	50	68	77	107	106	109	109	93	85	74	66	62	65	54	53	73	87	96	78	87	73	78	78	85	90	84	86	87	83	78	63	74	77	60	76
Boliger til salg, ultimo	Parcel-/rækkehus	8530 Hjortshøj	12	9	8	5	6	1	4	3	4	11	25	22	30	33	38	29	40	38	30	22	21	24	25	25	23	29	29	43	31	33	31	31	34	34	35	25	29	37	45	37	35	58	50	51	50	34	31	33
Boliger til salg, ultimo	Parcel-/rækkehus	8541 Skødstrup	8	14	23	23	19	12	6	11	11	13	22	37	50	59	58	61	99	105	113	110	98	80	66	56	52	59	60	65	65	68	65	56	66	72	68	69	66	65	65	69	67	78	74	65	61	48	50	49
Boliger til salg, ultimo	Parcel-/rækkehus	8543 Hornslet	18	10	4	13	18	9	16	10	19	58	34	51	61	64	92	40	66	67	74	84	79	57	55	53	47	42	56	60	56	71	67	61	60	67	50	53	59	70	76	62	60	65	57	48	54	49	53	49
Boliger til salg, ultimo	Parcel-/rækkehus	8544 Mørke	16	12	16	12	15	7	9	5	5	6	5	7	9	17	19	21	24	35	36	28	32	31	28	23	28	41	38	34	42	42	36	29	28	37	33	25	25	24	27	26	32	40	33	28	32	41	37	34
Boliger til salg, ultimo	Parcel-/rækkehus	8550 Ryomgård	25	28	20	19	16	16	14	10	12	7	21	21	21	25	31	25	27	38	47	52	52	51	51	46	48	47	48	52	52	64	62	58	61	61	58	51	56	74	66	62	60	59	65	59	46	50	47	47
Boliger til salg, ultimo	Parcel-/rækkehus	8560 Kolind	28	23	17	23	22	20	16	10	8	11	16	10	8	11	16	18	24	30	39	41	38	33	42	43	48	46	39	45	51	61	58	58	56	57	50	45	54	59	59	63	54	59	56	50	43	46	44	43
Boliger til salg, ultimo	Parcel-/rækkehus	8570 Trustrup	9	6	8	10	10	10	11	10	15	11	9	6	10	20	14	20	27	34	37	32	37	39	45	40	39	42	37	40	46	44	42	46	52	53	52	47	42	43	45	44	42	35	35	30	31	31	38	31
Boliger til salg, ultimo	Parcel-/rækkehus	8581 Nimtofte	7	5	5	5	8	13	8	4	2	4	4	7	7	9	9	9	8	9	10	11	12	13	13	12	10	14	12	10	16	14	13	12	16	18	17	18	18	20	19	19	21	25	23	20	17	16	18	19
Boliger til salg, ultimo	Parcel-/rækkehus	8585 Glesborg	26	18	12	12	16	13	13	8	12	9	6	8	13	13	19	12	21	22	23	27	37	39	35	40	42	43	37	35	44	52	49	45	42	43	40	42	45	42	41	43	40	48	43	46	40	42	40	40
Boliger til salg, ultimo	Parcel-/rækkehus	8586 Ørum Djurs	15	14	12	12	13	13	10	11	10	13	11	13	11	9	12	16	18	20	23	26	26	26	26	32	37	39	35	32	29	27	21	23	23	18	21	20	18	20	24	22	24	21	24	17	14	14	12	11
Boliger til salg, ultimo	Parcel-/rækkehus	8592 Anholt	0	..	..	..	..	..	..	..	..	..	..	..	..	..	0	..	..	1	1	1	1	0	..	..	..	..	..	..	..	3	4	2	3	1	1	1	1	2	2	2	2	3	2	2	2	1	1	1
Boliger til salg, ultimo	Ejerlejlighed	7673 Harboøre	..	..	..	..	..	..	..	..	..	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Boliger til salg, ultimo	Ejerlejlighed	7680 Thyborøn	..	..	..	..	..	..	..	..	1	1	0	..	..	..	..	..	..	..	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Boliger til salg, ultimo	Ejerlejlighed	7700 Thisted	6	6	5	4	5	5	13	5	7	17	19	23	20	30	20	21	15	19	18	14	7	9	8	12	21	26	18	19	21	23	21	20	20	23	25	22	22	21	28	27	21	19	18	18	19	16	18	17
Boliger til salg, ultimo	Ejerlejlighed	7730 Hanstholm	..	1	1	1	1	0	..	..	..	..	..	..	..	..	..	..	1	1	1	1	1	1	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1	1	1	0	..	..	..	..	..	..	..
Boliger til salg, ultimo	Ejerlejlighed	7741 Frøstrup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Boliger til salg, ultimo	Ejerlejlighed	7742 Vesløs	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1	1	0
Boliger til salg, ultimo	Ejerlejlighed	7752 Snedsted	1	2	2	1	0	..	..	..	1	1	1	1	0	..	1	0	..	..	..	..	..	..	1	1	1	1	1	0	..	..	..	..	..	..	..	..	..	..	1	1	1	1	1	1	1	1	0	..
Boliger til salg, ultimo	Ejerlejlighed	7755 Bedsted Thy	1	1	1	1	1	1	1	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	3	3	3	3	3	3	3	3	3	3	3	3	3	0	..	..	..	..	..	..	..	..	..	..
Boliger til salg, ultimo	Ejerlejlighed	7760 Hurup Thy	..	..	..	..	..	..	..	..	..	..	..	..	1	1	0	..	..	..	..	3	3	3	1	0	..	..	..	..	..	..	..	..	1	1	1	0	..	..	..	..	..	..	..	..	..	..	..	..
Boliger til salg, ultimo	Ejerlejlighed	7770 Vestervig	..	..	..	..	..	..	..	..	..	..	..	..	3	2	0	2	2	3	4	5	6	6	6	5	3	7	3	7	2	2	3	2	7	5	8	7	6	5	3	2	3	3	2	2	3	0	1	1
Boliger til salg, ultimo	Ejerlejlighed	7790 Thyholm	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Boliger til salg, ultimo	Ejerlejlighed	7800 Skive	16	19	12	13	8	10	6	10	9	6	4	3	6	8	12	7	11	13	16	13	14	11	13	11	9	13	28	12	14	18	23	20	20	15	18	22	32	31	26	20	17	19	16	14	13	13	16	16
Boliger til salg, ultimo	Ejerlejlighed	7830 Vinderup	2	1	0	1	2	1	1	1	1	2	2	2	2	0	1	1	1	1	2	3	2	0	..	..	..	..	..	..	1	1	1	0	..	1	1	2	2	2	0	..	..	..	..	..	..	..	..	..
Boliger til salg, ultimo	Ejerlejlighed	7840 Højslev	1	1	1	0	..	..	1	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1	1	0	..	..	1	1	1
Boliger til salg, ultimo	Ejerlejlighed	7850 Stoholm Jyll	1	1	1	1	1	0	..	..	..	..	..	..	1	1	1	1	1	1	1	1	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Boliger til salg, ultimo	Ejerlejlighed	7860 Spøttrup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1	1	1	1	1	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Boliger til salg, ultimo	Ejerlejlighed	7870 Roslev	..	..	..	..	..	..	..	..	2	2	2	2	0	..	2	2	2	2	2	2	2	3	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	8	8	8	8	0	..	..	..	..	..
Boliger til salg, ultimo	Ejerlejlighed	7884 Fur	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1	3	0	..	..	..	..
Boliger til salg, ultimo	Ejerlejlighed	7900 Nykøbing M	0	..	..	..	1	1	1	0	..	..	6	6	6	7	0	..	..	1	0	..	..	1	2	1	2	2	2	1	0	..	1	0	..	..	..	..	..	..	..	..	..	7	7	9	1	1	2	2
Boliger til salg, ultimo	Ejerlejlighed	7950 Erslev	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Boliger til salg, ultimo	Ejerlejlighed	7960 Karby	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Boliger til salg, ultimo	Ejerlejlighed	7970 Redsted M	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Boliger til salg, ultimo	Ejerlejlighed	7980 Vils	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Boliger til salg, ultimo	Ejerlejlighed	7990 Øster Assels	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Boliger til salg, ultimo	Ejerlejlighed	8000 Århus C	91	131	150	144	144	234	230	249	283	447	589	605	610	676	643	559	467	487	495	449	377	310	298	292	320	381	351	316	367	529	563	417	349	343	338	309	311	351	349	311	316	361	378	290	240	261	315	273
Boliger til salg, ultimo	Ejerlejlighed	8200 Århus N	17	16	38	38	41	38	91	101	108	102	137	128	143	158	160	140	109	119	112	86	64	85	68	58	65	100	85	73	84	132	124	89	83	74	69	56	73	81	81	67	72	84	82	61	56	55	50	40
Boliger til salg, ultimo	Ejerlejlighed	8210 Århus V	4	2	9	18	26	34	28	18	24	18	17	22	23	25	34	32	30	20	20	20	19	16	13	7	4	16	15	16	16	25	23	16	18	16	15	15	13	15	13	15	15	13	12	10	10	5	6	2
Boliger til salg, ultimo	Ejerlejlighed	8220 Brabrand	10	14	14	11	9	5	11	12	29	29	32	33	45	39	45	46	38	42	38	38	31	32	27	18	16	22	24	25	23	23	22	18	26	29	29	32	27	25	27	22	20	20	20	13	15	11	10	7
Boliger til salg, ultimo	Ejerlejlighed	8230 Åbyhøj	22	24	17	11	15	10	24	19	21	41	51	47	54	52	55	44	36	46	56	49	30	30	26	22	22	30	34	41	44	55	51	37	35	31	25	22	23	25	28	15	14	23	16	18	24	28	25	14
Boliger til salg, ultimo	Ejerlejlighed	8240 Risskov	11	10	12	9	11	17	9	4	16	25	38	40	38	49	44	39	48	52	50	42	31	32	29	30	26	30	28	19	25	30	31	24	37	43	39	28	27	26	21	20	8	16	22	15	21	15	15	9
Boliger til salg, ultimo	Ejerlejlighed	8250 Egå	6	7	8	7	4	6	4	7	9	4	15	14	11	14	17	18	19	22	20	13	14	15	13	13	12	7	8	11	17	18	15	14	11	9	11	8	9	7	12	8	10	10	9	5	3	8	7	3
Boliger til salg, ultimo	Ejerlejlighed	8260 Viby J	12	24	19	19	29	26	16	18	24	55	75	82	76	135	105	93	93	97	106	96	88	86	82	62	39	51	48	38	48	59	55	55	51	62	57	45	42	44	40	27	31	33	34	24	34	27	29	19
Boliger til salg, ultimo	Ejerlejlighed	8270 Højbjerg	6	11	12	24	32	21	15	13	11	24	38	34	31	38	37	57	44	57	55	49	39	42	43	36	36	45	43	33	34	38	35	40	34	35	33	30	25	29	24	14	12	18	24	15	22	18	23	19
Boliger til salg, ultimo	Ejerlejlighed	8300 Odder	18	12	9	7	7	13	13	9	7	7	4	18	27	46	49	74	76	70	57	52	46	45	45	51	48	56	49	40	27	39	42	31	37	38	32	34	35	32	26	30	30	31	38	36	42	38	32	29
Boliger til salg, ultimo	Ejerlejlighed	8305 Samsø	0	..	..	..	..	..	..	1	0	..	..	..	..	..	..	..	..	1	3	3	5	16	16	13	11	16	12	11	7	9	9	5	4	6	8	7	5	3	3	4	3	3	3	5	3	3	3	1
Boliger til salg, ultimo	Ejerlejlighed	8310 Tranbjerg J	..	1	0	..	..	..	..	..	..	..	0	..	..	1	1	1	1	1	1	0	..	1	1	0	1	2	1	0	1	1	1	1	2	1	0	3	3	3	1	1	1	1	1	1	0	..	..	1
Boliger til salg, ultimo	Ejerlejlighed	8320 Mårslet	..	..	..	..	..	..	..	..	..	2	1	2	2	3	2	2	2	2	2	2	1	1	1	2	2	1	0	..	1	1	1	1	2	2	1	1	2	2	2	1	0	0	1	1	1	0	1	1
Boliger til salg, ultimo	Ejerlejlighed	8330 Beder	1	0	..	..	..	..	..	..	..	..	2	0	..	..	2	1	1	2	1	1	1	0	..	..	2	3	2	0	..	..	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
Boliger til salg, ultimo	Ejerlejlighed	8340 Malling	..	..	..	..	..	..	1	0	..	4	4	4	4	4	5	4	4	4	0	..	..	..	..	..	..	1	2	2	3	1	1	1	4	1	4	1	1	1	1	1	1	1	1	0	..	..	..	1
Boliger til salg, ultimo	Ejerlejlighed	8350 Hundslund	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Boliger til salg, ultimo	Ejerlejlighed	8355 Solbjerg	..	..	..	..	..	..	..	..	..	..	1	0	..	..	10	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Boliger til salg, ultimo	Ejerlejlighed	8361 Hasselager	..	..	0	..	..	..	1	0	..	1	2	0	..	..	..	..	..	..	1	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1	2	2	1	1	2	2	1	0	..	..
Boliger til salg, ultimo	Ejerlejlighed	8362 Hørning	3	1	2	4	0	2	0	0	5	3	2	2	2	4	1	0	6	7	8	7	7	7	6	4	6	6	7	9	5	5	5	5	6	7	5	5	6	6	3	2	3	5	4	2	4	2	3	3
Boliger til salg, ultimo	Ejerlejlighed	8370 Hadsten	5	3	4	4	6	5	6	5	4	2	5	14	18	13	9	15	16	16	10	14	15	13	11	9	10	7	8	12	11	7	9	7	9	7	4	3	2	6	5	1	5	4	3	2	1	0	..	1
Boliger til salg, ultimo	Ejerlejlighed	8380 Trige	2	2	1	1	2	2	2	1	0	1	1	1	1	3	3	4	2	2	1	1	1	2	1	1	1	1	1	2	2	3	2	2	2	1	1	1	1	0	2	1	1	0	..	1	1	0	1	1
Boliger til salg, ultimo	Ejerlejlighed	8381 Tilst	2	0	2	2	12	1	0	1	0	1	3	3	3	3	3	4	5	5	8	7	6	3	4	3	1	1	1	1	2	4	4	2	1	1	1	0	2	2	1	0	1	2	2	13	27	4	2	1
Boliger til salg, ultimo	Ejerlejlighed	8382 Hinnerup	1	2	2	0	1	0	..	1	6	5	6	7	7	5	5	4	8	5	5	5	5	3	2	2	1	1	1	0	1	1	0	1	1	1	0	..	1	1	1	1	3	2	2	2	4	2	1	4
Boliger til salg, ultimo	Ejerlejlighed	8400 Ebeltoft	3	3	17	15	16	18	13	23	16	37	40	47	41	47	49	53	48	50	50	36	32	28	38	31	39	40	44	40	37	34	26	32	26	30	25	25	25	23	23	19	20	20	21	19	18	13	11	13
Boliger til salg, ultimo	Ejerlejlighed	8410 Rønde	1	5	4	3	2	0	..	..	..	1	1	0	..	..	..	24	0	..	..	0	6	4	4	2	1	1	2	2	3	1	1	1	1	1	1	0	1	2	2	2	2	3	4	4	4	4	3	1
Boliger til salg, ultimo	Ejerlejlighed	8420 Knebel	..	..	..	..	..	..	..	1	0	..	..	..	..	..	0	..	..	..	..	..	..	..	..	..	..	..	..	..	1	1	1	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
