priser på realiserede handler	ejendomskategori	postnumre	1992K1	1992K2	1992K3	1992K4	1993K1	1993K2	1993K3	1993K4	1994K1	1994K2	1994K3	1994K4	1995K1	1995K2	1995K3	1995K4	1996K1	1996K2	1996K3	1996K4	1997K1	1997K2	1997K3	1997K4	1998K1	1998K2	1998K3	1998K4	1999K1	1999K2	1999K3	1999K4	2000K1	2000K2	2000K3	2000K4	2001K1	2001K2	2001K3	2001K4	2002K1	2002K2	2002K3	2002K4	2003K1	2003K2	2003K3	2003K4	2004K1	2004K2	2004K3	2004K4	2005K1	2005K2	2005K3	2005K4	2006K1	2006K2	2006K3	2006K4	2007K1	2007K2	2007K3	2007K4	2008K1	2008K2	2008K3	2008K4	2009K1	2009K2	2009K3	2009K4	2010K1	2010K2	2010K3	2010K4	2011K1	2011K2	2011K3	2011K4	2012K1	2012K2	2012K3	2012K4	2013K1	2013K2	2013K3	2013K4	2014K1	2014K2	2014K3	2014K4	2015K1	2015K2	2015K3	2015K4	
Første udbudspris	Parcel-/rækkehus	2680 Solrød Strand	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15444	16653	17077	15472	16735	18128	19849	21315	21810	25416	28506	27232	27342	26907	25462	25281	27726	26198	24103	24761	22114	20866	22105	21290	22191	22458	22529	21775	24016	20856	20987	21727	19693	19091	17109	20844	19018	19975	19539	20448	19587	20010	18100	20410	22137	20145	21030	21141
Første udbudspris	Parcel-/rækkehus	2690 Karlslunde	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14541	13788	15679	15083	15250	17946	17701	19901	22115	22830	24835	25748	23504	25761	25337	23333	22954	22888	23276	22950	20184	21806	19546	18120	19655	19591	18675	19341	19020	18064	19519	18350	17659	17163	17620	17775	18822	17418	17058	29207	17762	18283	17428	17756	18160	19286	18868	20067
Første udbudspris	Parcel-/rækkehus	2700 Brønshøj	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	16410	16713	18413	18692	19951	22081	22427	27233	28402	27873	27765	30939	29011	28428	28512	27459	30071	27054	27789	25266	25074	23522	24247	24371	24685	23850	24463	22962	23844	25652	23412	23505	23717	24381	22400	23512	24738	25594	23846	25410	25364	25990	24908	27972	27524	28212	28157	28845
Første udbudspris	Parcel-/rækkehus	2720 Vanløse	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	16735	16015	18102	18743	18894	21713	24914	25488	25926	29078	29629	29645	28494	30714	29648	29513	30531	28878	26333	..	26918	25660	25397	25045	26451	26133	25626	28849	24978	27371	28530	25122	25795	24771	26073	24933	25965	27101	26849	25942	27176	29621	28415	27741	27642	30848	31429	30655
Første udbudspris	Parcel-/rækkehus	2730 Herlev	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14317	15787	15762	16803	17191	18639	19594	21892	23690	25175	26199	25733	28034	26673	25470	24735	23867	24766	24275	22309	20973	21183	21254	20240	21229	21410	21780	21832	21904	21890	21944	20354	21417	19714	20109	21474	20372	19694	20189	20569	21558	21018	21814	21178	22065	22727	24183	23632
Første udbudspris	Parcel-/rækkehus	2740 Skovlunde	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15089	14769	16568	16720	17399	17743	20120	21769	23348	24047	24412	25108	26653	25878	25694	25110	23041	24272	24462	22060	25187	22365	20573	21347	20311	21980	20512	22115	21378	21818	20812	20603	19407	19654	21105	19169	20248	19770	20347	20398	19154	19694	21937	20242	19377	21237	22032	20520
Første udbudspris	Parcel-/rækkehus	2750 Ballerup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14737	15176	15352	17238	16905	17987	20500	20660	21472	23926	26457	23175	24951	26640	25959	25840	24740	23263	24135	22231	20787	20944	22039	21308	19676	23309	20289	21933	22175	21048	20777	20155	20448	19650	20506	19707	19321	20359	21025	19130	18659	19973	21341	21748	20814	21189	22333	21293
Første udbudspris	Parcel-/rækkehus	2760 Måløv	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14403	16013	15664	18135	16292	18296	21758	23018	..	25159	27909	..	23831	26944	26655	29082	26160	25690	23071	..	23824	22009	21874	20526	20435	21446	21598	22585	25621	23249	..	21101	21169	18092	23449	23930	..	21757	21829	20718	17548	..	..	22262	23456	23221	21931	..
Første udbudspris	Parcel-/rækkehus	2765 Smørum	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15312	15593	16463	15368	17426	18720	19015	21657	22426	25973	24653	25790	27390	25243	24615	24815	23760	24979	23490	21730	23878	21641	20166	21387	20495	22716	21385	20969	20376	22192	21189	19864	19669	21377	19723	18672	20879	18777	19384	19669	20498	19293	19801	19221	20303	22110	21501	22354
Første udbudspris	Parcel-/rækkehus	2770 Kastrup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15528	15306	16251	17363	16966	19167	20041	22408	24859	26846	26429	26697	25435	26514	26202	26166	25257	24681	23996	23995	21746	20726	20954	21221	20029	20472	20845	21002	21045	21718	21166	21003	19451	20046	20764	20272	19646	20740	22108	22338	21653	22249	23532	23020	23503	24749	24796	24561
