priser på realiserede handler	ejendomskategori	område	1992K1	1992K2	1992K3	1992K4	1993K1	1993K2	1993K3	1993K4	1994K1	1994K2	1994K3	1994K4	1995K1	1995K2	1995K3	1995K4	1996K1	1996K2	1996K3	1996K4	1997K1	1997K2	1997K3	1997K4	1998K1	1998K2	1998K3	1998K4	1999K1	1999K2	1999K3	1999K4	2000K1	2000K2	2000K3	2000K4	2001K1	2001K2	2001K3	2001K4	2002K1	2002K2	2002K3	2002K4	2003K1	2003K2	2003K3	2003K4	2004K1	2004K2	2004K3	2004K4	2005K1	2005K2	2005K3	2005K4	2006K1	2006K2	2006K3	2006K4	2007K1	2007K2	2007K3	2007K4	2008K1	2008K2	2008K3	2008K4	2009K1	2009K2	2009K3	2009K4	2010K1	2010K2	2010K3	2010K4	2011K1	2011K2	2011K3	2011K4	2012K1	2012K2	2012K3	2012K4	2013K1	2013K2	2013K3	2013K4	2014K1	2014K2	2014K3	2014K4	2015K1	2015K2	2015K3	2015K4	
Første udbudspris	Parcel-/rækkehus	Landsdel Nordjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6044	6319	6337	6304	6448	6851	6879	6945	7408	7886	7956	8313	8329	8828	8793	8815	8933	8899	9031	9457	9048	9609	9282	9338	9277	9517	9425	9266	9143	9290	8930	8985	9276	9146	8947	8851	8972	9194	9039	8861	9042	9332	9114	9022	9292	9357	9255	9180
Første udbudspris	Parcel-/rækkehus	Brønderslev	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5089	5959	5778	5910	5593	5645	6049	5671	5861	6752	6349	6610	6893	6959	7363	7711	7420	7659	7545	7915	9054	8574	7951	8381	8220	7670	7947	6936	7212	8155	8044	7649	7797	7312	7464	7360	8161	7498	7250	7663	8086	7194	8647	7319	8263	7974	8288	7304
Første udbudspris	Parcel-/rækkehus	Frederikshavn	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6327	6907	6588	6389	6807	7451	7213	7292	7369	8353	8473	8352	8258	9373	9663	8140	9282	9131	8754	9302	8837	9927	10357	10291	9252	10995	10099	9055	9158	9285	10191	8455	10194	10451	9410	8964	9084	9721	10249	8666	9440	9725	9398	8442	9236	8922	9624	9264
Første udbudspris	Parcel-/rækkehus	Hjørring	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5545	5327	5612	5711	5908	6042	6332	5902	6570	6632	6450	6783	7195	7811	7354	8053	7767	7730	7935	8398	7995	8542	7762	8202	8330	8630	8146	8864	8367	8270	7820	7724	8753	8462	7939	7503	8113	7320	7504	7511	7809	8388	8501	7750	7901	7387	7743	7530
Første udbudspris	Parcel-/rækkehus	Jammerbugt	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5387	6030	5783	5363	5749	6181	6209	6299	6379	6537	6713	7459	6985	7942	8153	7362	8370	7553	8105	8058	7374	8499	7770	8490	7865	8695	8223	8136	7647	7618	7628	8213	8226	7675	7564	7397	7684	8188	7947	8424	7756	8944	7401	7372	7790	9060	8109	8312
Første udbudspris	Parcel-/rækkehus	Læsø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	3506	6449	..	4758	4362	5295	3923	5661	..	6958	..	7724	..	8050	7241	..	..	7478	..	..	..	..	8808	..	..	..	7008	..	..	..	..	..	..	..	10439	..	7154	6627	..	..	..	..	6689	..	..	..	..	..
Første udbudspris	Parcel-/rækkehus	Mariagerfjord	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5470	5909	5790	5896	6117	6326	6550	6906	7538	7265	7449	7489	8252	8195	8179	7885	8137	8691	8004	8787	7936	8851	9011	8398	9021	8739	7949	8791	7930	9228	7814	8216	8220	8724	7176	8123	7749	8290	7736	7336	6691	7938	7609	7763	7616	8042	7784	7662
Første udbudspris	Parcel-/rækkehus	Morsø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	4433	4248	4612	3838	4790	5090	5029	4833	4567	4705	5125	4815	5224	5166	6104	5243	6298	5765	5833	6327	6555	6182	6047	5769	5864	6581	6701	7070	6321	5438	5281	4920	5637	5332	5699	5403	5479	5306	6331	5004	6419	5484	5443	6565	6853	5846	6449	5263
Første udbudspris	Parcel-/rækkehus	Rebild	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5814	5664	5836	5457	5543	5576	6578	6393	7074	7540	7886	7661	8416	10007	8721	9295	7800	8305	8461	8915	9399	9108	8829	9857	8969	8137	9851	8996	8985	8547	8353	9199	8501	9124	9411	8751	8339	9833	8928	9187	9949	9650	8966	10082	9234	9714	8855	8865
Første udbudspris	Parcel-/rækkehus	Thisted	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5024	5314	4827	5374	5053	5672	5120	5249	6258	5827	5804	6152	6382	6613	6589	6851	6936	6590	7032	7822	6732	7431	6892	6911	6939	7473	7394	6678	7307	7192	6806	6407	7269	7009	6643	6288	6775	5961	6856	6323	6989	7937	6241	6707	7273	7360	7237	6669
Første udbudspris	Parcel-/rækkehus	Vesthimmerlands	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5191	4929	5024	4805	4733	5339	5446	5204	5379	5563	5479	6005	5829	6212	6066	6335	6581	6493	6250	6347	6690	8099	6839	7007	7137	7223	7627	7706	6100	6910	6458	7255	6583	7004	7104	6932	7194	7263	6918	6903	6470	6746	7078	7466	6901	6708	6929	6908
Første udbudspris	Parcel-/rækkehus	Aalborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7884	8200	8560	8612	8725	9241	9133	9604	10247	11445	11612	12427	11958	12195	12141	12679	12389	12618	13129	13566	12690	13039	12888	12513	12878	12749	12852	12651	13138	13111	12320	13014	12626	12184	12582	12909	12612	13450	12567	12837	12819	12790	12947	12929	13326	13619	13046	13686
Første udbudspris	Ejerlejlighed	Århus	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	16657	17869	19292	19665	21028	21656	24147	24971	27071	28516	28732	28422	29050	28056	27519	26218	26726	26130	24967	23870	22682	23597	22801	23242	23973	24564	24377	24089	25302	24908	24756	24644	23849	24514	24336	24612	24685	25513	25091	24400	24821	26369	26868	26165	27962	28437	28270	28829
Første udbudspris	Ejerlejlighed	Landsdel Vestjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8774	9811	9237	9572	9354	10382	9870	9981	11046	11465	11331	11179	12112	12366	12630	11988	13296	13112	13482	12020	12780	13432	13054	12583	12498	13103	12918	11815	12892	12378	11466	12785	12244	12274	11633	12245	11694	12295	12505	11206	11791	12266	12729	12804	11494	12977	12735	11057
Første udbudspris	Ejerlejlighed	Herning	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9083	9960	9556	9770	9282	10227	9937	10567	12191	12444	12392	12261	13061	12986	13705	12787	14293	14478	14471	12903	13975	12527	14605	13728	12424	12033	12871	12249	13420	13020	11960	12771	13245	12902	12911	13334	11646	12512	13222	10823	12966	13627	14593	13396	14135	12736	13626	12114
Første udbudspris	Ejerlejlighed	Holstebro	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8556	8660	9174	8515	9736	9511	9459	10597	10811	10875	12342	12379	11923	11972	11710	12544	13170	13474	13453	12053	..	14720	..	12612	13676	13849	..	14042	..	12114	..	..	..	11937	11565	..	13297	11780	..	10580	13024	11664	13194	11693	..	..	..	..
Første udbudspris	Ejerlejlighed	Ikast-Brande	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8096	..	..	9851	8871	10363	..	8800	8811	8786	10015	10870	9322	..	9985	11582	12754	12451	12767	12856	11479	12496	..	10806	10622	12252	11891	11504	..	..	10336	12263	..	..	12208	12642	12230	11961	..	11486	..	11051	..	..	10785	..	..	..
Første udbudspris	Ejerlejlighed	Lemvig	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10219	..	10278	..	..	..	..	12590	14786	..	..	..	..	..	15307	..	..	..	..	..	..	..	..	14352	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Ringkøbing-Skjern	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12420	..	11654	9974	12745	9206	10855	13046	13625	11270	10953	12486	13558	12235	10263	12559	12156	10962	9058	..	15006	9778	12320	..	14858	12750	10227	18572	13788	..	..	..	12759	..	..	13732	11260	12301	8988	..	12254	10764	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Skive	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8191	..	..	8862	..	..	..	..	..	..	..	..	..	..	..	..	..	10094	..	..	10531	..	..	11219	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Struer	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8156	7379	..	..	7877	..	7811	10950	..	..	15374	..	..	..	..	..	..	..	..	..	7431	..	..	..	..	..	..	..	..	..	..	10207	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Viborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9103	9083	9338	9088	9617	10786	10882	10650	10322	11395	11066	9624	12381	12755	14034	12106	13677	13118	14413	13253	13758	14327	13470	13356	12253	14128	13007	11230	12146	12113	10842	13291	12546	12248	11480	12397	10766	13270	12815	13353	11106	11923	12677	11164	11658	14374	12474	12567
Første udbudspris	Ejerlejlighed	Region Nordjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9691	9986	10253	10515	10409	11125	11943	12026	13001	12747	12958	14072	13457	14906	14730	14360	14154	14563	14413	14300	14114	13607	13901	14346	13672	13764	13642	13310	13296	13769	13312	14523	13206	13796	13036	14199	14056	14135	14918	14707	13677	14431	14614	15382	15649	15821	15430	16291
Første udbudspris	Ejerlejlighed	Landsdel Nordjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9691	9986	10253	10515	10409	11125	11943	12026	13001	12747	12958	14072	13457	14906	14730	14360	14154	14563	14413	14300	14114	13607	13901	14346	13672	13764	13642	13310	13296	13769	13312	14523	13206	13796	13036	14199	14056	14135	14918	14707	13677	14431	14614	15382	15649	15821	15430	16291
Første udbudspris	Ejerlejlighed	Brønderslev	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9133	..	8959	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Frederikshavn	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7860	8521	8090	7920	9414	8698	10812	11067	12577	10518	..	13348	9858	14548	14770	16824	13742	13578	13700	15853	11384	10588	14944	16979	14738	14492	14828	9929	10561	15718	..	..	11152	12978	15018	13582	..	17106	15831	14408	14031	..	15382	22166	12312	15193	14688	16523
Første udbudspris	Ejerlejlighed	Hjørring	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8344	8005	..	10122	8217	9301	11205	12481	10191	9835	10439	10931	..	13874	13333	10065	..	12737	..	..	..	15434	..	..	11698	11127	12036	12572	12039	12937	..	14344	..	12704	10885	12503	9970	11274	11411	12911	8679	9157	9410	10805	12963	12289	10863	12600
Første udbudspris	Ejerlejlighed	Jammerbugt	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9407	8492	..	..	..	..	7132	..	11711	8522	8321	..	..	..	..	..	7299	..	8292	..	..	..	11263	16204	12691	9580	15214	9636	10866	11082	11008	10647	10989	10747	11230	11564	10081	8900	11526	11801	9763
Første udbudspris	Ejerlejlighed	Læsø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Mariagerfjord	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9381	..	..	..	..	10318	8100	..	..	9867	9570	..	..	..	..	..	..	11209	..	..	..	11638	..	..	13919	..	15984	11819	..	..	..	..	..	12428	9906	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Morsø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Rebild	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7452	7044	..	..	..	..	..	..	..	..	8822	..	7675	..	..	..	11251	..	..	..	..	10393	..	..	..	..	..	9802	..	11465	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Thisted	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7972	..	7679	9424	8244	8888	..	8396	..	..	12289	..	9926	12921	9792	9276	8563	11163	11753	..	10285	..	..	..	..	12407	12029	..	..	..	10544	..	..	..	10523	11752	..	8722	..	..	..	10259	..	9438	..	..	..	..
Første udbudspris	Ejerlejlighed	Vesthimmerlands	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7489	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13351	..	..	..	13685	11748	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Aalborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10429	10598	10916	11181	11210	12063	12812	12913	13582	13959	14415	14933	15296	15814	15366	15111	15207	16079	14901	14436	15663	14304	14355	14842	14137	14755	14222	14601	14324	14243	13931	14281	14017	14353	13825	15082	14680	14795	15604	15111	14824	15427	15590	16549	16416	17401	16892	17992
Første udbudspris	Fritidshus	Århus	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13545	15724	20316	21178	13973	21050	20125	26707	28988	22244	24417	..	..	37177	26841	39608	26591	..	41306	..	..	20429	30825	26273	40867	22400	27423	34045	26131	23144	27413	21496	28195	36529	30264	23811	38343	26559	24492	24364	25290	24528	28491	29484	24248	23036	22987	23181
Første udbudspris	Fritidshus	Landsdel Vestjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9585	10380	10411	11291	11790	11832	12605	13455	12935	14012	14016	14586	14626	15487	14603	14792	15593	15779	16696	16526	15151	14876	15692	15515	15242	15500	15440	16158	15640	15819	15580	15548	15411	15209	14536	13373	16327	15966	13556	14878	13980	13782	13078	14390	13791	15046	14425	14936
Første udbudspris	Fritidshus	Herning	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	18463	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Holstebro	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8708	9789	10783	11815	11926	9926	11082	13091	11322	11147	12552	13022	12192	14879	15369	13667	13786	12809	15031	16393	15470	13620	16026	14374	13255	14237	13027	17529	14892	15148	14826	14454	15987	15770	13049	14252	15356	15624	13295	18339	13163	10726	11419	16790	12702	12346	13528	9539
Første udbudspris	Fritidshus	Ikast-Brande	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
