priser på realiserede handler	ejendomskategori	område	1992K1	1992K2	1992K3	1992K4	1993K1	1993K2	1993K3	1993K4	1994K1	1994K2	1994K3	1994K4	1995K1	1995K2	1995K3	1995K4	1996K1	1996K2	1996K3	1996K4	1997K1	1997K2	1997K3	1997K4	1998K1	1998K2	1998K3	1998K4	1999K1	1999K2	1999K3	1999K4	2000K1	2000K2	2000K3	2000K4	2001K1	2001K2	2001K3	2001K4	2002K1	2002K2	2002K3	2002K4	2003K1	2003K2	2003K3	2003K4	2004K1	2004K2	2004K3	2004K4	2005K1	2005K2	2005K3	2005K4	2006K1	2006K2	2006K3	2006K4	2007K1	2007K2	2007K3	2007K4	2008K1	2008K2	2008K3	2008K4	2009K1	2009K2	2009K3	2009K4	2010K1	2010K2	2010K3	2010K4	2011K1	2011K2	2011K3	2011K4	2012K1	2012K2	2012K3	2012K4	2013K1	2013K2	2013K3	2013K4	2014K1	2014K2	2014K3	2014K4	2015K1	2015K2	2015K3	2015K4	
Første udbudspris	Parcel-/rækkehus	Aabenraa	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5694	5818	6185	6253	6512	6407	6510	6546	6974	7202	7147	7553	7319	7783	7693	8240	7607	7870	8099	8767	7997	8163	8085	9014	7579	8159	7936	8607	8023	8490	8494	8123	8625	7998	7843	7454	7386	7413	7318	9376	7732	7353	7330	7349	7388	7750	7299	7107
Første udbudspris	Parcel-/rækkehus	Region Midtjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7688	8018	8049	8277	8582	8903	9299	9811	10418	10935	11367	11558	11903	12172	12154	12377	12532	12639	12503	12510	12560	12541	12184	12132	12213	12190	11986	12018	12091	11988	11872	11795	11884	11764	11796	11587	11591	11612	11551	11696	11511	11599	11428	11426	11829	11959	11687	11782
Første udbudspris	Parcel-/rækkehus	Landsdel Østjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8649	8987	9117	9463	9820	10238	10853	11506	12346	13064	13631	13882	14141	14443	14333	14655	14537	14767	14687	14658	14505	14398	14097	13907	14075	13963	13826	13925	13978	13853	13741	13533	13657	13662	13490	13555	13459	13354	13360	13484	13225	13340	13166	13200	13704	13964	13759	13841
Første udbudspris	Parcel-/rækkehus	Favrskov	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8040	8093	8073	7811	9050	8939	9358	10017	10317	11192	11955	11663	12158	12377	11138	11828	12376	12304	12229	12780	13150	12847	12006	13000	12923	12373	12851	11454	12200	12523	11566	12852	12752	11918	12581	11640	11978	11825	12617	11748	11564	12275	11054	10439	11655	13007	11364	11270
Første udbudspris	Parcel-/rækkehus	Hedensted	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6795	6589	6843	7039	7131	7796	7602	8147	8137	9177	9101	8941	9869	9924	10094	11437	11150	11022	10402	10974	11177	10955	10457	10522	10139	10104	10230	9896	10251	10341	9880	9914	10234	9682	8869	10330	9530	8486	8896	8700	8447	9240	8855	8868	8769	9593	8839	8190
Første udbudspris	Parcel-/rækkehus	Horsens	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7383	7338	7695	8038	8496	8667	9568	9491	10465	11625	11681	11941	12431	12969	13139	12948	12786	12693	13236	12779	13244	12907	11659	11933	12351	12093	12071	12065	12082	11887	11712	11376	11647	11429	11584	11139	10703	10906	10772	10601	11630	10726	11287	11158	11488	11396	10948	11649
Første udbudspris	Parcel-/rækkehus	Norddjurs	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5374	6053	5151	5403	6005	6284	6120	6513	7074	7520	7133	7717	8290	8420	7963	8680	9232	9163	8810	8842	9345	8562	8856	8578	8594	8751	8925	8634	8196	8686	8570	7750	8653	7906	7644	8032	8440	7658	7285	7047	8539	7170	6606	7213	7512	7640	8278	8241
Første udbudspris	Parcel-/rækkehus	Odder	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7469	8563	9339	8778	8104	9596	10335	10746	13091	12756	13388	12869	12120	13892	13411	14884	12377	15760	14912	14802	14397	14366	14438	13186	13767	13852	12617	12573	14002	13627	12522	12940	12542	13862	14535	12547	12402	12717	12759	12074	12091	12356	12419	12105	12219	13355	13013	13722
Første udbudspris	Parcel-/rækkehus	Randers	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7025	7229	7284	7353	7958	8012	7890	8885	9369	9681	9950	11043	11065	10982	11016	11049	11430	11970	11269	12024	12135	11312	11746	10661	11052	10420	11018	10946	10718	10962	10752	10731	10572	10795	10054	10319	9678	10938	10495	10362	10130	10190	9702	9677	10659	10019	10446	9849
Første udbudspris	Parcel-/rækkehus	Samsø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	4844	5223	6814	5331	..	9362	4692	6020	4967	..	7550	8608	6025	10035	9068	9357	8495	8325	9469	..	9821	10449	9081	7559	7011	8289	7605	6904	7188	8607	10382	7624	6722	7772	..	7603	8182	..	5703	6980	..	6039	7491	6297	8371	6990	8413	7869
Første udbudspris	Parcel-/rækkehus	Silkeborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8628	8382	8427	9256	9190	9274	9914	9929	12074	11215	12084	14262	13415	13665	14206	13967	13858	14284	15023	14858	14208	15034	14009	13374	14052	13588	13218	13840	13134	13755	13241	13296	13522	13305	13804	13304	13512	12068	13207	12784	12174	13060	12784	12555	12817	13483	12920	13919
Første udbudspris	Parcel-/rækkehus	Skanderborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9386	10009	10664	10159	10430	11624	12074	13143	13514	13992	15193	15067	15713	15899	15492	16014	15988	16130	15696	16191	15646	14329	16095	16243	15938	14593	15858	15763	15376	14569	15174	15302	14237	15608	14925	14385	14799	15466	15656	15536	14831	15655	14687	14622	15142	15415	15687	15611
Første udbudspris	Parcel-/rækkehus	Syddjurs	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6827	7479	7985	8176	7766	7341	8833	9736	9984	10259	11964	11444	11516	12598	12097	12171	12845	13062	12641	13087	11385	11707	12303	12043	12325	12395	10809	11351	11654	12072	11846	10883	10834	10086	10713	10615	11262	10679	10339	12085	10674	10586	11151	11470	10292	11167	10910	11259
Første udbudspris	Ejerlejlighed	Esbjerg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8206	8561	8861	9349	9481	9538	9916	10891	11180	12067	11723	12689	13182	13246	12744	13386	12921	13488	13325	14084	12818	12846	14200	12433	12705	12658	12029	12713	11915	12621	12650	12007	12300	12970	12408	12222	13571	13805	13282	12467	13266	13471	12600	13236	13137	13268	13347	13544
Første udbudspris	Ejerlejlighed	Fanø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12069	..	..	..	15713	..	..	18682	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14053	..	..	..	..	..	18459	..	16411	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Fredericia	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8403	8499	8847	9122	8835	10820	9775	9019	10761	10683	11022	11729	10883	12446	13403	12804	13564	11785	11354	12278	13971	11696	11941	12201	11755	12792	14807	13585	..	16126	..	13220	9648	9957	9588	9724	9583	11394	11427	9227	11844	10601	10456	9491	13871	12096	10486	10778
Første udbudspris	Ejerlejlighed	Haderslev	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7650	8989	9133	11523	14102	13758	11673	10401	11128	11155	11421	11981	15408	13949	11029	14914	11963	..	15976	..	15362	..	10634	15153	12858	17975	12692	12337	13996	..	12194	13331	12704	10119	..	11613	13228	11354	..	12619	..	12770	10669	..	..	..
Første udbudspris	Ejerlejlighed	Kolding	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9710	9617	10786	10832	10768	11788	10883	11910	13218	13125	14705	15607	14385	13690	14526	16736	14250	14473	15212	17765	15110	15766	16028	17355	14154	15542	16719	13298	12914	12251	13195	12006	14037	12724	14739	17050	13833	16040	14372	15902	14994	12938	14666	11808	12932	12531	13035	18157
Første udbudspris	Ejerlejlighed	Sønderborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7609	9258	8523	8749	10252	9874	10230	9917	9963	11307	13634	12882	15677	14856	13361	11620	13788	14409	20215	..	16380	16688	14455	15775	14321	13391	15052	15736	14691	13422	14898	13544	13118	14534	11771	17862	16856	14577	16970	14069	13172	15394	14494	13163	16335	15486	16008	11206
Første udbudspris	Ejerlejlighed	Tønder	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10861	..	..	..	..	..	..	..	15221	..	..	..	..	16026	..	..	..	..	..	..	..	12103	..	..	..	..	16189	..	9657	..	12128	..	12049	11972	..	..	10815	14194	..	10900	..	..	..
Første udbudspris	Ejerlejlighed	Varde	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10347	..	..	10795	13502	10329	11980	11502	15478	15649	15929	12133	18244	19200	15530	15992	13203	19394	15935	..	16964	15759	14905	16396	14809	17583	15575	..	18777	15846	..	16712	16625	14378	17290	..	13123	14320	12582	14057	13502	15788	12538	16281	14159	13975	14570	14046
Første udbudspris	Ejerlejlighed	Vejen	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6624	..	..	7506	..	..	8134	..	7799	..	..	..	..	9355	..	9229	12415	..	..	..	11272	9965	..	..	..	13689	12962	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Vejle	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9349	9686	11003	9823	11579	11788	11454	11963	12551	14419	13727	14641	14862	15286	14525	16261	15315	14078	16672	14560	15452	14961	17496	14717	14581	17746	14919	13693	14142	16764	15246	14053	15691	17113	14152	17240	11995	18443	14203	12087	12677	15625	14000	13299	14849	13824	15844	14463
Første udbudspris	Ejerlejlighed	Aabenraa	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7792	8150	..	12585	..	14371	10391	9646	11447	11927	..	11484	9096	11043	9580	13302	11066	12602	12806	..	12258	10837	..	13912	15620	..	..	..	..	11189	16414	19561	9594	15007	12326	10432	..	..	..	10811	..	13263	..	..	8924	..	..	..
Første udbudspris	Ejerlejlighed	Region Midtjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12606	13470	14118	14198	15010	15527	16908	17370	18817	19987	20212	20089	20742	20468	20580	19754	20158	19963	19419	18923	17939	18635	18198	18139	18583	18937	18948	18528	18940	18807	18553	18561	18097	18571	18373	18264	18136	19071	18843	18358	18343	19420	19659	19583	19922	20779	20719	20360
Første udbudspris	Ejerlejlighed	Landsdel Østjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13557	14320	15320	15446	16515	16952	18716	19415	20914	22287	22610	22494	23111	22605	22677	21802	21951	21821	21029	20775	19267	20024	19502	19622	20211	20344	20605	20102	20555	20549	20078	20144	19625	20215	20059	19896	19823	20725	20394	20105	19919	21324	21542	21209	22041	22702	22592	22901
Første udbudspris	Ejerlejlighed	Favrskov	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10798	..	10682	12336	..	..	13227	13943	14690	16685	13710	..	15456	13085	..	..	11585	..	..	..	15205	..	..	13198	..	15420	..	..	..	..	..	12216	..	..	..	11042	..	..	..	12487	..	..	..
Første udbudspris	Ejerlejlighed	Hedensted	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13157	..	..	..	8953	12092	..	12195	..	..	18695	16402	19755	18467	19059	16831	17566	..	..	..	..	16893	..	23262	24387	..	..	..	14947	..	..	..	..	..	..	..	..	..	..	18942	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Horsens	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8932	8732	9200	9067	10042	9868	10994	11761	13729	16125	15372	15376	15672	15925	16511	17498	15081	15345	16120	15890	15288	14698	15280	14283	14569	12762	13414	13878	13328	15490	12827	13119	15767	13480	15910	13492	12922	12183	15496	13759	12623	13390	13680	13097	12964	12692	14325	13457
Første udbudspris	Ejerlejlighed	Norddjurs	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7071	..	..	7080	6764	8304	8786	7821	8496	11828	8639	7956	9326	9950	7580	11933	12461	10128	8191	10065	9278	8854	7570	10627	13587	..	..	..	..	8691	7941	..	..	8949	..	7291	9756	..	..	..	..	7696	6281	7271	..	..	..
Første udbudspris	Ejerlejlighed	Odder	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9744	10988	10868	12528	11610	12033	13532	13441	13272	15365	15228	15165	15557	17208	15331	16095	..	16687	..	..	20408	..	..	..	15864	12914	15266	13773	14823	..	..	..	13915	13938	14498	15242	..	..	..	..	..	..	13083	..	11686	..	..	..
Første udbudspris	Ejerlejlighed	Randers	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6812	7242	7142	7043	7235	7651	7531	7938	8494	9325	9847	10575	10864	11547	11632	11019	11813	11718	11738	11889	10924	11147	10946	10381	10346	10155	10872	10390	9635	10217	10235	9900	9824	10381	9992	10140	9303	9528	9134	9597	9191	9069	9470	9468	9247	9321	9090	9330
Første udbudspris	Ejerlejlighed	Samsø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Silkeborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11119	12247	12336	11798	13641	14560	14083	14984	14976	14860	16888	13982	18439	17212	19917	20776	19290	18276	21028	20111	17380	19841	20839	17445	17713	19159	20254	18570	19912	20201	17680	16971	16927	16882	15910	17344	16258	18780	17097	17440	19620	17676	..	18093	17868	19458	18976	17761
Første udbudspris	Ejerlejlighed	Skanderborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12125	10876	11865	11590	12582	13156	13241	14673	15024	16534	15131	16814	17783	16580	21364	18352	17759	18159	16251	23519	15166	15550	15371	17876	16822	17542	18407	17250	16537	16563	16533	18068	13672	16424	15011	15481	14095	16170	..	16453	15554	18797	15938	17473	16241	16777	15932	17297
Første udbudspris	Ejerlejlighed	Syddjurs	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7575	10773	..	16590	13866	..	14948	17313	20765	..	..	16135	21244	17939	25953	21690	..	..	..	20974	..	..	16498	..	18085	15567	14652	19055	..	17273	..	18826	..	..	20237	..	19156	13449	14527	20685	19682	16504	17560	14292	17808
Første udbudspris	Fritidshus	Esbjerg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Fanø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13921	14291	13677	16069	17214	17077	18586	18386	18782	21119	22498	21912	21331	19639	22245	21026	23790	23438	19034	23868	21581	26706	23611	21580	22368	26041	23576	22019	23486	25434	22722	27321	20499	23679	23793	20921	23454	22624	19035	20173	21924	21438	20007	..	21494	..	..	..
Første udbudspris	Fritidshus	Fredericia	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Haderslev	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15385	..	..	21321	17748	17930	..	19269	20736	15896	27644	19799	..	..	..	24422	21888	20480	..	20148	19375	18733	..	19282	23951	..	..	17379	18793	22546	26509	20280	20048	17346	..	19725	18827	19231	14661	20716	20291	14881
