priser på realiserede handler	ejendomskategori	område	1992K1	1992K2	1992K3	1992K4	1993K1	1993K2	1993K3	1993K4	1994K1	1994K2	1994K3	1994K4	1995K1	1995K2	1995K3	1995K4	1996K1	1996K2	1996K3	1996K4	1997K1	1997K2	1997K3	1997K4	1998K1	1998K2	1998K3	1998K4	1999K1	1999K2	1999K3	1999K4	2000K1	2000K2	2000K3	2000K4	2001K1	2001K2	2001K3	2001K4	2002K1	2002K2	2002K3	2002K4	2003K1	2003K2	2003K3	2003K4	2004K1	2004K2	2004K3	2004K4	2005K1	2005K2	2005K3	2005K4	2006K1	2006K2	2006K3	2006K4	2007K1	2007K2	2007K3	2007K4	2008K1	2008K2	2008K3	2008K4	2009K1	2009K2	2009K3	2009K4	2010K1	2010K2	2010K3	2010K4	2011K1	2011K2	2011K3	2011K4	2012K1	2012K2	2012K3	2012K4	2013K1	2013K2	2013K3	2013K4	2014K1	2014K2	2014K3	2014K4	2015K1	2015K2	2015K3	2015K4	
Første udbudspris	Fritidshus	Kolding	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13615	15100	17258	18104	14373	16746	21917	17335	19987	15960	25010	24371	24331	22589	21371	26986	27630	22184	23892	24875	39713	20887	28506	19577	..	26676	22645	21795	..	21520	23855	..	..	25868	19673	20153	19630	22855	19412	36444	22988	19894	15781	20846	20498	19309	24331	18489
Første udbudspris	Fritidshus	Sønderborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10857	12212	13040	12296	12921	12452	16529	15301	14613	15159	17970	15373	19527	14385	18534	20411	..	17182	17541	16233	..	17239	16890	15792	..	16043	23082	26384	16060	13816	16037	15662	15111	18394	14546	16428	17516	16348	15504	14086	..	14859	11713	..	14994	..	..	..
Første udbudspris	Fritidshus	Tønder	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12280	16584	16042	13125	15030	19254	23867	19917	15369	18230	..	17269	20394	16254	17798	17840	14118	22055	16266	19588	..	14561	17980	18681	17512	19211	17360	17252	15502	16211	18403	16209	18705	15481	16509	17054	14761	17462	15176	13200	16923	17067	15504	15580	14366	18805	16492	14869
Første udbudspris	Fritidshus	Varde	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12306	12069	14604	15263	14709	15620	16395	16857	17368	18579	17143	18214	18412	20563	19798	19372	20218	20898	23663	22913	19405	19604	18818	19590	20026	18297	20210	19849	19251	19897	22636	20110	20624	18590	21171	19354	18259	20348	19362	18178	20560	19923	20832	17581	20186	18309	17743	19177
Første udbudspris	Fritidshus	Vejen	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Vejle	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14769	15090	16260	16711	21255	16606	18418	20853	24485	23420	21595	23637	..	27919	24750	23813	16412	28067	..	..	..	23418	17607	40762	25485	26594	25734	21985	..	28712	19789	32467	20973	18060	..	19321	24854	24711	26091	18987	20816	19957	..	22355	23966	32043	17184	21665
Første udbudspris	Fritidshus	Aabenraa	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15366	..	8762	..	..	..	..	..	..	20637	..	..	..	..	..	..	..	24930	..	..	..	..	..	..	..	15951	..	..	..	..	..	..	..	29023	18663	..	..	..	..	..
Første udbudspris	Fritidshus	Region Midtjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10421	11093	11727	12588	12624	13033	14155	15412	14981	15513	16419	17131	17595	18292	17423	18360	18793	18367	19652	18741	16838	17592	18053	18384	18321	17700	18203	18946	17973	16935	17358	17757	17846	17735	17396	15988	18346	17751	15969	16490	16053	15693	16076	16402	16076	15819	15931	16590
Første udbudspris	Fritidshus	Landsdel Østjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11127	11712	12851	13726	13341	14082	15532	17143	16833	16879	18538	19242	20215	20791	19865	21451	21594	20674	22160	20723	18472	19985	20096	20869	20806	19660	20619	21383	20021	17923	18901	19615	19880	19948	19851	18185	20027	19402	18037	17967	17916	17315	18653	18079	18098	16487	17247	18062
Første udbudspris	Fritidshus	Favrskov	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Hedensted	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12225	14612	13618	13123	13938	14965	13792	14135	14545	17836	17742	20223	18782	27009	21662	20082	19995	24136	21943	29423	..	27505	22598	19303	18567	24435	20923	23655	15503	24774	20009	..	18865	19672	22470	18089	21437	18727	18992	25568	18387	18806	26533	24682	32035	26621	16338	20791
Første udbudspris	Fritidshus	Horsens	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Norddjurs	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7911	8772	9309	10652	10383	10757	11347	13089	13821	13346	16166	14657	16616	15591	15890	15114	18205	16911	19027	19918	15792	17849	15436	17710	16451	16420	18604	19054	18114	16517	16635	20587	16717	14615	15891	14810	16234	16823	14463	15457	15851	15753	14338	13829	12617	13248	12857	14939
Første udbudspris	Fritidshus	Odder	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	16498	15724	12154	19354	22024	18559	24661	26054	25038	22095	25489	21943	30597	26275	23135	31294	42103	25867	24850	..	..	24513	24246	39013	26029	27245	27881	25628	..	22013	22809	23078	..	..	30266	22670	28294	28822	22620	22649	24088	20334	20818	21244	21765	18674	21983	29579
Første udbudspris	Fritidshus	Randers	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Samsø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10172	..	..	..	..	..	..	..	..	16600	24704	..	..	24408	..	..	17467	21789	..	..	..	..	..	..	..	..	..	..	13445	..	..	..	18028	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Silkeborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10969	9369	8487	9251	..	11501	11729	14392	19802	12359	12164	12290	16661	22983	19944	..	27917	18490	17498	19407	..	18295	13428	..	33028	17125	17491	25740	30724	13683	18147	..	22357	16776	14178	21430	15740	16516	12305	20201	16339	21712	21657	..	27706	..	..	..
Første udbudspris	Fritidshus	Skanderborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Syddjurs	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10600	11449	13621	13161	13486	14660	15416	16454	14139	16871	18097	16953	19059	18559	18826	21030	17800	19510	20149	19052	19397	18469	20193	18893	17619	18388	19156	18910	17793	16614	18282	16227	18460	17328	16338	17694	17367	17847	18348	15495	16364	15573	16809	15259	16085	15956	17613	14702
Nedtagningspris	Parcel-/rækkehus	Esbjerg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7153	7157	7362	7685	7954	8135	7758	8492	9216	9088	9342	9909	10373	10410	11111	11297	11139	11542	11018	10998	10887	10781	10833	10442	10658	11777	11218	10771	11032	11630	11098	10436	10667	10890	10351	10624	10225	10656	11199	10416	10838	10739	10939	10992	10568	10938	10758	11118
Nedtagningspris	Parcel-/rækkehus	Fanø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5949	..	8863	7332	8581	7513	8237	10799	9462	..	8457	..	10596	..	8716	..	..	11767	..	..	..	..	12765	11353	13072	11930	..	..	9741	9439	10977	..	..	..	..	..	9794	..	..	..	..	10998	..	10438	9911	..	..	..
Nedtagningspris	Parcel-/rækkehus	Fredericia	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8080	8513	8678	8835	8808	8826	8653	9430	10958	10694	11399	11991	11045	11250	12175	13614	13757	13320	13239	12418	11825	12172	12102	11953	11648	11478	11498	12404	11643	11827	11471	11102	11892	10699	10775	11577	10669	10714	10973	10180	10342	10861	9683	10652	11072	11072	10873	10408
Nedtagningspris	Parcel-/rækkehus	Haderslev	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6149	6167	6622	5693	6640	6611	7171	6870	6620	7149	7968	7209	8238	8929	7748	8862	9147	9199	8990	8392	8396	8416	9120	9054	8855	8680	7844	8020	8561	8241	7915	8435	8102	7984	7986	7355	7275	7377	7164	7639	7322	7539	6801	6741	8031	7758	8208	7236
Nedtagningspris	Parcel-/rækkehus	Kolding	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8627	8897	8323	9104	9179	9702	9795	10534	10702	10773	11774	11387	12415	13193	13162	13176	13328	13582	13207	13105	12589	12791	11892	12736	12789	12707	12154	12071	11438	11949	11593	10958	12007	10821	11818	11142	11529	11227	11247	11508	11679	11238	11238	11147	11788	12519	11776	11977
Nedtagningspris	Parcel-/rækkehus	Sønderborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6286	6525	6917	7038	6915	7310	6918	7110	7515	7954	8228	7981	7958	8431	9238	8622	8832	8823	8717	9509	8152	9707	8263	8927	8032	9408	8273	8449	8767	8691	8140	9087	8145	7502	8141	7978	7368	7929	7849	7809	7472	7619	7669	7937	8042	8018	7801	7728
Nedtagningspris	Parcel-/rækkehus	Tønder	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	4773	4596	4256	4748	4645	5236	4557	5073	5288	5675	5269	4958	5603	5782	6067	6583	5968	5836	6086	6230	6427	6122	6092	6201	6374	6102	6261	6653	6194	6706	5383	5595	4898	6050	5650	5443	5293	5208	5375	5223	6033	5984	5935	5070	5345	4880	5992	4859
Nedtagningspris	Parcel-/rækkehus	Varde	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5712	5592	5623	5886	5876	5895	6271	5954	5966	6117	6951	6719	7204	7325	7444	7388	7561	8610	8317	8166	8513	7695	8721	8012	8769	8049	7972	7611	7505	7617	7681	8638	8317	7709	7513	7423	8446	7270	7736	7769	7850	8033	7710	7129	7577	7668	7607	7645
Nedtagningspris	Parcel-/rækkehus	Vejen	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5717	5745	5628	5612	5832	6039	6262	6335	6363	6895	6827	6932	6930	7180	7568	7138	8124	8492	9211	7673	8521	8291	7485	7940	7455	7426	7501	7804	6940	7551	7244	7432	7401	7962	7090	6756	6084	7318	7615	6912	8146	6893	6684	6369	7238	6920	7021	6261
Nedtagningspris	Parcel-/rækkehus	Vejle	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7573	7737	8100	8418	8345	8887	9220	9345	9977	10211	11015	11657	11263	12096	12221	13217	11761	12762	12415	12305	11581	12786	11494	11974	11295	11776	11579	11948	11930	11746	11520	10680	10967	10890	11030	10510	10892	11299	10840	10160	10071	10704	10796	10304	11268	11471	10986	11279
Nedtagningspris	Parcel-/rækkehus	Aabenraa	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5523	5732	6095	6099	6410	6330	6373	6539	6889	7159	7054	7524	7221	7724	7549	8133	7519	7766	7941	8492	7645	7814	7719	8507	7224	7838	7537	8232	7583	8107	8153	7634	8294	7611	7543	7009	6943	6957	6981	7374	7081	6862	6746	6882	7024	7305	6933	6722
Nedtagningspris	Parcel-/rækkehus	Region Midtjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7584	7923	7957	8150	8503	8853	9245	9745	10351	10859	11250	11397	11723	11970	11912	12049	12216	12336	12106	11869	11736	11776	11521	11512	11639	11752	11575	11564	11645	11538	11372	11193	11203	11201	11231	11008	11050	11166	11074	11021	10979	11097	10946	10931	11396	11590	11350	11339
Nedtagningspris	Parcel-/rækkehus	Landsdel Østjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8537	8898	9015	9337	9742	10193	10807	11445	12284	12979	13491	13668	13896	14165	13996	14189	14105	14355	14132	13780	13421	13395	13250	13139	13382	13448	13334	13407	13484	13341	13162	12847	12826	12983	12859	12887	12833	12871	12838	12696	12659	12772	12704	12657	13250	13568	13409	13330
Nedtagningspris	Parcel-/rækkehus	Favrskov	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7912	8003	7945	7650	8970	8882	9208	9959	10229	11119	11864	11501	12007	12171	10952	11599	11958	12111	11865	12242	12438	11968	11387	12403	12375	12072	12259	11044	11823	12233	11182	12290	12075	11363	12082	11254	11287	11566	12065	11266	11062	11925	10707	9933	11263	11781	11128	10948
Nedtagningspris	Parcel-/rækkehus	Hedensted	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6711	6491	6725	6972	7035	7701	7542	8082	8107	9153	9036	8876	9802	9795	10098	11260	11004	10759	10203	10456	10464	10201	9803	9802	9681	9594	9652	9268	9741	9837	9456	9257	9210	8906	8185	9579	9046	8128	8425	8122	7817	8695	8355	8031	8180	9252	8499	7836
Nedtagningspris	Parcel-/rækkehus	Horsens	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7296	7264	7586	7956	8416	8649	9527	9480	10412	11575	11574	11772	12232	12683	12877	12640	12454	12342	12665	12045	12405	12162	11124	11424	11740	11679	11751	11748	11626	11378	11279	10688	11013	10826	11058	10482	10262	10394	10193	10087	11068	10305	10871	10590	11018	11073	10632	11304
Nedtagningspris	Parcel-/rækkehus	Norddjurs	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5255	5921	5035	5280	5922	6189	6076	6458	7004	7443	7056	7676	8228	8339	7854	8547	9076	9024	8632	8565	8861	8173	8230	8109	8115	8107	8538	8083	7719	8150	8043	7331	7713	7361	7096	7299	7834	7125	6962	6601	7665	6679	6192	6672	6989	7171	7702	7828
Nedtagningspris	Parcel-/rækkehus	Odder	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7372	8402	9190	8691	8040	9524	10313	10676	13080	12652	13319	12780	11909	13634	13035	14200	11920	15166	14272	14265	12898	13327	13512	12184	12981	13366	12105	12139	13334	13354	12022	12263	11835	13080	13350	11888	11694	12197	12062	11222	11200	11661	11939	11660	11584	13159	12569	13356
Nedtagningspris	Parcel-/rækkehus	Randers	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6899	7108	7178	7258	7851	7912	7824	8793	9319	9620	9840	10899	10874	10848	10762	10795	11195	11684	10885	11273	11181	10606	11036	10105	10461	9949	10504	10514	10193	10494	10213	10170	9913	10127	9461	9833	9211	10478	9981	9805	9617	9677	9191	9161	10257	9703	10072	9252
Nedtagningspris	Parcel-/rækkehus	Samsø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	4787	5223	6438	5148	..	9362	4692	5938	4967	..	7405	8608	6025	9956	9019	9128	8461	7919	9152	..	9539	9554	8690	7297	6686	7998	7176	6620	6688	8014	9560	7283	5903	7634	..	7218	7092	..	4972	6559	..	5437	7220	5644	7203	6087	8240	7693
Nedtagningspris	Parcel-/rækkehus	Silkeborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8517	8297	8317	9146	9130	9178	9878	9813	11995	11150	11989	14174	13252	13538	14033	13657	13578	13994	14581	14090	13357	14106	13162	12739	13455	13109	12769	13302	12570	13119	12651	12512	12703	12588	12928	12597	12822	11544	12625	12260	11591	12623	12333	12082	12338	13165	12622	12634
Nedtagningspris	Parcel-/rækkehus	Skanderborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9329	9889	10593	10037	10400	11551	12025	13148	13494	13887	15049	14833	15388	15574	15150	15502	15593	15654	15127	15442	14451	13391	15034	15292	14858	14004	15202	15241	14966	13933	14376	14685	13344	14945	14350	13693	14220	15147	15189	15113	14352	14242	14225	14002	14678	15162	15265	15118
Nedtagningspris	Parcel-/rækkehus	Syddjurs	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6694	7383	7926	8036	7670	7307	8733	9674	9950	10235	11903	11224	11492	12462	11695	11786	12498	12674	12307	12252	10346	10742	11185	10885	11364	11624	10276	10854	11157	11637	11112	10014	10046	9458	10006	9499	10501	10041	9807	9897	9958	9902	10487	10816	9824	10698	10522	10836
Nedtagningspris	Ejerlejlighed	Esbjerg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8126	8436	8850	9216	9422	9450	9893	10844	11113	11985	11609	12647	13078	13217	12385	13210	12647	13158	13158	13484	12274	12346	13350	11977	12345	12389	11758	12332	11529	12312	12319	11783	11836	12516	12173	11870	13190	13511	13130	12319	13017	13365	12309	13015	13008	13138	13216	13437
Nedtagningspris	Ejerlejlighed	Fanø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12069	..	..	..	15311	..	..	18358	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13688	..	..	..	..	..	17410	..	16183	..	..	..	..	..	..	..	..	..	..	..	..
Nedtagningspris	Ejerlejlighed	Fredericia	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8281	8449	8799	8958	8793	10841	9706	8954	10738	10540	10999	11700	10764	12380	11681	12665	13507	11568	11354	11815	13623	11696	11470	11908	11158	12249	13487	13277	..	15208	..	11953	8806	8762	9199	9324	9110	10267	10867	9117	10902	10265	9970	9156	13261	11577	10092	10317
Nedtagningspris	Ejerlejlighed	Haderslev	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7650	8850	8977	11170	14102	13655	11615	10235	11068	11112	11221	11952	15478	13949	10916	14695	11809	..	15595	..	14743	..	10518	14074	12352	16616	10826	11128	12237	..	11390	12135	11794	9962	..	10931	12314	11156	..	10793	..	12139	10042	..	..	..
Nedtagningspris	Ejerlejlighed	Kolding	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9610	9517	10777	10685	10551	11597	11859	11770	12952	13152	14678	15602	14297	13578	14254	16680	13997	14252	14666	16166	13607	14073	14903	16162	12205	15155	16557	12755	12154	11416	12572	10710	13824	12106	14087	16684	13798	15413	13560	15267	14871	12938	14389	11466	12882	12199	12547	17829
Nedtagningspris	Ejerlejlighed	Sønderborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7452	9214	8523	8595	9982	9830	10130	9917	9870	11189	13634	12955	15674	14665	13099	11620	13742	14276	19645	..	15674	16252	13341	14485	13054	12945	14166	15285	14426	13034	14232	12611	11807	14364	11525	16644	15739	13940	16164	12842	11876	14376	13974	11426	16143	15013	15594	10961
Nedtagningspris	Ejerlejlighed	Tønder	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10861	..	..	..	..	..	..	..	14904	..	..	..	..	15464	..	..	..	..	..	..	..	10970	..	..	..	..	15341	..	8888	..	11597	..	10878	11886	..	..	10156	13017	..	10158	..	..	..
Nedtagningspris	Ejerlejlighed	Varde	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10323	..	..	10795	13222	10154	11980	11568	15307	15497	15863	12059	18166	18986	15343	15788	13203	19221	15096	..	15432	14793	14502	15304	13846	17131	15096	..	18612	15474	..	15901	16130	14021	16101	..	11966	13947	12103	13193	13342	15338	11519	14736	13672	13002	13098	13467
Nedtagningspris	Ejerlejlighed	Vejen	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6624	..	..	7394	..	..	8006	..	7799	..	..	..	..	11691	..	9011	11941	..	..	..	11272	9723	..	..	..	13196	12708	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Nedtagningspris	Ejerlejlighed	Vejle	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9118	9483	10850	9608	11497	11716	11402	11931	12373	14424	13532	14599	14815	15209	14205	16086	15064	13650	15622	13991	15204	14084	16132	13969	13745	16612	13800	12564	13673	15852	14789	13211	14319	15486	13537	16531	11194	17688	13127	11406	11741	15144	13565	12783	14378	13515	15672	14148
Nedtagningspris	Ejerlejlighed	Aabenraa	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7792	7991	..	12478	..	14258	10231	9566	11248	11676	..	11321	8882	10794	9416	13302	10687	12394	12480	..	11955	10644	..	13067	14372	..	..	..	..	10636	15742	17136	9264	14130	12187	9728	..	..	..	10233	..	12601	..	..	8543	..	..	..
