priser på realiserede handler	ejendomskategori	område	1992K1	1992K2	1992K3	1992K4	1993K1	1993K2	1993K3	1993K4	1994K1	1994K2	1994K3	1994K4	1995K1	1995K2	1995K3	1995K4	1996K1	1996K2	1996K3	1996K4	1997K1	1997K2	1997K3	1997K4	1998K1	1998K2	1998K3	1998K4	1999K1	1999K2	1999K3	1999K4	2000K1	2000K2	2000K3	2000K4	2001K1	2001K2	2001K3	2001K4	2002K1	2002K2	2002K3	2002K4	2003K1	2003K2	2003K3	2003K4	2004K1	2004K2	2004K3	2004K4	2005K1	2005K2	2005K3	2005K4	2006K1	2006K2	2006K3	2006K4	2007K1	2007K2	2007K3	2007K4	2008K1	2008K2	2008K3	2008K4	2009K1	2009K2	2009K3	2009K4	2010K1	2010K2	2010K3	2010K4	2011K1	2011K2	2011K3	2011K4	2012K1	2012K2	2012K3	2012K4	2013K1	2013K2	2013K3	2013K4	2014K1	2014K2	2014K3	2014K4	2015K1	2015K2	2015K3	2015K4	
Første udbudspris	Ejerlejlighed	Roskilde	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	16092	17176	17134	18173	18244	20169	20076	20871	23776	24810	26111	25986	26145	25252	26045	25093	24480	23774	23033	20987	21039	20098	18743	18951	19350	19840	19728	19111	19496	20220	18817	17431	17360	18624	18326	18065	18337	18680	18702	18024	17870	19318	19371	19375	19932	21287	21228	21168
Første udbudspris	Ejerlejlighed	Solrød	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	18024	17681	16881	18746	17914	16743	20347	21839	24494	23778	..	..	24070	26084	26867	27201	..	24941	22983	..	23295	..	20520	21305	19714	20519	18760	19735	19688	17831	19835	..	17797	17983	18893	16721	..	17879	18239	..	17964	19343	16544	17788	18592	18685	19912	..
Første udbudspris	Ejerlejlighed	Landsdel Vest- og Sydsjælland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9920	10242	10832	10591	11315	11876	12236	12273	13469	14410	14108	14478	14726	15374	15478	15403	15426	15627	15263	15040	13829	14530	13959	14292	13059	13035	13222	12837	12685	12778	12735	11672	11668	11834	11453	11741	11790	10289	11198	11337	10763	11292	11448	10643	11351	10466	11998	10715
Første udbudspris	Ejerlejlighed	Faxe	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11607	..	..	..	..	12244	..	..	..	..	..	..	17907	20035	..	21902	19816	20679	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Guldborgsund	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7943	9100	8570	7791	9276	12181	9795	11903	12659	13682	13644	11688	12099	12183	13729	13456	12415	12826	12821	11741	..	12859	12896	12040	11982	11783	..	10678	..	12795	13390	10611	8662	10011	10471	10888	..	..	10993	..	8091	8809	12074	10269	10777	11068	7921	..
Første udbudspris	Ejerlejlighed	Holbæk	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11389	15627	17438	17037	15970	18807	18618	18084	19415	20295	17779	23112	22042	23457	23040	21757	21979	23206	21045	22230	..	21205	21521	19172	16537	17693	16765	17523	..	20359	19410	19892	20048	18001	17620	21238	20087	14147	18316	18598	18216	19575	19963	18406	18585	19124	17860	19774
Første udbudspris	Fritidshus	Egedal	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	19130	18329	..	..	..	15437	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Fredensborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Frederikssund	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10178	10837	11471	12330	11850	13914	14427	15285	15663	17201	18582	16997	15981	18078	18151	18616	18646	17326	15929	17145	17543	15982	16097	18429	14898	14801	13427	14507	12643	13345	11631	15013	11773	13036	12004	11698	12960	10234	10262	11184	10125	9957	11282	10072	12504	11041	10503	9878
Første udbudspris	Fritidshus	Furesø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Gribskov	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	16193	17310	18258	17875	19475	20948	22275	22221	23892	25146	28026	29207	27009	29228	26816	29195	26507	28276	26343	27197	26575	24532	22863	24732	24508	24322	20906	24102	21368	23653	19689	20560	19644	20003	19479	18349	18822	19824	19036	21602	18754	18851	19497	19751	20025	20606	21126	18844
Første udbudspris	Fritidshus	Halsnæs	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13795	14370	15355	15289	15799	16783	17944	18874	19951	20607	21705	21966	21014	23761	22792	26564	22361	25288	24508	22794	20898	23200	22631	21496	18910	21300	22865	19107	20313	18285	18148	18263	17633	16407	16344	18596	18311	19599	18100	15620	14319	15861	15545	15662	17181	16786	14844	15205
Første udbudspris	Fritidshus	Helsingør	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	21657	21868	20950	22353	29430	27437	30772	36263	30183	37875	38122	39799	43980	42519	43890	45496	34318	39093	37282	43677	32866	36934	33019	32628	48668	36386	31330	31558	30911	57096	25900	29812	24958	25501	29220	28314	25855	33936	20155	40672	33809	27511	25684	26051	28467	30431	31200	23286
Første udbudspris	Fritidshus	Hillerød	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	17637	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Hørsholm	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Rudersdal	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Landsdel Bornholm	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11452	11184	10145	14406	14728	11407	12376	12801	15542	13733	15506	16014	15918	18653	19179	16405	26607	21205	25472	19263	15052	21646	19099	17184	18206	16103	17274	19435	22770	16192	14778	13746	18363	15638	16391	12645	11345	13842	17060	15946	9816	15863	14524	15503	12015	12015	10609	14082
Første udbudspris	Fritidshus	Bornholm	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11452	11184	10145	14406	14728	11407	12376	12801	15542	13733	15506	16014	15918	18653	19179	16405	26607	21205	25472	19263	15052	21646	19099	17184	18206	16103	17274	19435	22770	16192	14778	13746	18363	15638	16391	12645	11345	13842	17060	15946	9816	15863	14524	15503	12015	12015	10609	14082
Første udbudspris	Fritidshus	Region Sjælland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10593	11117	12423	12579	13660	14242	15344	16879	16304	17257	18270	18583	18298	18751	19230	18978	19321	18977	19902	18452	18203	18262	17786	17451	16872	17122	16066	16513	16657	14929	15967	16213	14952	15690	14003	14675	13786	13671	13704	13787	14100	13849	13428	13044	13641	13600	13655	13395
Første udbudspris	Fritidshus	Landsdel Østsjælland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11824	11892	13829	13425	13609	15611	14961	19882	19970	19926	17795	29205	19588	22547	22371	21610	23844	18024	20802	19342	13697	18881	16755	21245	20138	23337	17570	17272	15649	13354	15000	15434	16374	19043	14061	14417	22229	13268	13388	12779	12388	15772	13643	10677	14409	15173	14265	14957
Første udbudspris	Fritidshus	Greve	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Køge	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Lejre	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10049	11169	12627	11325	13478	14367	15056	15080	15636	18092	16614	17324	19588	20534	18566	18103	19505	16533	17972	17345	..	18189	15059	18884	16767	20839	16844	16608	11637	13354	15148	16097	14751	14237	12725	14707	..	12717	12982	12201	9292	13997	11456	10677	13362	13669	12520	13415
Første udbudspris	Fritidshus	Roskilde	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	18798	14988	..	21453	..	21602	..	..	..	..	..	..	..	..	40134	38396	..	..	..	..	..	22966	..	..	30613	..	21223	12853	..	..	..	..	..	..	..	..	..	..	16586	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Solrød	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Landsdel Vest- og Sydsjælland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10533	11078	12354	12537	13662	14174	15363	16729	16132	17132	18293	18057	18249	18574	19083	18850	19104	19017	19860	18414	18419	18232	17835	17265	16717	16824	15998	16477	16704	14989	16006	16248	14886	15534	14001	14687	13714	13687	13719	13832	14177	13760	13418	13133	13606	13524	13633	13334
Første udbudspris	Fritidshus	Faxe	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11127	..	11305	10646	14534	16105	13475	17218	20660	17026	..	..	18463	..	..	..	18351	..	..	..	..	..	..	..	..	..	..	..	..	14099	..	..	..	10730	..	..	9748	11005	..	..	13666	..	..	..	10825	10067	10035
Første udbudspris	Fritidshus	Guldborgsund	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10577	11265	11655	12703	13886	14148	14739	15410	16027	15153	16505	16821	15718	16692	17788	17212	17370	18018	17266	16929	17025	16323	16712	15244	15242	15577	14416	15641	14636	15696	15955	14942	14329	14084	14305	13840	12554	11727	11860	13320	12157	11276	11754	11794	12618	12353	12189	11684
Første udbudspris	Fritidshus	Holbæk	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9807	9424	11067	11020	11767	12562	12592	15053	13419	15913	16003	20093	17630	15662	20671	17738	15650	18694	17167	18594	23317	17247	15107	23816	16631	18564	14025	13446	16617	11975	12962	14528	17911	13807	10479	12307	10364	10190	12273	10877	12555	12652	13598	12669	10500	11036	12443	13440
Nedtagningspris	Parcel-/rækkehus	Egedal	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13198	13100	14325	14222	16046	16519	16842	18962	19734	22730	22914	22692	23272	22018	21844	22250	20588	21095	19945	19477	18285	17008	17227	17769	16617	18202	18385	17562	17521	17894	16950	17395	16446	16859	16711	16236	16639	15557	17157	16936	16713	16699	16962	17270	17902	18493	17759	19513
Nedtagningspris	Parcel-/rækkehus	Fredensborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15233	15213	15288	16002	16455	17657	20455	21327	24280	25129	25880	27083	25108	25734	25012	25393	24082	23521	24043	21263	19685	18189	18391	18657	19211	19058	19597	19964	20075	19356	18063	18760	17924	17859	19414	18449	17178	17630	17044	17593	18467	18355	19462	17924	18698	19782	20063	19782
Nedtagningspris	Parcel-/rækkehus	Frederikssund	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11971	11782	12064	13361	13230	14477	14399	16227	17477	18496	19848	19629	20659	20035	21041	19541	19175	19442	19684	16466	15529	15301	14704	14248	15014	15624	15349	14462	16311	15249	13764	14227	13654	14111	13270	13332	13329	13353	13455	12649	12530	13894	13828	13332	13912	13773	14635	14288
Nedtagningspris	Parcel-/rækkehus	Furesø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15267	16402	16556	17087	17971	19066	21289	20286	24945	26038	26344	28458	28736	28258	26317	27304	26782	25540	23930	23291	20247	21606	21262	23166	21628	22262	22513	23211	22339	23470	23439	22139	23563	21086	21257	22083	22531	22539	21460	22840	22811	23444	23499	22340	24759	25031	25551	25056
Nedtagningspris	Parcel-/rækkehus	Gribskov	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12241	12714	13420	13575	14146	14562	15942	15779	18320	18522	20802	18680	21097	20890	19821	19743	19121	18248	17365	16084	14266	14878	14187	14357	14180	14768	14458	14883	13747	14853	13110	13447	11087	12614	12022	11562	11592	12116	11289	12232	11957	12139	12766	11988	12729	13607	13607	13098
Nedtagningspris	Parcel-/rækkehus	Halsnæs	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10952	10807	11216	11700	11689	12891	13428	14324	15237	16519	17887	18449	18532	18634	17702	17616	17398	17277	16107	13835	12887	12641	11926	12780	12843	12135	11145	12151	11357	10360	11023	9618	10133	10345	10632	11284	9817	10136	11107	10217	9704	9445	9914	8878	10325	9995	10831	10315
Nedtagningspris	Parcel-/rækkehus	Helsingør	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14926	15323	15869	15880	17723	18907	20746	22620	23094	24598	26196	26767	26530	25252	25250	24049	25564	22378	22692	21246	17878	17958	19136	19724	19154	19221	20261	19091	20542	18944	19214	18123	18922	17506	17626	19994	17398	16678	17510	18033	17140	17950	18286	18716	18645	19577	19708	18794
Nedtagningspris	Parcel-/rækkehus	Hillerød	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13657	13766	14506	14647	15206	16916	17602	19586	20034	21336	22344	23655	24058	23077	22853	23244	20636	21684	21618	18854	18193	16842	18438	17502	17105	18223	18043	18692	19239	17706	18018	16798	16636	17108	15331	16392	16849	16013	16006	16508	16569	16663	17153	17116	16893	18363	18059	17569
Nedtagningspris	Parcel-/rækkehus	Hørsholm	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	18101	18278	20441	20758	22452	23442	26106	26574	28305	32568	34050	34513	32367	31042	30362	29508	30392	29160	27421	27198	21727	23012	22781	26151	24551	25847	26611	26235	25600	26816	25331	24216	23818	24103	24573	24353	26623	23624	24327	24151	27069	25597	25964	24586	26211	26814	26526	26447
Nedtagningspris	Parcel-/rækkehus	Rudersdal	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	18665	18704	20053	20455	21961	23937	25834	27384	29933	34794	33539	34447	33679	34552	33822	33474	30845	31386	31175	26212	26562	25128	25755	27156	27178	28485	27380	29024	27589	28276	26872	25582	26451	25781	26410	26034	26638	26458	27732	27613	27418	26639	27688	26715	27926	28848	29490	29741
Nedtagningspris	Parcel-/rækkehus	Landsdel Bornholm	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5334	5262	5385	5707	5289	5956	5655	5944	6368	6966	7366	7106	7399	8100	8227	8072	7890	8348	8303	7940	7748	7888	7565	7752	7747	7890	7164	8103	7022	7051	6995	6594	6233	5847	5615	6330	6077	6083	5503	5676	5856	5848	5899	5583	5486	6380	5744	5974
Nedtagningspris	Parcel-/rækkehus	Bornholm	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5334	5262	5385	5707	5289	5956	5655	5944	6368	6966	7366	7106	7399	8100	8227	8072	7890	8348	8303	7940	7748	7888	7565	7752	7747	7890	7164	8103	7022	7051	6995	6594	6233	5847	5615	6330	6077	6083	5503	5676	5856	5848	5899	5583	5486	6380	5744	5974
Nedtagningspris	Parcel-/rækkehus	Region Sjælland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9162	9298	9613	9620	10086	10580	11147	11700	12329	13328	14055	14203	14386	14535	14622	14313	14302	14497	13944	13257	12422	12023	11973	11932	11957	11847	11715	11498	11405	11316	10916	10952	10226	10471	10247	10137	10260	10162	10016	9936	10045	10216	9936	9898	10564	10807	10786	10553
Nedtagningspris	Parcel-/rækkehus	Landsdel Østsjælland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13310	13385	14003	14132	14482	15453	16633	17757	19263	21028	22137	22439	22175	22173	22015	20773	20974	20766	19825	18911	16815	16363	16651	16737	17019	17199	17037	16918	17444	16486	16204	16213	15489	15592	15557	15906	15488	16118	16038	16067	16426	16305	16223	16187	17214	17524	17472	17593
Nedtagningspris	Parcel-/rækkehus	Greve	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14096	13943	15061	15165	15560	16575	18535	19339	21982	22322	22973	23434	22623	22816	22969	21476	21874	20938	20386	18492	17538	17191	16870	18028	17950	18201	18337	17259	18458	17620	17591	17265	16203	16939	16914	16741	16791	16899	17349	17148	17133	17527	17727	17825	17108	18220	19058	18819
Nedtagningspris	Parcel-/rækkehus	Køge	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12250	12381	12542	12636	13071	13855	14449	15855	17017	17930	19430	19690	20002	20425	18857	18585	19399	19109	17726	17334	15831	15990	15404	15426	15396	15163	15604	15279	14790	14057	13945	13080	12836	13575	14072	14500	13835	13450	13217	14051	14283	14246	14379	13980	14316	15060	15347	15060
Nedtagningspris	Parcel-/rækkehus	Lejre	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11081	11765	11430	12099	12168	13482	13762	13776	14181	16763	17755	18041	19103	16900	18278	19083	16928	18384	17578	16405	14989	13606	14301	13742	14383	13780	12681	13991	13542	11603	11182	13195	12433	11143	12091	11244	10139	11470	11880	11062	11696	12135	12456	12963	13935	13155	13531	13196
Nedtagningspris	Parcel-/rækkehus	Roskilde	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13926	13734	14662	15358	15304	16032	17403	19136	20627	23237	23935	24572	23503	24386	24604	22305	22366	22036	21582	20811	17577	16969	17729	17827	18185	18500	18402	18452	19025	18907	18319	18253	17451	17561	17398	17609	17327	18748	18514	18054	19072	18234	17909	17550	20050	20291	19068	19850
Nedtagningspris	Parcel-/rækkehus	Solrød	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14900	15370	16189	14081	15741	17324	18706	19468	20910	23935	26510	25602	25971	24826	23989	21676	23582	23293	20862	20768	17538	17202	18747	17523	18569	20118	19034	19008	21480	18514	18432	18689	17897	17064	14937	18188	17780	18441	17417	18724	17800	17860	16919	17686	19487	18727	19097	19545
Nedtagningspris	Parcel-/rækkehus	Landsdel Vest- og Sydsjælland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7707	7865	8073	8037	8544	8870	9222	9574	9910	10642	11236	11330	11674	11876	12048	12063	11995	12330	11911	11302	10905	10525	10357	10273	10209	10000	9878	9627	9318	9529	9088	9133	8407	8700	8411	8142	8450	8100	7931	7814	7836	8107	7759	7713	8249	8463	8463	8109
Nedtagningspris	Parcel-/rækkehus	Faxe	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9010	9061	8886	9201	9786	10314	10522	11029	11115	12277	12830	13060	13321	13342	13300	13995	13859	14129	13165	12622	11412	11717	10565	11604	11284	10353	10379	10309	10126	9617	10054	10429	8599	9082	9097	9001	8532	9028	7635	8266	7737	8290	7914	8527	8837	8978	9464	9526
Nedtagningspris	Parcel-/rækkehus	Guldborgsund	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5815	6236	6395	6266	6483	6821	6859	7223	7553	8371	8082	8222	8749	8845	8988	8911	8908	8854	9151	8462	8980	8175	8064	8202	8163	8249	7779	7768	7575	7482	7071	7104	6560	6576	6789	6092	5984	5999	5676	6417	5332	6009	5355	5103	5692	5942	5755	6051
Nedtagningspris	Parcel-/rækkehus	Holbæk	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10076	9728	10110	10276	10504	11245	11863	11758	12398	13574	14090	14241	14737	15302	15264	15378	14763	15795	15170	14755	14357	12792	13078	13013	12419	11972	12831	11914	12589	12092	10903	11548	10815	10460	10133	10673	11482	11051	10980	10647	10354	11303	10491	10437	10418	11814	11251	11085
Nedtagningspris	Ejerlejlighed	Egedal	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14787	15185	16295	16623	..	18451	17522	22216	22411	25094	25490	25755	24209	25713	22832	22778	20677	23789	22474	19665	19608	17989	17646	16453	16099	19725	18179	18043	18973	18163	17700	14141	15315	17594	16581	17625	16679	17625	16350	19037	16734	17513	18266	16524	17841	19554	20606	20981
