priser på realiserede handler	ejendomskategori	område	1992K1	1992K2	1992K3	1992K4	1993K1	1993K2	1993K3	1993K4	1994K1	1994K2	1994K3	1994K4	1995K1	1995K2	1995K3	1995K4	1996K1	1996K2	1996K3	1996K4	1997K1	1997K2	1997K3	1997K4	1998K1	1998K2	1998K3	1998K4	1999K1	1999K2	1999K3	1999K4	2000K1	2000K2	2000K3	2000K4	2001K1	2001K2	2001K3	2001K4	2002K1	2002K2	2002K3	2002K4	2003K1	2003K2	2003K3	2003K4	2004K1	2004K2	2004K3	2004K4	2005K1	2005K2	2005K3	2005K4	2006K1	2006K2	2006K3	2006K4	2007K1	2007K2	2007K3	2007K4	2008K1	2008K2	2008K3	2008K4	2009K1	2009K2	2009K3	2009K4	2010K1	2010K2	2010K3	2010K4	2011K1	2011K2	2011K3	2011K4	2012K1	2012K2	2012K3	2012K4	2013K1	2013K2	2013K3	2013K4	2014K1	2014K2	2014K3	2014K4	2015K1	2015K2	2015K3	2015K4	
Første udbudspris	Fritidshus	København	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Frederiksberg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Dragør	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Tårnby	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Landsdel Københavns omegn	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Albertslund	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Ballerup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Brøndby	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Gentofte	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Gladsaxe	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Glostrup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Herlev	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Hvidovre	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Høje-Taastrup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Ishøj	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Lyngby-Taarbæk	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Rødovre	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Vallensbæk	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Landsdel Nordsjælland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14952	16087	16467	16456	17768	18860	20169	21045	22014	23331	25342	26393	24706	26580	25514	27701	24492	26369	24837	25346	24124	23591	22517	23489	23464	22582	20702	21572	19972	22636	18253	19536	18162	18318	17821	17885	18080	18938	17164	19489	17123	17030	17381	17328	18511	18437	18974	17363
Første udbudspris	Fritidshus	Allerød	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Nedtagningspris	Parcel-/rækkehus	Hele landet	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8861	9097	9349	9566	9941	10498	11042	11621	12419	13184	13637	13815	13973	14187	14125	14123	14046	14111	13788	13258	12586	12626	12472	12599	12617	12839	12709	12700	12606	12601	12212	12110	11887	11882	11852	11729	11812	11905	11844	11804	11814	12056	11948	11927	12379	12726	12664	12602
Nedtagningspris	Parcel-/rækkehus	Region Hovedstaden	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14670	14994	15786	16383	17141	18517	20019	21423	23290	24888	25449	25636	25573	25358	24807	24417	23971	23472	22818	21130	19430	19302	19498	19829	20084	20802	20850	21086	20822	20918	20083	19709	19258	19131	19345	19520	19620	19753	19871	20069	20111	20515	20895	20801	21350	22311	22460	22674
Nedtagningspris	Parcel-/rækkehus	Landsdel København by	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	16338	16790	17684	18834	19406	21202	23051	24980	27092	28286	28728	29257	28691	29171	28052	27131	28439	27230	26264	25255	22732	22519	22927	23008	23788	24764	24788	25308	24598	25787	24563	23878	23385	23705	24144	23987	24814	25238	24969	26057	26011	26549	27312	27951	28257	29952	29952	30263
Nedtagningspris	Parcel-/rækkehus	København	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	16419	17050	17607	19139	19667	21633	23849	25543	27441	27967	28934	30283	29470	29135	28321	27395	28484	27467	26124	25313	22980	22871	23472	23577	24198	25272	25331	25640	24508	26424	25763	24244	23878	25048	24702	24118	25349	25754	25180	26707	26396	27476	27998	28834	29226	30629	31038	31155
Nedtagningspris	Parcel-/rækkehus	Frederiksberg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	17616	19846	22924	25422	26255	24156	29133	30050	32508	37054	37966	32063	35133	39239	31840	..	42115	38198	36526	36520	29816	33216	30631	28552	35032	36319	35939	36758	39614	39547	27404	31437	31209	29836	34982	37399	37676	36442	33297	36237	39183	36841	37832	40383	40955	45296	42593	44354
Nedtagningspris	Parcel-/rækkehus	Dragør	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	17430	16485	18226	15509	18253	20619	20453	23854	26407	27282	27066	28576	28883	30866	29839	25541	28534	26421	27578	25584	23641	20589	21795	23357	23102	23310	22759	25078	23604	22721	24058	24522	24895	21232	21831	23273	24007	24741	24640	24073	25327	23570	24707	25186	24513	26817	26670	27160
Nedtagningspris	Parcel-/rækkehus	Tårnby	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15168	15105	15809	17130	16761	19192	19799	22094	24498	26568	25644	25647	24134	24968	25134	24700	23513	23125	22483	21022	19139	18702	19230	19304	19035	19982	20321	20492	20092	20633	20408	19908	18554	18927	19878	19285	19207	20120	21634	21614	20671	21752	22943	22415	22840	24142	23959	24233
Nedtagningspris	Parcel-/rækkehus	Landsdel Københavns omegn	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15887	16337	17284	17939	18798	20335	22152	23870	26154	27652	27806	27687	27602	27308	26640	26343	25479	25115	24350	22650	21007	21181	21332	21510	22275	23088	23261	23392	23336	23191	22273	22207	21480	21101	21664	21890	21955	22618	22767	22551	22682	23377	23596	23765	24301	25370	25613	26245
Nedtagningspris	Parcel-/rækkehus	Albertslund	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12394	12964	14133	14670	15040	16043	17357	17938	18757	20772	21625	21873	21689	20877	19845	19155	19920	19363	19241	17417	18194	17228	16716	16555	17264	16837	16777	17865	17533	17090	16073	16536	16104	16311	16341	15781	15267	16801	15543	16102	16006	17013	16651	16880	16835	17508	17997	17896
Nedtagningspris	Parcel-/rækkehus	Ballerup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14612	15173	16028	16873	16853	17847	20366	21327	22199	23933	25341	22885	24729	25409	24613	23667	22595	22678	22428	19591	19459	19166	18814	20084	19287	20940	20084	21116	21691	20836	20543	19412	18885	18315	20363	18856	18766	19664	20278	19265	17832	19802	20705	20745	20309	21121	21873	20350
Nedtagningspris	Parcel-/rækkehus	Brøndby	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13381	14679	15622	16754	16495	17536	19431	21058	22058	24866	24438	24810	23226	23747	21950	22886	20387	22796	20882	19836	19298	17880	17800	18149	18273	19227	19586	19643	18017	20258	18738	21021	17696	17344	16626	17493	18258	17226	18600	17277	18952	18598	19198	19193	19130	19360	20067	21081
Nedtagningspris	Parcel-/rækkehus	Gentofte	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	20373	20425	23306	23497	25568	27630	30310	32495	36747	38146	37840	39926	38498	36216	35898	36134	35090	33576	33011	31600	29750	29480	30562	30711	31891	34085	34383	33690	34611	32541	31597	32658	32028	30682	31813	31730	32607	34249	33521	33370	34293	35172	35632	35787	34977	37635	36831	39664
Nedtagningspris	Parcel-/rækkehus	Gladsaxe	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	16221	17200	16695	17902	19340	20681	22465	25075	27350	29225	29301	28720	28533	27621	27457	26384	27632	26617	24363	23510	21168	22228	21542	21819	22115	23438	23031	24450	25001	24998	24232	22600	21939	22628	22663	23907	23255	24484	23749	24146	24147	23791	24310	25158	26934	26638	27607	28227
Nedtagningspris	Parcel-/rækkehus	Glostrup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14415	14217	13293	15706	16399	17923	19795	21615	23125	21534	24517	24325	23238	25267	24059	23523	20769	20200	21168	20548	17455	20020	18019	18858	19684	19394	20553	18852	18919	17202	18896	17547	18502	17217	18720	19384	18983	18483	20094	18878	17351	18853	19225	20083	19168	20299	21449	21526
Nedtagningspris	Parcel-/rækkehus	Herlev	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14153	15692	15999	16158	17329	18611	19636	21848	22986	24623	24910	24377	25253	24780	24411	23200	22675	22956	22862	19043	18402	19348	19166	19091	19904	21077	19886	21129	22278	21065	20786	19436	19188	18891	19329	19947	20469	19087	19517	19575	21022	20545	21212	20266	21628	22407	24007	22774
Nedtagningspris	Parcel-/rækkehus	Hvidovre	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14212	14613	15223	16017	16439	18949	19374	20639	23569	24268	24896	24092	24597	25366	23562	24049	23315	23132	22826	19853	18283	19070	19186	18714	20565	20391	20542	19496	20673	21129	19125	19162	18905	18003	18870	18447	19640	19211	20182	19328	20127	20799	21405	21077	22021	23474	23783	23871
Nedtagningspris	Parcel-/rækkehus	Høje-Taastrup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13432	13476	14204	14648	14850	15928	16923	17899	20852	21505	21585	21072	21358	21407	22199	21040	20277	20115	20265	18584	16139	16066	17064	16408	17411	17443	18354	16989	17001	17039	17223	16276	15569	15687	15748	16336	15482	16409	15944	16981	16144	16890	17058	16715	17650	17932	17950	18162
Nedtagningspris	Parcel-/rækkehus	Ishøj	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13123	13605	14143	14927	14857	15638	17063	18148	20864	21539	21501	21167	23006	21633	22103	21108	20611	20012	18782	18135	15981	16012	17116	16960	15327	16383	17486	17453	16010	16683	15629	14293	15521	15180	16435	16275	15380	15095	16308	15138	15906	15815	15749	16053	16466	18261	17075	19101
Nedtagningspris	Parcel-/rækkehus	Lyngby-Taarbæk	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	18874	19404	20546	21355	22894	25180	27152	29507	30695	34040	33139	33945	32852	33173	31138	31913	30031	29759	28000	26515	24202	24389	25113	25623	27682	27646	28559	29376	27654	28580	26563	27941	26538	26202	26128	26588	26513	28264	28763	28285	28070	29707	29062	29626	30816	32973	31895	32049
Nedtagningspris	Parcel-/rækkehus	Rødovre	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15304	15043	16688	15659	16552	17946	19610	21817	24395	25078	24487	23515	24148	24913	24711	24122	23799	22935	22623	21191	20054	19339	19540	18941	19970	20537	20567	22268	19566	21399	19942	20301	18423	18717	18530	19996	20271	20698	21147	20657	20804	21705	21610	21826	22900	23106	24640	26587
Nedtagningspris	Parcel-/rækkehus	Vallensbæk	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15652	15934	16088	17350	17174	17401	21402	21870	24137	25642	25906	24810	25672	24231	24316	23887	21680	22253	21497	20552	18409	19579	18490	20182	19789	20768	20546	20041	21134	20317	19470	19264	19414	18913	20091	19782	19225	19150	19388	20519	20706	20391	19254	20081	21413	21456	22270	22912
Nedtagningspris	Parcel-/rækkehus	Landsdel Nordsjælland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14411	14642	15367	15743	16671	17859	19238	20351	22014	23989	24942	25305	25396	24850	24509	24211	23401	22929	22391	20269	18624	18256	18480	19044	18750	19378	19447	19560	19419	19305	18569	18076	17840	17780	17701	17886	17796	17432	17766	17959	17946	18134	18541	18002	18735	19372	19616	19447
Nedtagningspris	Parcel-/rækkehus	Allerød	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14656	15666	16054	16362	17072	18570	20375	20890	21354	23814	26404	26217	26349	24231	26094	24551	24553	23694	22470	20468	19256	18988	19767	19210	19857	19883	21625	21382	19683	20790	19866	19652	18485	19411	19182	17982	19475	19317	19534	20026	19649	20921	20310	20263	19535	19926	20746	20043
Nedtagningspris	Ejerlejlighed	Hele landet	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14957	15543	16251	16611	17500	18735	20280	21502	22941	24365	24467	23899	23359	23313	23047	22255	21812	21534	20909	19733	18374	18544	18497	18880	18976	19519	19410	19407	19539	19490	18696	18558	18518	18545	18531	19005	19198	19901	20191	20206	20136	20974	20995	21123	21836	22884	23146	23365
Nedtagningspris	Ejerlejlighed	Region Hovedstaden	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	17922	18604	19246	20026	21260	23025	25139	27199	28570	30608	30746	29698	28313	28114	27577	26608	25833	25367	24455	22701	21030	20972	20869	21689	21882	22562	22424	22727	22970	22560	21536	21363	21481	21418	21581	22033	22654	23574	24001	24261	24416	25205	25280	25531	26622	27980	28273	29018
Nedtagningspris	Ejerlejlighed	Landsdel København by	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	18887	19497	20518	21453	22846	25003	27694	29975	31262	32957	32806	31387	29818	29311	28871	27965	26690	26380	25478	23658	22364	22266	22444	23107	23841	24679	24709	24799	25331	25084	23809	24142	23999	23760	24266	24897	25896	27140	27188	27894	28071	28965	29385	29462	30679	32428	33164	33624
Nedtagningspris	Ejerlejlighed	København	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	18795	19350	20448	21307	22660	24787	27607	29777	30491	32416	32471	30710	29212	28608	28272	27468	26210	25815	24982	23363	22057	22042	21844	22688	23441	24377	24144	24307	24671	24334	23033	23518	23262	23051	23666	24216	25043	26475	26492	27143	27218	28127	28561	28503	29728	31601	32195	32701
Nedtagningspris	Ejerlejlighed	Frederiksberg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	19199	20040	20923	22175	23799	26182	28448	31099	34238	35167	34315	34001	32329	32186	31240	29853	28730	28665	27485	25246	24001	23639	24879	25170	25745	26379	27485	27209	28308	28454	26902	27181	27201	27168	27309	28203	29821	30340	30703	31608	32194	32957	33477	34118	35302	36679	37808	38232
Nedtagningspris	Ejerlejlighed	Dragør	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	23787	..	21508	21398	25050	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	24053	..	..	22209	27672	..	21874	..	..	..	..	..	24618	22006	24627	..	..	23399	24455	..	..	25004	..	..	..
Nedtagningspris	Ejerlejlighed	Tårnby	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	17493	17794	19520	18987	19710	20291	23957	25268	27109	27807	28553	27870	26067	25847	25264	24447	23850	24054	23456	18139	18767	17259	20124	18032	18957	19138	18850	18691	19163	20501	20717	17998	18228	17988	17653	17951	20075	21255	19813	20655	20653	22181	22507	21496	23545	23521	24887	25523
Nedtagningspris	Ejerlejlighed	Landsdel Københavns omegn	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	17353	18079	18246	18957	20117	21364	23020	25034	27083	29285	29902	28632	27397	27628	26848	26050	26110	24969	24090	22525	20032	19738	19665	20414	20140	20714	20370	21260	20515	20386	19215	18803	19136	19167	18590	19040	19883	20185	21370	21199	20804	22020	21480	21840	22815	23842	24024	24777
Nedtagningspris	Ejerlejlighed	Albertslund	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13099	14118	13889	14407	15234	16114	..	18304	22062	21406	23264	23836	22003	20691	19375	20536	18729	22981	19173	..	18270	..	..	..	..	14725	17195	15520	..	14135	..	..	15731	13082	..	12258	12418	13530	13485	11922	..	..	12935	14808	17067	16879	15702	16828
Nedtagningspris	Ejerlejlighed	Ballerup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15455	16399	17015	16528	17425	17127	18281	21663	22775	25576	23154	22831	24749	22465	23538	23821	21123	22906	22424	20138	21522	18708	16478	17880	17315	20894	21327	19079	20961	19271	19812	16133	16158	16477	16025	15591	16958	18651	16953	18981	18262	16785	18446	17382	20675	21357	22887	21543
Nedtagningspris	Ejerlejlighed	Brøndby	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14906	..	..	14877	15947	..	17855	..	20448	22904	..	23267	22391	..	..	..	..	..	..	..	..	..	14264	..	..	..	..	..	..	..	..	..	..	15476	..	..	..	15700	..	..	..	..	..	..	..	..	..	..
