priser på realiserede handler	ejendomskategori	område	1992K1	1992K2	1992K3	1992K4	1993K1	1993K2	1993K3	1993K4	1994K1	1994K2	1994K3	1994K4	1995K1	1995K2	1995K3	1995K4	1996K1	1996K2	1996K3	1996K4	1997K1	1997K2	1997K3	1997K4	1998K1	1998K2	1998K3	1998K4	1999K1	1999K2	1999K3	1999K4	2000K1	2000K2	2000K3	2000K4	2001K1	2001K2	2001K3	2001K4	2002K1	2002K2	2002K3	2002K4	2003K1	2003K2	2003K3	2003K4	2004K1	2004K2	2004K3	2004K4	2005K1	2005K2	2005K3	2005K4	2006K1	2006K2	2006K3	2006K4	2007K1	2007K2	2007K3	2007K4	2008K1	2008K2	2008K3	2008K4	2009K1	2009K2	2009K3	2009K4	2010K1	2010K2	2010K3	2010K4	2011K1	2011K2	2011K3	2011K4	2012K1	2012K2	2012K3	2012K4	2013K1	2013K2	2013K3	2013K4	2014K1	2014K2	2014K3	2014K4	2015K1	2015K2	2015K3	2015K4	
Første udbudspris	Parcel-/rækkehus	Ishøj	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13221	13710	14232	15005	14872	15643	17132	18171	20864	21709	21659	21712	23821	22327	23523	22213	22575	21801	20689	21037	19718	18447	18310	18107	17122	17367	18252	18140	17077	17464	16968	15100	16275	16569	17163	17192	15783	15544	16676	15907	16151	16190	16044	16469	16759	18535	17329	19156
Første udbudspris	Parcel-/rækkehus	Lyngby-Taarbæk	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	19159	19643	20721	21794	23127	25191	27363	29843	31059	34606	34479	35663	35380	35174	33489	34262	33001	31724	30615	30331	27277	27080	27004	27352	28961	28849	29935	30669	28358	29876	28824	29600	28359	27673	27542	27850	27524	29342	29458	29132	28945	30455	29751	30468	31659	33305	32767	32957
Første udbudspris	Parcel-/rækkehus	Rødovre	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15540	15285	16828	15913	16649	17998	19685	21899	24456	25340	25516	25351	26333	26647	26242	25730	25406	24304	24601	24032	22575	21130	21055	20244	20999	21204	21053	22996	20619	22427	20786	21460	20274	20113	20150	21683	20816	21562	21962	21242	21388	22322	22896	22502	23693	23480	24949	27460
Første udbudspris	Parcel-/rækkehus	Vallensbæk	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15811	16046	16241	17411	17237	17411	21421	21882	24209	25757	26644	26626	26305	25365	25306	25089	22827	23306	22801	22930	21256	21445	19600	21180	21171	21571	21181	20246	21796	21200	19955	19979	20061	19630	20783	20205	19711	19715	19569	20923	20950	21056	19866	20455	21905	21576	22606	23329
Første udbudspris	Parcel-/rækkehus	Landsdel Nordsjælland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14739	14837	15604	15925	16817	17954	19321	20435	22130	24112	25273	26006	26294	25927	25700	25583	25155	24614	24627	22953	21793	20796	20631	20780	20229	20578	20425	20464	20745	20287	19798	19529	19370	19019	18813	18888	18719	18341	18478	18702	18625	18769	19094	18612	19296	19778	19991	19913
Første udbudspris	Parcel-/rækkehus	Allerød	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14830	15931	16247	16442	17394	18653	20448	20732	21488	23900	26556	26712	27142	25236	27314	26132	26826	25927	24893	23447	21164	21160	22051	21029	20538	20572	22114	21772	20477	21582	20560	20630	20056	20416	20337	18692	20187	19972	20060	20604	20107	21300	20739	20614	20282	20404	21114	20424
Første udbudspris	Ejerlejlighed	Hele landet	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15141	15678	16394	16781	17592	18803	20334	21569	23046	24633	25072	25074	24671	24645	24342	23768	23307	22885	22423	21893	20728	20364	19928	20005	19913	20297	20218	20261	20274	20195	19605	19540	19408	19289	19183	19561	19723	20336	20670	21037	20712	21412	21555	21692	22254	23144	23567	23856
Første udbudspris	Ejerlejlighed	Region Hovedstaden	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	18168	18794	19439	20238	21348	23089	25190	27243	28712	31003	31697	31571	30344	30181	29482	28829	28022	27371	26637	25738	24336	23481	22725	23037	22943	23462	23403	23824	23877	23342	22638	22537	22578	22228	22296	22636	23128	23992	24485	25385	25062	25649	25937	26213	26973	28268	28753	29670
Første udbudspris	Ejerlejlighed	Landsdel København by	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	19137	19666	20682	21656	22897	25029	27734	30129	31465	33476	34089	33769	32471	31753	31003	30348	29090	28319	27728	26710	25584	24505	23914	24276	24824	25501	25478	25871	26182	25816	24786	25305	24985	24441	24867	25359	26222	27421	27548	29414	28727	29375	30043	30256	31009	32652	33769	34451
Første udbudspris	Ejerlejlighed	København	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	19037	19510	20602	21493	22840	24809	27639	29931	30706	32892	33769	33257	32002	31084	30325	29897	28637	27790	27305	26351	25249	24183	23325	23886	24444	25269	25000	25472	25577	25150	24021	24696	24275	23729	24246	24666	25341	26770	26823	28523	27921	28511	29238	29016	30060	31834	32585	33547
Første udbudspris	Ejerlejlighed	Frederiksberg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	19483	20209	21155	22417	23447	26211	28537	31257	34406	35841	35600	36011	34696	34605	33622	32137	31223	30558	29597	28472	27256	26291	26302	26272	26638	26897	27942	27948	28997	29005	27880	28319	28075	27796	27933	28716	30260	30577	31182	33818	32695	33460	34112	36009	35621	37046	39361	39076
Første udbudspris	Ejerlejlighed	Dragør	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	23531	..	22014	21864	25072	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	24089	..	..	22635	29722	..	22487	..	..	..	..	..	25254	22578	24627	..	..	23600	25692	..	..	25072	..	..	..
Første udbudspris	Ejerlejlighed	Tårnby	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	17770	18295	19286	19266	19636	20424	23753	25404	27255	28027	29487	29104	27005	27596	27890	26577	24548	25252	24603	21945	21244	18988	21648	19119	19995	19732	19652	19534	19811	20104	21483	18578	19111	18705	18573	18337	20298	21490	20018	20991	21228	22462	22626	22212	23941	23606	25162	25976
Første udbudspris	Ejerlejlighed	Landsdel Københavns omegn	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	17619	18317	18498	19211	20279	21503	23071	24854	27236	29602	30568	30202	28890	29576	28662	28368	28311	27525	26693	25817	23914	22668	21983	22062	21234	21742	21516	22372	21489	21269	20434	20102	20376	20126	19399	19917	20602	20816	21959	21747	21600	22446	21940	22350	23137	24132	24294	25242
Første udbudspris	Ejerlejlighed	Albertslund	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13396	14141	13922	14407	15352	16067	..	18413	22213	21406	23613	24485	22412	22100	20268	21296	20354	24016	20024	..	19408	..	..	..	..	15524	17578	16343	..	14639	..	..	16918	13367	..	12360	12874	13683	13656	12669	..	..	12935	15084	17371	17024	15651	16832
Første udbudspris	Ejerlejlighed	Ballerup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15614	16609	19194	16651	17387	17092	18281	21663	22775	25971	23421	23025	25700	24239	24727	24331	21653	23800	24023	22802	24653	20275	19274	18830	18146	21645	21921	19760	21735	19692	20813	17555	18072	16868	17255	16817	17424	18787	17578	19393	18684	17242	18958	17559	20827	21764	22993	21868
Første udbudspris	Ejerlejlighed	Brøndby	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14959	..	..	14877	15993	..	17910	..	20448	22904	..	23667	22914	..	..	..	..	..	..	..	..	..	17341	..	..	..	..	..	..	..	..	..	..	16484	..	..	..	15700	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Gentofte	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	20528	21497	21988	23758	25369	26536	29475	31502	34127	37234	38742	37201	35418	38230	36298	36505	36894	35953	35963	35765	31866	27699	28364	29232	26313	27556	28092	30996	27941	28120	26971	27320	26970	27158	25634	26762	27672	28722	30168	29031	28537	30754	29686	29716	30999	32115	32022	32580
Første udbudspris	Ejerlejlighed	Gladsaxe	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	17940	18722	19016	19030	19585	21260	22009	23816	26559	28507	30323	29165	28186	28150	28485	26999	26989	26486	23957	23523	22828	22133	20231	20585	20268	20713	20964	20457	20573	19098	19268	18516	18457	19351	18509	17176	18647	18843	20023	19609	19300	19817	20213	21219	20967	22120	22288	23504
Første udbudspris	Ejerlejlighed	Glostrup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15916	15411	15487	15769	16466	17718	19134	20648	23488	24371	25828	24984	25871	24129	22707	21792	23209	21396	21119	..	17983	19875	16850	18846	17900	17821	17743	16872	17322	18933	16590	16690	15885	17516	16317	16113	16460	17673	16740	16031	16498	18527	16715	17398	17178	18054	19617	19050
Første udbudspris	Ejerlejlighed	Herlev	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	16429	..	..	..	18763	20339	18966	..	..	26757	27077	..	29523	28047	..	26587	..	25620	..	..	..	19846	..	20196	..	..	..	..	18771	21245	20538	..	..	..	20514	..	16875	..	20089	17853	..	20251	20362	19003	23534	20828	20239	22969
Første udbudspris	Ejerlejlighed	Hvidovre	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15325	15619	16322	16533	16873	17277	19445	20973	22458	23912	24521	25578	24324	23558	24086	24420	23055	22372	22265	20114	20236	19205	17999	18168	18853	18777	17650	17596	17195	15508	16056	17460	16512	16668	14468	15241	17155	15964	19625	17168	16274	17909	17370	17890	19505	20227	20207	20734
Første udbudspris	Ejerlejlighed	Høje-Taastrup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13979	13941	14599	14574	14774	15840	16657	17984	20536	21535	22282	22458	21980	22267	22128	21045	20361	20503	20150	19307	16754	17214	16969	15694	16569	16016	15463	15699	15797	16068	14613	14335	14633	15229	14979	13778	13593	14349	14816	14234	14732	15034	14657	14827	15551	16095	16655	17635
Første udbudspris	Ejerlejlighed	Ishøj	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14794	14977	14616	15190	15146	16025	17122	17188	19390	22571	23015	21874	22295	22213	22125	23966	20525	19891	19107	20491	18136	16726	16673	15644	16521	17154	14239	14357	14025	14646	13698	14552	15022	11811	12263	13199	13747	13361	15441	17806	25204	14205	15620	16141	15699	16390	16484	17583
Første udbudspris	Ejerlejlighed	Lyngby-Taarbæk	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	19389	20619	19672	20087	22314	23619	25216	29047	29892	33553	32743	34336	30915	31468	30007	29351	31120	29133	27159	24255	24739	25481	24220	23823	23032	24079	21245	23289	22699	23997	21761	20644	22871	21044	19999	23477	24052	22035	23603	26065	24672	26296	24505	25450	25492	27684	27812	28551
Første udbudspris	Ejerlejlighed	Rødovre	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15580	16175	16786	17270	17738	19674	20070	18165	22866	25086	27471	26246	26493	25403	25013	24530	25444	23603	22615	22605	19382	20409	18301	19581	20009	18364	19179	18776	17761	16635	18230	16118	16329	15066	16887	16918	17492	17091	17828	17918	17961	17731	18745	18870	20236	20479	21309	22887
Første udbudspris	Ejerlejlighed	Vallensbæk	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13666	14084	13401	14226	15242	16094	15864	17852	18916	20026	20812	21856	20937	20614	20058	20140	19069	17551	18395	16861	15479	15277	15284	14259	14117	14069	16129	14971	14930	13869	14086	12568	14881	13183	13247	13327	13239	15033	14330	14525	13640	14682	15545	15413	15956	16243	15812	19259
Første udbudspris	Ejerlejlighed	Landsdel Nordsjælland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	16183	16982	17172	17516	18610	19746	20750	22334	23175	25922	26569	27307	26639	26750	26460	25323	25132	24714	23687	23037	21389	22038	20545	20737	20017	20119	19975	20153	20152	18869	19589	17688	18625	18732	18770	18457	17591	18202	18569	18255	18922	18985	19438	19282	19856	20630	19757	21067
Første udbudspris	Ejerlejlighed	Allerød	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	17095	16593	17387	..	16920	..	..	21065	22419	24316	..	..	..	24173	27141	24187	21449	23887	..	..	..	..	21724	..	22958	20719	..	24278	23135	..	..	..	..	20265	..	21120	21058	..	22364	..	20691	..	20539	16530	..	..	..	..
Første udbudspris	Fritidshus	Hele landet	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11473	12143	12994	13402	14150	14791	15968	16821	16759	17850	18672	19316	19126	19875	19865	20146	20169	20219	21158	20115	19005	19445	19234	19208	19034	18595	18136	18816	17882	18049	17652	18013	17119	17273	16723	16416	16722	16649	16231	16512	15924	15930	15890	15737	15961	16073	15754	15530
Første udbudspris	Fritidshus	Region Hovedstaden	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14622	15637	15878	16264	17480	18092	19442	20268	21398	22415	24407	25415	23863	25816	25008	26603	24693	25852	24943	24753	23245	23424	22187	22881	22964	21952	20334	21362	20243	22013	17986	18986	18199	18057	17727	17382	17408	18479	17154	19178	16415	16918	17104	17151	17847	17829	18186	17044
Første udbudspris	Fritidshus	Landsdel København by	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
