priser på realiserede handler	ejendomskategori	område	1992K1	1992K2	1992K3	1992K4	1993K1	1993K2	1993K3	1993K4	1994K1	1994K2	1994K3	1994K4	1995K1	1995K2	1995K3	1995K4	1996K1	1996K2	1996K3	1996K4	1997K1	1997K2	1997K3	1997K4	1998K1	1998K2	1998K3	1998K4	1999K1	1999K2	1999K3	1999K4	2000K1	2000K2	2000K3	2000K4	2001K1	2001K2	2001K3	2001K4	2002K1	2002K2	2002K3	2002K4	2003K1	2003K2	2003K3	2003K4	2004K1	2004K2	2004K3	2004K4	2005K1	2005K2	2005K3	2005K4	2006K1	2006K2	2006K3	2006K4	2007K1	2007K2	2007K3	2007K4	2008K1	2008K2	2008K3	2008K4	2009K1	2009K2	2009K3	2009K4	2010K1	2010K2	2010K3	2010K4	2011K1	2011K2	2011K3	2011K4	2012K1	2012K2	2012K3	2012K4	2013K1	2013K2	2013K3	2013K4	2014K1	2014K2	2014K3	2014K4	2015K1	2015K2	2015K3	2015K4	
Første udbudspris	Fritidshus	Slagelse	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10792	11245	13029	13435	14231	14904	14090	17826	17376	18000	18648	16190	18456	19104	20824	20860	23373	21447	23300	22646	18338	20213	17633	16061	16907	16990	16603	14944	18870	15242	17027	19915	14148	18758	13136	14972	..	12655	15307	..	17031	11618	13598	11033	14108	13205	13840	14461
Første udbudspris	Fritidshus	Sorø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Stevns	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13991	15286	15087	17302	16030	17634	18510	20849	20932	19442	..	24665	22488	27749	21590	..	22089	27801	34955	..	22773	18458	19569	18254	20625	19109	17205	15025	18145	18541	18503	12485	12790	17694	19924	..	16007	19224	15495	19930	13480	16265	18654	15386	17490	17140	14692	..
Første udbudspris	Fritidshus	Vordingborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9859	10274	10776	11060	10876	12170	13537	14465	14754	16324	16556	15402	14583	16356	18117	17496	16050	17988	19147	16067	15651	17144	18189	15385	14090	16720	15895	16505	15299	13946	14486	12278	12027	13272	12456	15275	13378	11270	9629	12084	12903	12623	11966	12626	12099	10792	12196	10308
Første udbudspris	Fritidshus	Region Syddanmark	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12456	13141	14736	14661	15224	16108	17404	17343	17529	19064	19164	19784	20546	20724	21852	20686	20938	21470	23071	21734	21209	22560	21253	21210	21818	21266	21830	22804	20339	21074	22729	21713	20147	20253	20026	19765	19623	20461	20210	18479	19930	19160	19490	18595	18804	19669	18578	17657
Første udbudspris	Fritidshus	Landsdel Fyn	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11956	12331	14975	13409	14863	16377	16195	16665	16981	19591	18944	21446	21789	22692	24340	21945	21610	21576	26947	22226	21811	26454	23063	21361	23675	21968	22327	27158	19322	22981	24855	21693	19073	21711	19377	20622	18978	20536	22407	17561	20037	17809	21534	20347	17615	19975	18936	15748
Første udbudspris	Fritidshus	Assens	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12144	..	13964	..	16063	10215	16366	..	20479	21215	..	..	..	20758	..	..	..	..	..	..	..	..	..	..	..	18162	..	..	..	21535	..	..	..	..	..	31351	..	..	..	..	..	21218	..	..	..	..	..
Første udbudspris	Fritidshus	Faaborg-Midtfyn	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13239	12354	..	..	..	..	18624	..	..	..	16506	..	..	25588	38218	..	19571	21567	28488	28901	..	..	..	..	..	23730	..	..	..	26509	..	..	..	..	16543	21903	..	..	28458	..	..	19963	16939	16855	..	..	..	..
Første udbudspris	Fritidshus	Kerteminde	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13311	..	11605	..	..	..	..	..	25691	..	..	..	..	..	..	..	23974	..	..	..	..	..	..	..	..	..	..	..	..	33965	..	..	..	..	..	..	..	43142	..	..	16087	..	..	..	..	..	..
Første udbudspris	Fritidshus	Langeland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11142	12538	10884	12729	13343	14743	13425	15731	15040	18094	16124	18994	22831	19598	17118	20313	17948	20548	19551	18527	..	17004	14762	17502	23901	17644	20024	17632	19067	..	23832	19159	16820	18994	16970	18650	15959	18762	19555	15198	15310	14601	17157	17190	12501	14264	18476	13626
Første udbudspris	Fritidshus	Middelfart	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11658	..	14141	..	17128	16492	17086	16679	19676	15471	24150	..	17343	23685	..	..	24633	25144	..	..	20766	..	22013	..	19111	..	25673	20008	23909	32222	..	19822	18255	34229	..	21813	..	..	23777	..	20236	20399	33627	..	..	..	..
Første udbudspris	Fritidshus	Nordfyns	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10297	11723	16014	14626	14339	16156	14711	15729	16835	17391	21399	22237	20428	20009	21854	18269	18688	20376	21375	..	18121	23098	19704	17736	22032	22659	17062	20649	21037	24011	19858	19010	20826	19447	18363	17225	16073	15281	18113	17157	18626	16489	23718	15322	19492	16997	14794	17484
Første udbudspris	Fritidshus	Nyborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11785	..	..	..	21114	18682	..	..	26327	..	..	..	..	..	..	..	..	..	..	39524	..	18704	..	..	24411	37233	..	..	..	..	..	..	34872	..	..	..	25022	..	15797	..	19960	..	..	..	..	..	..
Første udbudspris	Fritidshus	Odense	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Svendborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14231	..	..	13143	13196	..	..	..	..	22714	..	..	..	20103	..	..	..	22258	..	..	27985	33222	26857	..	25927	25817	..	..	..	22991	..	..	..	..	..	..	17325	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Ærø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Landsdel Sydjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12713	13556	14616	15255	15423	15972	17994	17709	17749	18803	19271	19248	20014	19838	20617	20117	20631	21418	21453	21537	20890	20584	20359	21142	20966	20931	21610	20756	20738	20297	21670	21722	20470	19573	20328	19389	19888	20426	19176	18913	19899	19785	18537	17760	19272	19523	18405	18405
Første udbudspris	Fritidshus	Billund	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	24447	..	..	23794	22397	23885	..	..	..	..	..	21998	..	..	..
Nedtagningspris	Parcel-/rækkehus	Kalundborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7584	7428	8371	7969	8282	8227	8991	9414	9306	9388	10398	10611	10855	10980	11407	11373	11364	12061	11709	10777	10331	9934	10433	10877	9092	9238	9423	9377	8713	9153	9069	9478	9025	8707	8523	8029	8166	8462	7663	7126	8290	8194	7328	7213	8153	7778	7501	7150
Nedtagningspris	Parcel-/rækkehus	Lolland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	4464	4769	4582	4684	4937	5235	5088	5188	5904	5616	6235	5844	6185	6217	6522	6334	6744	6714	6892	6540	6048	6287	6531	6036	5843	5940	6002	5668	5236	5674	4533	5229	3947	5164	4532	3788	5235	4309	3701	3629	3876	3679	3957	3631	3814	4203	4443	3276
Nedtagningspris	Parcel-/rækkehus	Næstved	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8810	8444	8846	8986	9137	9831	10211	11338	11203	11771	12461	13341	13275	13237	13701	13903	13408	13646	13019	12414	12083	11720	11556	11060	11702	11581	10368	11157	10636	10911	10371	9972	9302	9791	9729	9544	10606	8698	9047	8684	8707	9582	8973	9134	9953	9814	9794	9754
Nedtagningspris	Parcel-/rækkehus	Odsherred	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7782	8081	7537	7863	8632	8567	9465	8839	9045	10298	11103	10925	11573	12377	11862	11381	11560	12338	11485	11522	11113	10428	9969	8951	10239	9702	10146	8559	8845	7564	9391	8634	7310	7550	8113	7231	7894	7190	7822	7159	6511	6920	7333	6573	6643	7068	6703	6975
Nedtagningspris	Parcel-/rækkehus	Ringsted	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9224	9600	9966	10485	10725	10740	11554	11891	12914	15380	15996	14989	16336	15819	15222	15726	14934	16667	14703	13719	14539	14069	13567	11896	12690	12927	12677	12659	12234	11751	12688	11703	12060	11519	10610	10667	10959	10234	10444	10082	11723	11328	11341	10889	12073	12399	11469	10829
Nedtagningspris	Parcel-/rækkehus	Slagelse	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8103	8514	8286	8041	10011	10089	10055	11175	11319	11264	12033	12502	12455	12679	13024	12583	13598	13219	13046	12891	11652	11830	10924	11471	10863	10514	11036	10302	10068	11108	9670	9759	9517	9811	9882	8515	9114	9230	9218	9681	9737	9032	8716	9187	9591	9476	10780	9418
Nedtagningspris	Parcel-/rækkehus	Sorø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8500	8766	9654	8642	9258	10075	10360	10632	11033	12350	12739	12662	11610	13346	14262	14296	13775	14664	13636	13261	12651	10018	11334	12112	12674	12279	11123	11531	10420	12845	11343	10616	10814	10315	8653	10390	10224	10540	9682	8594	8845	10223	9299	9093	10366	9941	9402	8925
Nedtagningspris	Parcel-/rækkehus	Stevns	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8663	9563	9450	9439	10253	11256	10644	11262	12175	13342	15545	15010	15519	15088	14968	15084	14375	14409	14735	12860	10671	13267	13105	10944	11051	11691	11363	10285	8996	9678	10303	10278	9232	10372	9508	9462	8427	8726	9379	9034	9785	8229	9344	9877	10632	10260	10271	9707
Nedtagningspris	Parcel-/rækkehus	Vordingborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7121	7516	8066	7898	8013	7747	8818	8378	8779	9863	10302	10162	11164	11203	11345	11497	11302	11308	10848	9721	9941	9828	9057	9500	9911	9133	8864	8696	8193	8477	7950	8100	7064	8153	7301	7570	6463	6538	6806	6350	6402	6799	6534	6254	6724	7269	7289	6973
Nedtagningspris	Parcel-/rækkehus	Region Syddanmark	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6866	6984	7106	7316	7487	7723	7904	8208	8647	9006	9440	9612	9822	10240	10437	10809	10674	11078	10880	10665	10299	10499	10183	10410	10182	10364	10119	10168	10041	10033	9786	9803	9641	9580	9531	9255	9304	9413	9387	9263	9195	9459	9191	9206	9506	9715	9658	9468
Nedtagningspris	Parcel-/rækkehus	Landsdel Fyn	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7068	7175	7312	7537	7785	7993	8420	8728	9250	9824	10257	10536	10738	11188	11291	11753	11648	12130	11815	11476	11161	11157	10889	11111	10965	11014	10891	10774	10781	10439	10302	10520	9990	10178	10084	9740	9943	10008	9809	9908	9514	10077	9708	9876	9969	10258	10288	10029
Nedtagningspris	Parcel-/rækkehus	Assens	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5892	6101	6213	6497	5998	6393	6657	6503	7099	7781	8222	8550	7572	8399	8252	9300	9365	9178	8888	9233	9328	9103	9237	8630	8993	8503	8858	8675	8898	8020	8650	7901	7682	7647	7722	7092	7703	7997	6768	7240	7144	7584	6951	7000	7430	7868	7185	7430
Nedtagningspris	Parcel-/rækkehus	Faaborg-Midtfyn	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5714	5746	6238	5877	5874	6495	6821	6684	7102	7662	8079	7308	8161	8530	8507	9131	9164	9971	9459	9167	8804	8575	8632	8500	8529	8332	8748	8602	8517	8369	7472	7996	7949	8372	7762	7226	7670	7665	7826	7357	6963	7369	7491	7310	7999	7415	7631	6711
Nedtagningspris	Parcel-/rækkehus	Kerteminde	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8126	8400	7304	7799	7668	7926	8238	8003	8984	10116	9714	9802	10568	11139	11534	12885	10738	11667	11132	12877	11266	11358	10085	10594	9745	9881	10711	9616	10622	9303	10764	11792	9766	10004	10778	10562	9499	9554	8960	10539	8455	10118	8978	9688	9497	11358	10352	10029
Nedtagningspris	Parcel-/rækkehus	Langeland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	4867	4640	4367	4792	5114	5130	5496	5439	6032	6212	6385	6970	6301	6687	8489	7416	6830	7896	7330	7544	9037	7317	7202	7469	6112	6543	7420	6437	6852	6321	6335	6934	5370	5689	6130	5665	5537	5941	5985	5365	5064	6311	4312	5701	4689	5172	5130	5083
Nedtagningspris	Parcel-/rækkehus	Middelfart	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7293	7297	6639	7863	8234	8479	8364	8607	9177	9096	10608	10979	10489	11651	12296	13125	12325	13377	12205	12338	10602	11688	11285	12259	11520	12065	11774	11197	12469	10912	11399	10704	10338	11449	10739	9958	10511	9332	11051	11532	9550	9848	10668	10563	10160	11643	11105	10749
Nedtagningspris	Parcel-/rækkehus	Nordfyns	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5612	5730	5282	6097	6375	6223	6443	7177	7043	7568	8128	8013	7658	8939	8687	8839	9391	9682	9391	8201	8941	9103	7717	8144	8819	8488	7828	7466	7973	8763	8017	8931	8395	7349	7767	7146	6425	7098	6090	7156	7417	6710	7165	7080	6970	7116	8413	7082
Nedtagningspris	Parcel-/rækkehus	Nyborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6666	6867	7631	6982	7590	7788	8051	7394	8101	8641	8861	9465	9142	9575	9771	10076	10161	10878	10696	9333	10748	9444	10567	11099	10528	10782	10303	10584	8674	9420	8685	10056	10266	8731	8376	8550	8554	9134	8722	8833	8773	9085	8542	9379	8922	8396	8815	8770
Nedtagningspris	Parcel-/rækkehus	Odense	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8426	8893	9064	9290	9708	10085	10933	11645	12677	13107	13364	14225	14444	14768	14504	14927	14775	15260	14830	14299	13574	13911	13610	13630	13746	13899	13654	13982	13744	13486	13378	13063	12702	13291	13172	12929	13189	13191	13382	13198	13241	13485	13393	13522	13729	13853	14182	13907
Nedtagningspris	Parcel-/rækkehus	Svendborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7685	7141	7968	7977	8331	7984	8517	9203	8765	9702	10252	10343	11981	11587	11971	12102	13029	12942	13780	12813	12564	12407	11638	12629	12433	12200	11640	11188	11430	10906	10423	11721	10627	10595	10646	10378	10719	11128	10200	9491	9759	11058	9671	10025	10441	10712	10117	10786
Nedtagningspris	Parcel-/rækkehus	Ærø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	4969	4311	4928	5189	6245	5631	4848	5748	5382	7367	8176	7085	7263	7559	7478	7848	7223	7598	7204	7479	7188	7967	8950	8250	6957	8338	6679	7986	6074	7196	6715	6170	5243	5953	5895	6824	7895	7069	4913	..	3954	7333	6048	4596	3776	4678	5970	4716
Nedtagningspris	Parcel-/rækkehus	Landsdel Sydjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6721	6848	6958	7157	7273	7530	7535	7836	8216	8422	8856	8953	9169	9565	9828	10136	9985	10334	10218	10091	9690	10030	9685	9914	9631	9906	9575	9740	9520	9748	9423	9298	9395	9158	9142	8914	8855	8995	9091	8809	8970	9024	8827	8735	9182	9338	9219	9081
Nedtagningspris	Parcel-/rækkehus	Billund	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6209	6344	6361	6940	6245	6533	6571	6522	6673	7225	7140	7448	7185	7382	8497	7492	8265	8347	9311	8473	7095	8697	8767	9228	8378	7627	9031	9101	8126	8175	8726	8398	7911	9323	7891	7544	8015	8136	8143	7460	7688	8812	7577	7662	8350	8851	9102	9352
Nedtagningspris	Ejerlejlighed	Kalundborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9892	10247	10398	..	11852	11896	12567	..	12135	14090	11083	12034	12661	..	..	13680	14232	..	13873	..	..	12879	11817	..	..	..	12790	..	..	..	..	8661	..	..	..	..	..	..	..	..	..	7992	..	..	..	..	..	..
Nedtagningspris	Ejerlejlighed	Lolland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8689	..	..	..	..	..	..	..	9445	..	..	..	..	..	..	..	..	..	9324	..	..	..	..	..	..	..	..	..	7011	..	..	..	..	..	..	..	..	..	..	..	..
Nedtagningspris	Ejerlejlighed	Næstved	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9949	10308	10589	10494	10728	10725	11294	12094	12565	13809	14146	14255	14502	14763	14401	14701	13905	14503	13865	13839	13009	12950	12151	12316	12068	11774	11835	11509	9961	11721	10333	8813	9227	10035	9394	10053	10098	9462	10340	9659	9533	9643	9799	10323	9109	10284	11414	9610
Nedtagningspris	Ejerlejlighed	Odsherred	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10561	..	14486	11892	..	13316	15615	13097	14710	16083	16578	13588	..	17847	16895	17150	14809	..	19407	..	11873	..	..	16850	14456	14154	..	..	..	..	..	..	..	13730	..	..	..	..	..	..	..	..	9485	..	10509	..	..	..
Nedtagningspris	Ejerlejlighed	Ringsted	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10310	9975	10624	10280	11513	12656	12696	12512	14286	15513	15484	17241	15343	16962	16123	14999	14909	14521	14189	12837	13376	12404	..	11208	13433	10497	10922	13190	13957	10915	9716	11241	10489	11645	..	10473	9325	10190	8324	12394	9159	10799	10567	8339	10887	10550	13424	8612
Nedtagningspris	Ejerlejlighed	Slagelse	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9661	9398	8433	8892	8808	10619	10617	11103	12374	11489	12638	12510	11925	12536	12773	12474	13562	13245	11132	11235	10992	10736	9729	10051	9679	10068	10389	9428	11073	10655	11524	8778	10257	7544	9283	7772	9471	8667	6469	8599	8583	9270	7318	9312	8414	8549	10341	9121
Nedtagningspris	Ejerlejlighed	Sorø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10666	..	..	12930	11755	14391	12939	..	17473	..	..	17718	..	..	..	18209	..	..	..	..	..	..	..	12409	13012	..	..	..	..	..	12518	12248	..	..	..	..	10368	..	..	..	..	..	11308	9746	..	..	..
Nedtagningspris	Ejerlejlighed	Stevns	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12371	13183	..	..	..	..	18972	..	..	15715	17129	18041	..	..	..	..	..	..	..	14263	..	..	..	..	12990	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Nedtagningspris	Ejerlejlighed	Vordingborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9167	8944	10673	10784	12628	11902	13253	11092	13042	12273	13067	12447	13379	12987	14554	14686	16882	14309	17944	18690	..	19158	15220	17507	..	15056	19099	14803	14523	..	13416	..	11503	14409	11431	10291	..	..	12508	8807	10091	11192	..	6294	13701	..	..	..
Nedtagningspris	Ejerlejlighed	Region Syddanmark	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9458	9533	10011	10183	10453	11442	11702	12209	13343	13934	13760	14251	14704	15427	14650	15378	14756	15066	15401	15031	14722	14505	14955	14339	14177	14974	14321	14116	13532	14377	13306	13429	13578	13295	13371	14387	13627	13916	13637	13796	13593	14422	13444	13369	14402	14517	14704	14330
Nedtagningspris	Ejerlejlighed	Landsdel Fyn	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10379	10177	10625	10643	10750	12072	12595	12909	14876	15317	14911	15527	15949	16770	15869	16536	16348	15903	16274	16280	15612	15690	15701	14942	15521	15871	15134	15117	14217	15384	13673	14008	14780	13932	14167	14895	14202	14334	14024	15157	14990	15721	14517	14980	16071	16328	16489	15653
Nedtagningspris	Ejerlejlighed	Assens	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10747	..	..	..	..	..	15042	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
