priser på realiserede handler	ejendomskategori	område	1992K1	1992K2	1992K3	1992K4	1993K1	1993K2	1993K3	1993K4	1994K1	1994K2	1994K3	1994K4	1995K1	1995K2	1995K3	1995K4	1996K1	1996K2	1996K3	1996K4	1997K1	1997K2	1997K3	1997K4	1998K1	1998K2	1998K3	1998K4	1999K1	1999K2	1999K3	1999K4	2000K1	2000K2	2000K3	2000K4	2001K1	2001K2	2001K3	2001K4	2002K1	2002K2	2002K3	2002K4	2003K1	2003K2	2003K3	2003K4	2004K1	2004K2	2004K3	2004K4	2005K1	2005K2	2005K3	2005K4	2006K1	2006K2	2006K3	2006K4	2007K1	2007K2	2007K3	2007K4	2008K1	2008K2	2008K3	2008K4	2009K1	2009K2	2009K3	2009K4	2010K1	2010K2	2010K3	2010K4	2011K1	2011K2	2011K3	2011K4	2012K1	2012K2	2012K3	2012K4	2013K1	2013K2	2013K3	2013K4	2014K1	2014K2	2014K3	2014K4	2015K1	2015K2	2015K3	2015K4	
Første udbudspris	Parcel-/rækkehus	Landsdel Fyn	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7202	7294	7443	7673	7887	8068	8501	8816	9323	9915	10356	10668	10889	11304	11473	11964	11906	12411	12191	12062	11966	11971	11544	11838	11613	11573	11480	11298	11328	10968	10938	11269	10774	10873	10724	10387	10593	10580	10427	10579	10341	10704	10292	10751	10488	10834	10782	10561
Første udbudspris	Parcel-/rækkehus	Assens	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6019	6215	6263	6578	6106	6473	6769	6572	7207	7849	8288	8617	7698	8503	8405	9360	9495	9402	9181	9593	9995	9653	9777	9168	9614	8913	9329	9060	9345	8469	9132	8586	8654	8366	8424	7607	8301	8388	7469	7702	8307	8278	7444	7879	7882	8371	7764	8323
Første udbudspris	Parcel-/rækkehus	Faaborg-Midtfyn	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5848	5842	6369	6044	5979	6537	6905	6805	7147	7694	8163	7396	8230	8522	8549	9277	9289	10121	9743	9588	9267	9153	9304	9131	9113	8583	9266	9175	8972	9048	8064	8899	8589	8933	8340	7816	8354	8289	8429	8117	7575	8153	8063	7901	8525	7954	8167	7178
Første udbudspris	Parcel-/rækkehus	Kerteminde	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8387	8646	7484	7912	7735	7975	8311	8128	9048	10217	9729	9960	10776	11263	11659	13116	10905	11878	11468	13295	12098	11976	10474	11218	10475	11110	11277	10284	11414	9784	11739	12568	10551	10756	11314	10958	10742	10306	9215	11440	9019	10615	9329	10444	9882	11760	10692	10465
Første udbudspris	Parcel-/rækkehus	Langeland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5082	4748	4566	5102	5188	5203	5517	5478	6149	6538	6402	7195	6712	6779	8633	7531	6956	8069	7545	8067	9512	7894	7652	8032	6548	7015	8354	6834	7406	6782	7270	7579	5886	6455	7049	6413	6495	6662	6712	6460	5904	7934	5334	6624	5701	6060	5935	5872
Første udbudspris	Parcel-/rækkehus	Middelfart	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7421	7398	6789	8018	8337	8577	8492	8658	9236	9214	10693	11142	10557	11784	12393	13152	12484	13702	12554	12955	11747	12434	12037	13051	12124	12668	12143	11912	13119	11311	12220	11354	11089	12000	11331	10687	11013	9753	11783	12443	10110	10296	11202	13573	10660	13496	11811	11278
Første udbudspris	Parcel-/rækkehus	Nordfyns	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5761	5821	5466	6183	6515	6305	6539	7266	7103	7601	8202	8101	7782	9083	8757	8996	9509	9958	9670	8576	9448	9823	8040	8790	9339	8868	8437	8071	8438	9174	8483	9689	9034	8255	8343	7755	7194	7976	7029	7774	8120	7130	7801	7717	7372	7409	8817	7807
Første udbudspris	Parcel-/rækkehus	Nyborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6782	6995	7678	7124	7623	7839	8082	7461	8167	8785	8944	9532	9221	9665	9956	10207	10544	11043	11096	9826	11327	9898	10900	11653	11284	11232	10865	10811	9201	9913	9170	10896	10937	9320	8942	9338	9073	9620	9132	9380	9374	9478	9171	9679	9393	8811	9233	9149
Første udbudspris	Parcel-/rækkehus	Odense	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8529	8998	9193	9416	9831	10183	11002	11739	12744	13206	13504	14420	14651	14949	14809	15282	15210	15674	15362	15224	14725	14921	14538	14488	14492	14551	14298	14504	14272	14079	14025	13752	13633	13951	13781	13605	13770	13731	13940	13748	14343	13991	13910	14047	14174	14202	14528	14259
Første udbudspris	Parcel-/rækkehus	Svendborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7836	7292	8145	8109	8436	8042	8614	9308	8862	9766	10390	10441	12120	11681	12199	12356	13251	13191	14095	13234	13210	13640	12310	13496	13012	12858	12370	11780	12040	11513	11080	12619	11335	11348	11421	11077	11415	11757	10887	10356	10392	11842	10500	10979	11146	11335	10644	11480
Første udbudspris	Parcel-/rækkehus	Ærø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5048	4452	4928	5330	6245	5667	4910	5789	5421	7338	8279	7085	7263	7604	7526	8140	7499	7806	7467	7721	7690	8812	9047	8909	7632	8834	6926	8355	6781	7288	6948	6624	5925	7214	6550	7439	7976	7490	5485	..	4531	7881	6274	5632	4411	4958	6603	5227
Første udbudspris	Parcel-/rækkehus	Landsdel Sydjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6857	6955	7058	7272	7361	7622	7619	7901	8287	8482	8938	9064	9271	9660	9926	10254	10121	10482	10419	10436	10202	10484	10122	10461	10061	10298	9957	10129	9928	10158	9842	9795	9968	9691	9628	9404	9363	9445	9523	9416	9495	9459	9287	9204	9620	9832	9582	9485
Første udbudspris	Parcel-/rækkehus	Billund	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6422	6405	6476	7033	6317	6628	6681	6565	6739	7239	7162	7464	7243	7413	8489	7535	8266	8405	9505	8622	7172	8878	8953	9536	8539	7791	9356	9310	8461	8457	9138	8668	8207	9710	8144	7860	8390	8695	8391	7788	8112	8978	7868	7990	8616	9081	9288	10279
Første udbudspris	Ejerlejlighed	Kalundborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10108	10323	10453	..	11939	11896	12567	..	12179	14090	11173	12062	12661	..	..	13841	14495	..	14900	..	..	13047	12469	..	..	..	13926	..	..	..	..	9634	..	..	..	..	..	..	..	..	..	8533	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Lolland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8814	..	..	..	..	..	..	..	9453	..	..	..	..	..	..	..	..	..	9555	..	..	..	..	..	..	..	..	..	7011	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Næstved	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10032	10350	10630	10595	10759	10832	11328	12125	12597	13777	14239	14421	14552	14875	14666	14934	14142	14865	14613	14760	13930	13861	12851	12815	13125	12372	12370	11867	10748	12721	11444	9705	9986	10860	10237	10961	10483	9624	10788	9935	9874	9797	10008	10537	9413	10392	11616	9742
Første udbudspris	Ejerlejlighed	Odsherred	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10561	..	15428	11982	..	13412	15715	12753	13387	15755	16743	12663	..	18349	16819	17942	15190	..	20716	..	14378	..	..	18670	14589	15522	..	..	..	..	..	..	..	14325	..	..	..	..	..	..	..	..	10360	..	12646	..	..	..
Første udbudspris	Ejerlejlighed	Ringsted	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10433	10035	10663	10280	11591	12640	12802	12550	14286	15588	15523	17416	15481	17092	16365	15376	15565	15243	14510	14042	16059	13288	..	13200	14833	11048	12163	14126	14055	11376	10939	11498	11319	13066	..	11270	9677	10355	9992	12486	9421	11050	10795	8375	11160	10647	13526	8839
Første udbudspris	Ejerlejlighed	Slagelse	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9776	9396	8675	8927	8887	10658	10616	11148	12496	11576	12760	12623	12281	12658	13048	12660	13875	13664	11640	11975	11528	12049	10822	10810	10598	10943	11367	10053	11684	11605	11922	9431	11077	8352	9918	8987	10575	9487	7123	9103	9062	9858	7946	9717	8648	8691	10525	9444
Første udbudspris	Ejerlejlighed	Sorø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10703	..	..	13099	11887	14433	12955	..	17473	..	..	18123	..	..	..	18370	..	..	..	..	..	..	..	15094	14012	..	..	..	..	..	13165	14022	..	..	..	..	10701	..	..	..	..	..	11653	10423	..	..	..
Første udbudspris	Ejerlejlighed	Stevns	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12512	13525	..	..	..	..	18972	..	..	15715	17776	18171	..	..	..	..	..	..	..	14392	..	..	..	..	13610	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Vordingborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9167	8944	10642	10965	12558	11879	13372	11780	13231	12449	13205	12467	13473	13183	14799	15219	17171	14776	19130	18911	..	21002	16768	21596	..	15818	21343	14906	18022	..	15608	..	13273	17497	12387	12649	..	..	14422	9994	10813	11744	..	6870	14609	..	..	..
Første udbudspris	Ejerlejlighed	Region Syddanmark	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9551	9628	10067	10292	10544	11555	11689	12266	13396	14006	13844	14292	14930	15546	15053	15703	15076	15450	15866	15893	15466	15319	16036	15082	15097	15675	15036	14744	14147	15207	14135	14255	14289	14235	13862	14954	14294	14513	14156	14402	14260	14883	13898	13947	14725	14872	15064	14578
Første udbudspris	Ejerlejlighed	Landsdel Fyn	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10450	10271	10697	10724	10808	12192	12660	12976	14850	15378	15008	15567	16321	16966	16283	17071	16792	16405	16712	17392	16399	16643	16735	15677	16454	16467	15891	15578	14927	16040	14628	14742	15497	15065	14672	15367	14704	14865	14497	15792	15479	16185	14957	15553	16403	16633	16780	15895
Første udbudspris	Ejerlejlighed	Assens	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10810	..	..	..	..	..	14671	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Faaborg-Midtfyn	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13166	..	9299	..	8752	11733	11877	..	11364	..	10897	..	..	..	..	..	17574	..	14685	..	..	..	..	11619	15438	15032	12371	..	..	..	11121	16408	..	13816	..	..	..	..	..	..	13379	..	..	9870	..	..	..	..
Første udbudspris	Ejerlejlighed	Kerteminde	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Langeland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14678	13728	..	..	..	..	..	..	..	..	19545	..	..	18634	..	..	19348	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Middelfart	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	18723	..	21933	22157	..	..	19584	18928	..	..	21358	19013	..	..	..	..	..	16796	..	..	..	..	..	24081	..	..	..	21435	..	23286	..	12625	..	..	..	..	18286	17197	..	..	..	..
Første udbudspris	Ejerlejlighed	Nordfyns	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	17315	19155	..	14076	..	..	..	..	..	..	12229	..	14709	..	..	..	16585	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Nyborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9597	7700	..	..	8648	8656	8308	9651	14431	12048	12446	14801	11218	18959	13938	..	17157	12547	13157	..	..	11093	..	11527	..	11505	11467	13475	13367	..	14786	12603	..	..	9474	..	..	12000	15112	..	..	..	..	13773	11551	16864	14289	..
Første udbudspris	Ejerlejlighed	Odense	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10336	10591	11028	11062	11162	12306	13280	13768	15616	16187	16683	17087	17720	17893	17645	17471	16898	17277	16683	17006	17055	16064	16383	16606	15350	16695	15613	16044	14882	15777	14472	14935	15686	14685	15141	15309	15003	15277	14804	16172	15992	16282	16000	16432	16848	17168	16882	17252
Første udbudspris	Ejerlejlighed	Svendborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9510	10019	9351	11154	11118	10625	10646	13223	13028	12591	12315	14421	14554	14990	14153	16094	15715	17462	..	..	16860	18053	17346	15005	16755	..	..	13491	..	..	14673	..	17687	14615	..	12719	16093	14207	13215	..	..	..	15880	13709	16611	11511	13903	..
Første udbudspris	Ejerlejlighed	Ærø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	Landsdel Sydjylland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8655	8990	9479	9846	10298	10951	10736	11568	11971	12662	12754	13143	13609	14242	13820	14346	13408	14555	15039	14624	14573	14045	15384	14481	13753	14912	14207	13969	13389	14406	13659	13754	13296	13494	13128	14562	13929	14190	13852	13132	13158	13625	12903	12568	13154	13128	13483	13351
Første udbudspris	Ejerlejlighed	Billund	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10813	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Fritidshus	Kalundborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9377	9890	12053	11985	11517	12747	12199	14261	15649	16138	17017	16087	15700	16480	15512	16788	17536	18454	18053	15631	21065	16161	17224	14878	14400	17012	15271	16244	13268	14269	14308	16636	12246	14053	11730	13939	15128	13907	11590	12508	16888	13159	11724	12623	13384	12005	12795	13143
Første udbudspris	Fritidshus	Lolland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	8099	7468	9738	9443	10915	13804	12446	16496	14689	13747	14590	12312	16013	15755	14980	16099	15040	14646	14118	14939	..	13795	15415	15182	13876	14302	11300	13625	13498	12333	14680	13085	10976	12870	9740	10037	12270	13857	10322	9975	13023	12459	9386	10647	11066	10767	9959	8488
Første udbudspris	Fritidshus	Næstved	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11773	13805	14095	15655	14947	15666	17867	20661	17005	19863	24127	22818	..	21115	18473	22464	..	29636	22903	..	22440	19723	18808	22344	20153	17978	19179	17441	..	15942	20741	18285	14925	16316	18574	13123	16794	20398	15736	..	14229	15501	15868	17828	14734	16296	18373	15250
Første udbudspris	Fritidshus	Odsherred	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11139	11824	13065	13006	15219	14838	17558	17951	16493	18338	19437	19785	20538	20146	20823	19885	20378	18823	20831	19577	17840	19995	19060	18472	18499	17106	17290	18051	18555	15631	16827	17442	17194	16797	15569	16436	14027	14561	16019	15475	14098	15367	14846	14160	14654	15328	15050	14493
Første udbudspris	Fritidshus	Ringsted	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
