bevægelsestype	ejendomskategori	postnumre	2004K1	2004K2	2004K3	2004K4	2005K1	2005K2	2005K3	2005K4	2006K1	2006K2	2006K3	2006K4	2007K1	2007K2	2007K3	2007K4	2008K1	2008K2	2008K3	2008K4	2009K1	2009K2	2009K3	2009K4	2010K1	2010K2	2010K3	2010K4	2011K1	2011K2	2011K3	2011K4	2012K1	2012K2	2012K3	2012K4	2013K1	2013K2	2013K3	2013K4	2014K1	2014K2	2014K3	2014K4	2015K1	2015K2	2015K3	2015K4	
Solgte boliger	Ejerlejlighed	4733 Tappernøje	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	0	0	0	0	..	0	0	0	0	1	0	0	1	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4735 Mern	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4736 Karrebæksminde	0	..	..	..	0	2	..	..	..	0	1	..	..	1	2	..	..	..	..	..	..	0	0	0	2	1	2	2	0	1	0	0	0	0	2	0	1	0	1	1	0	0	1	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4750 Lundby	0	0	..	..	..	..	0	1	2	1	..	..	..	..	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solgte boliger	Ejerlejlighed	4760 Vordingborg	7	4	8	6	8	11	4	9	10	10	7	7	10	9	13	11	11	3	9	5	2	2	5	4	2	3	4	3	5	3	2	3	3	2	2	4	3	0	5	2	5	5	2	2	2	2	4	7
Solgte boliger	Ejerlejlighed	4771 Kalvehave	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4772 Langebæk	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4773 Stensved	..	..	..	..	..	..	..	..	0	0	0	..	..	..	..	..	..	0	0	0	0	1	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4780 Stege	0	2	0	1	0	0	1	4	3	4	1	0	0	1	2	1	1	2	1	1	0	1	1	0	0	2	0	1	0	1	1	0	1	0	4	1	1	1	0	0	1	1	1	0	1	1	0	1
Solgte boliger	Ejerlejlighed	4791 Borre	..	..	..	..	..	..	..	..	..	..	2	0	0	1	0	1	1	0	1	0	0	1	0	3	0	1	4	1	2	0	1	0	2	3	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4792 Askeby	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4793 Bogø By	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4800 Nykøbing F	15	6	8	6	9	8	10	9	14	9	9	6	5	8	14	11	8	7	6	5	3	7	6	6	6	4	3	10	1	2	3	4	2	6	6	5	2	0	7	2	4	5	3	4	6	5	5	0
Solgte boliger	Ejerlejlighed	4840 Nørre Alslev	..	..	..	..	..	1	1	..	..	0	1	0	0	1	1	..	..	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	..	0	0	0	0	0	0
Solgte boliger	Ejerlejlighed	4850 Stubbekøbing	..	..	..	..	..	..	..	0	0	0	0	0	3	0	..	0	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4862 Guldborg	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4863 Eskilstrup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4871 Horbelev	..	..	0	1	..	..	..	..	0	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4872 Idestrup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4873 Væggerløse	0	0	0	0	1	2	1	1	0	0	4	0	3	2	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	3	4	2	6	..	..	2	0	2	0	1	1	1	1	2	2	2	1	1
Solgte boliger	Ejerlejlighed	4874 Gedser	..	..	..	..	1	..	..	..	2	0	1	0	0	..	..	1	..	..	0	0	0	0	0	2	0	0	0	0	0	1	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1
Solgte boliger	Ejerlejlighed	4880 Nysted	0	1	1	0	0	1	2	..	..	..	..	..	1	..	..	..	..	..	0	0	0	2	0	0	0	0	0	1	1	..	0	..	..	..	..	0	0	1	1	1	1	0	0	0	0	2	1	0
Solgte boliger	Ejerlejlighed	4891 Toreby L	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4892 Kettinge	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4894 Øster Ulslev	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4895 Errindlev	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4900 Nakskov	2	1	1	0	0	2	1	2	0	0	1	1	0	0	0	4	0	0	1	0	0	1	0	1	1	1	1	0	1	0	1	0	0	3	0	2	2	1	1	0	0	0	0	1	2	1	0	1
Solgte boliger	Ejerlejlighed	4912 Harpelunde	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4913 Horslunde	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4920 Søllested	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4930 Maribo	1	0	0	0	0	2	2	2	0	..	..	..	1	0	3	4	1	2	2	4	3	0	0	2	1	5	2	0	1	1	1	0	1	1	0	1	0	2	2	2	3	2	0	0	0	1	1	2
Solgte boliger	Fritidshus	4470 Svebølle	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	4480 Store Fuglede	9	7	8	10	13	14	6	7	9	12	4	3	8	10	7	4	3	7	10	1	3	3	5	4	1	7	5	8	3	3	5	4	5	6	9	1	1	6	4	7	4	12	11	3	4	5	7	1
Solgte boliger	Fritidshus	4490 Jerslev Sjælland	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0
Solgte boliger	Fritidshus	4500 Nykøbing Sj	45	78	46	26	44	69	86	52	38	59	50	33	31	60	48	20	18	49	24	14	11	49	28	29	15	47	30	26	22	23	23	16	33	30	45	41	25	38	52	25	30	63	63	29	39	78	61	31
Solgte boliger	Fritidshus	4520 Svinninge	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	4532 Gislinge	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	4534 Hørve	..	..	..	0	0	2	2	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0
Solgte boliger	Fritidshus	4540 Fårevejle	23	26	14	16	14	25	21	11	11	25	22	11	8	22	21	6	9	10	11	6	4	17	12	8	13	19	12	9	8	9	15	10	9	17	13	10	7	15	20	14	11	21	16	10	18	34	13	10
Solgte boliger	Fritidshus	4550 Asnæs	13	16	7	3	8	14	6	7	9	10	6	8	8	6	9	4	0	3	6	0	3	7	5	5	2	3	6	11	3	5	5	0	2	6	7	4	5	8	5	6	2	7	11	13	12	12	11	6
Solgte boliger	Fritidshus	4560 Vig	19	24	16	19	22	31	29	13	22	25	23	12	14	32	29	8	5	9	12	8	3	13	22	13	7	14	18	6	5	14	14	12	5	21	18	15	5	22	16	13	8	23	30	15	19	33	29	10
Solgte boliger	Fritidshus	4571 Grevinge	14	15	16	15	13	24	18	15	15	20	17	7	10	12	21	3	5	14	6	3	2	3	13	4	4	5	9	8	7	12	5	3	3	4	6	7	7	12	9	1	2	5	14	8	7	7	12	9
Solgte boliger	Fritidshus	4572 Nørre Asmindrup	..	..	..	..	..	..	..	..	..	..	..	..	..	0	1	..	..	..	..	..	..	..	..	..	..	0	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	1	0	0	0	..	..	..
Solgte boliger	Fritidshus	4573 Højby	31	46	23	25	24	44	27	21	16	36	28	20	12	33	27	..	8	32	12	6	15	22	18	7	11	21	17	10	12	13	10	14	17	31	24	10	10	18	28	16	11	24	21	11	26	36	38	16
Solgte boliger	Fritidshus	4581 Rørvig	8	13	7	7	8	23	23	9	5	12	12	8	4	12	17	3	5	8	7	4	3	8	13	7	4	8	14	7	9	10	16	2	5	18	5	10	6	12	13	10	3	13	16	13	11	19	23	5
Solgte boliger	Fritidshus	4583 Sjællands Odde	26	30	20	15	29	41	36	28	18	27	25	14	4	21	28	11	5	10	15	7	9	13	25	15	9	13	13	7	11	9	14	9	8	11	10	4	10	15	21	15	14	19	20	11	11	28	33	13
Solgte boliger	Fritidshus	4591 Føllenslev	3	9	3	3	5	4	6	9	5	13	8	6	3	4	6	2	5	9	4	1	1	6	6	4	4	4	7	7	3	6	3	0	1	3	5	3	1	7	5	1	1	3	1	2	4	3	12	5
Solgte boliger	Fritidshus	4592 Sejerø	..	..	0	0	0	1	..	..	..	2	0	0	0	5	1	0	2	3	2	2	0	3	1	0	0	1	0	0	1	2	0	0	1	1	1	1	0	4	0	1	0	3	2	1	0	1	5	1
Solgte boliger	Fritidshus	4593 Eskebjerg	22	29	13	14	19	28	30	15	16	26	10	16	6	27	20	7	4	16	5	5	3	8	4	7	4	5	5	5	8	9	9	1	8	7	9	3	3	14	6	5	2	7	9	3	6	15	15	4
Solgte boliger	Fritidshus	4600 Køge	1	4	0	2	1	2	4	3	1	2	0	0	2	1	0	0	0	1	1	2	0	2	0	1	1	1	1	1	2	0	1	0	0	0	1	1	1	2	0	0	0	2	4	0	4	3	2	0
Solgte boliger	Fritidshus	4621 Gadstrup	1	0	1	..	..	..	..	0	0	0	1	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	1	..	..	1	0	..	0	1	..	..	0	0	0	0	0	0	0
Solgte boliger	Fritidshus	4622 Havdrup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	4623 Lille Skensved	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	..	..	..	..	..
Solgte boliger	Fritidshus	4632 Bjæverskov	0	1	0	..	..	..	0	0	0	0	1	0	..	..	..	..	..	0	..	0	0	1	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	4640 Faxe	0	4	2	1	3	6	2	2	1	1	0	0	0	3	0	0	0	3	1	1	1	2	1	1	1	0	1	1	0	1	0	0	2	0	3	0	0	3	2	1	0	1	1	0	0	2	4	0
Solgte boliger	Fritidshus	4652 Hårlev	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	4653 Karise	..	..	0	..	..	..	..	1	..	0	0	0	2	0	0	..	0	0	0	0	0	0	0	..	..	0	0	0	0	0	0	0	0	0	0	0	..	..	0	0	0	0	0	0	..	..	0	1
Solgte boliger	Fritidshus	4654 Faxe Ladeplads	0	10	2	4	5	11	9	6	12	4	5	1	0	5	4	3	3	6	2	2	0	1	3	3	1	2	3	2	2	1	7	1	0	2	3	1	1	4	3	3	2	4	2	2	0	3	4	7
Solgte boliger	Fritidshus	4660 Store Heddinge	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	1	0	0	0	..	..	..	..	..	0	0	1	0	..	0	0	1	..	1	..	..	..	..	..	..
Solgte boliger	Fritidshus	4671 Strøby	12	16	7	6	8	14	15	5	14	7	4	3	4	6	12	3	8	11	2	1	4	6	5	5	6	9	11	3	3	7	8	4	4	6	6	2	3	7	9	3	5	6	4	6	4	16	8	4
Solgte boliger	Fritidshus	4672 Klippinge	..	..	..	..	..	0	0	0	..	0	0	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	4673 Rødvig Stevns	0	3	1	2	2	8	6	0	4	3	0	2	0	2	1	..	1	0	4	0	2	2	5	3	1	1	1	1	3	2	3	2	2	2	6	1	2	3	4	1	2	1	2	0	1	2	1	0
Solgte boliger	Fritidshus	4681 Herfølge	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	4682 Tureby	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	4683 Rønnede	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	4684 Holmegaard	..	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	1	..	..	..	0	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	4690 Haslev	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	4700 Næstved	..	..	..	0	..	..	..	..	..	..	..	..	0	1	..	..	..	0	0	0	0	1	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1	..	..	..
Solgte boliger	Fritidshus	4720 Præstø	8	6	4	2	4	14	9	5	1	10	4	6	6	10	8	1	1	7	3	0	1	3	4	3	2	2	3	2	2	3	2	1	4	5	4	0	1	7	0	1	0	4	8	4	3	3	2	4
Solgte boliger	Fritidshus	4733 Tappernøje	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	..	..
Solgte boliger	Fritidshus	4735 Mern	3	2	2	1	0	1	1	0	4	2	2	0	0	4	0	2	1	1	0	1	1	1	0	1	0	1	0	0	2	1	1	0	0	0	2	1	0	2	0	0	0	0	1	0	2	1	1	2
Solgte boliger	Fritidshus	4736 Karrebæksminde	9	19	6	7	15	19	14	12	7	12	11	8	4	21	19	7	4	5	9	3	7	8	11	9	6	8	13	4	4	6	7	7	5	13	11	6	6	13	12	3	9	12	10	5	7	10	18	7
Solgte boliger	Fritidshus	4750 Lundby	0	7	1	7	0	6	5	5	1	2	1	4	1	3	2	1	0	0	3	0	0	0	0	4	0	0	2	1	0	3	1	1	1	2	0	0	0	0	3	0	1	2	1	2	0	1	3	4
Solgte boliger	Fritidshus	4760 Vordingborg	13	24	6	10	11	36	13	12	15	11	5	8	6	9	11	4	6	9	7	3	2	5	5	2	3	8	7	2	2	8	5	3	8	8	11	4	8	10	8	4	6	10	9	7	5	12	9	7
Solgte boliger	Fritidshus	4771 Kalvehave	1	2	5	0	1	0	0	3	1	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	1	0	0	1	1	0	1	0	1	1	0
Solgte boliger	Fritidshus	4772 Langebæk	..	0	0	1	..	0	1	..	..	..	1	0	0	2	0	..	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Solgte boliger	Fritidshus	4773 Stensved	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..	..
Solgte boliger	Fritidshus	4780 Stege	17	17	12	17	15	27	13	8	10	22	12	2	5	8	14	7	4	9	4	3	2	8	4	6	5	8	8	11	6	7	7	8	5	8	7	5	4	7	7	4	7	13	10	9	7	8	21	6
Solgte boliger	Fritidshus	4791 Borre	..	..	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solgte boliger	Fritidshus	4792 Askeby	2	4	0	0	0	4	0	1	2	3	0	0	0	1	2	1	1	2	0	0	0	2	1	2	0	2	1	0	0	0	0	0	1	2	0	0	1	1	0	0	1	1	1	0	1	3	2	2
Solgte boliger	Fritidshus	4793 Bogø By	10	14	3	4	5	11	11	9	8	8	1	1	3	3	8	6	2	1	3	4	3	3	2	3	4	3	3	3	3	4	3	3	5	1	6	2	1	3	6	3	5	3	7	0	4	2	4	6
Solgte boliger	Fritidshus	4800 Nykøbing F	0	0	2	..	..	..	..	..	..	0	0	0	..	..	..	..	..	1	..	..	..	0	0	1	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
Solgte boliger	Fritidshus	4840 Nørre Alslev	..	..	0	0	0	..	..	..	0	0	0	0	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solgte boliger	Fritidshus	4850 Stubbekøbing	2	2	1	4	4	2	2	3	1	7	5	4	1	0	4	2	4	6	2	0	0	1	1	0	0	0	1	2	1	1	2	2	2	3	4	3	0	3	1	0	4	4	3	1	0	4	3	3
Solgte boliger	Fritidshus	4862 Guldborg	..	..	..	0	0	..	..	..	..	..	0	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	..	..	..
Solgte boliger	Fritidshus	4863 Eskilstrup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	4871 Horbelev	..	..	..	..	..	..	..	..	..	..	..	..	..	0	1	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	0	0	0	0	0	0	0	0	0	0	0	1
Solgte boliger	Fritidshus	4872 Idestrup	2	5	7	1	4	7	8	5	7	5	7	5	4	1	4	2	5	6	3	3	1	4	6	5	3	6	6	8	1	7	2	2	2	5	6	2	3	5	11	8	9	8	4	2	4	9	4	8
Solgte boliger	Fritidshus	4873 Væggerløse	43	36	23	20	34	49	28	20	49	60	47	20	27	41	29	25	18	31	20	9	15	30	26	29	19	30	32	20	17	21	16	10	18	35	27	16	22	35	26	22	22	40	40	31	30	49	46	30
Solgte boliger	Fritidshus	4874 Gedser	5	10	5	5	4	15	4	10	4	16	11	3	7	12	6	2	5	3	3	2	4	4	5	4	6	6	5	5	2	4	5	1	2	3	5	2	3	5	11	3	0	3	10	9	3	9	6	3
Solgte boliger	Fritidshus	4880 Nysted	2	1	2	4	0	2	2	2	1	2	4	2	1	4	6	4	0	4	0	1	0	4	0	1	0	0	0	2	2	1	0	0	0	0	2	1	0	1	0	0	0	2	1	1	3	0	3	3
Solgte boliger	Fritidshus	4891 Toreby L	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Fritidshus	4892 Kettinge	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..
Solgte boliger	Fritidshus	4894 Øster Ulslev	..	..	0	1	0	0	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	1
Solgte boliger	Fritidshus	4895 Errindlev	..	..	0	1	0	0	0	0	1	..	1	..	..	..	..	0	0	..	..	..	..	..	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solgte boliger	Fritidshus	4900 Nakskov	5	4	0	1	3	6	2	6	7	7	6	2	2	1	7	1	1	1	1	2	0	3	1	1	1	3	5	1	2	0	1	3	1	2	6	4	2	2	3	1	2	2	3	2	3	5	3	2
Solgte boliger	Fritidshus	4912 Harpelunde	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1
Solgte boliger	Fritidshus	4913 Horslunde	1	..	..	..	0	0	1	0	0	1	0	1	..	..	0	1	0	0	..	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Solgte boliger	Fritidshus	4920 Søllested	..	1	..	..	..	..	0	..	..	..	0	0	0	0	2	0	0	1	0	..	0	1	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Solgte boliger	Fritidshus	4930 Maribo	3	2	0	4	2	2	2	1	1	3	2	3	0	2	2	2	3	1	1	0	0	3	2	1	1	1	2	0	0	2	2	0	2	4	3	1	0	1	2	1	2	3	3	1	1	2	3	1
Boliger til salg, ultimo	Parcel-/rækkehus	4470 Svebølle	21	9	15	18	18	23	26	20	26	22	21	22	21	24	24	33	37	51	56	49	48	44	40	56	63	67	65	71	78	71	59	52	46	54	53	50	51	49	47	50	53	54	55	51	54	55	52	45
Boliger til salg, ultimo	Parcel-/rækkehus	4480 Store Fuglede	6	7	6	7	7	8	7	4	3	6	3	6	5	9	6	7	6	10	12	10	10	9	11	13	18	19	18	13	12	15	19	20	19	16	16	18	16	18	18	18	15	15	15	17	18	22	16	16
Boliger til salg, ultimo	Parcel-/rækkehus	4490 Jerslev Sjælland	24	24	24	18	18	20	21	18	14	18	17	27	32	29	32	31	28	31	34	34	31	37	36	35	44	52	41	46	44	45	40	42	38	42	45	44	49	49	42	36	37	41	44	34	31	32	36	37
Boliger til salg, ultimo	Parcel-/rækkehus	4500 Nykøbing Sj	39	57	52	37	49	47	41	28	29	46	51	48	66	70	63	71	86	93	104	109	115	128	123	115	114	131	123	104	103	133	120	110	124	125	129	117	104	109	106	85	78	90	96	86	85	87	79	67
Boliger til salg, ultimo	Parcel-/rækkehus	4520 Svinninge	22	23	12	12	14	22	23	29	24	16	35	25	30	38	50	49	54	59	61	59	58	49	48	49	50	61	56	57	56	70	73	73	63	61	66	60	64	55	52	49	47	51	52	49	49	46	41	44
Boliger til salg, ultimo	Parcel-/rækkehus	4532 Gislinge	9	10	6	6	2	7	3	4	7	12	17	25	30	41	39	35	32	29	30	28	27	29	25	24	28	30	26	18	18	20	17	20	27	25	19	14	15	18	16	25	27	25	31	27	26	23	24	25
Boliger til salg, ultimo	Parcel-/rækkehus	4534 Hørve	13	14	13	15	10	13	17	19	10	17	14	7	9	18	14	22	29	38	42	36	40	39	39	44	48	48	50	40	35	37	40	40	35	32	35	40	39	36	38	42	37	37	37	35	30	29	23	25
Boliger til salg, ultimo	Parcel-/rækkehus	4540 Fårevejle	13	14	16	13	25	15	25	29	20	10	16	19	18	31	35	32	42	47	46	44	49	50	48	50	53	58	52	52	56	59	57	50	42	39	34	37	38	36	35	36	37	46	49	42	41	42	42	33
Boliger til salg, ultimo	Parcel-/rækkehus	4550 Asnæs	26	28	18	19	18	19	25	21	27	22	28	18	21	33	35	37	37	35	42	43	42	39	35	33	36	34	35	35	37	46	46	42	42	40	34	34	33	36	40	38	45	38	40	29	26	26	30	31
Boliger til salg, ultimo	Parcel-/rækkehus	4560 Vig	19	12	12	10	15	13	15	15	8	18	14	18	22	22	28	26	27	29	29	27	33	38	34	42	46	57	54	56	52	46	49	42	45	42	38	34	37	44	40	36	37	40	33	28	24	32	27	25
Boliger til salg, ultimo	Parcel-/rækkehus	4571 Grevinge	10	13	11	11	13	13	13	13	12	13	14	12	13	13	16	19	21	21	23	28	27	27	22	19	22	30	26	22	26	20	22	17	15	13	14	12	11	18	17	16	18	23	22	20	21	22	20	21
Boliger til salg, ultimo	Parcel-/rækkehus	4572 Nørre Asmindrup	6	4	2	4	4	7	5	3	4	7	8	7	7	11	7	5	10	13	8	11	16	19	15	12	14	14	15	15	15	17	20	17	18	19	18	15	16	13	9	7	7	13	14	12	17	20	19	14
