bevægelsestype	ejendomskategori	postnumre	2004K1	2004K2	2004K3	2004K4	2005K1	2005K2	2005K3	2005K4	2006K1	2006K2	2006K3	2006K4	2007K1	2007K2	2007K3	2007K4	2008K1	2008K2	2008K3	2008K4	2009K1	2009K2	2009K3	2009K4	2010K1	2010K2	2010K3	2010K4	2011K1	2011K2	2011K3	2011K4	2012K1	2012K2	2012K3	2012K4	2013K1	2013K2	2013K3	2013K4	2014K1	2014K2	2014K3	2014K4	2015K1	2015K2	2015K3	2015K4	
Solgte boliger	Parcel-/rækkehus	4600 Køge	49	66	48	50	72	108	75	64	67	58	50	38	46	74	40	45	44	49	31	39	30	49	51	49	52	58	56	44	35	40	34	47	42	50	59	50	39	47	51	50	50	64	69	59	68	91	79	58
Solgte boliger	Parcel-/rækkehus	4621 Gadstrup	4	7	5	11	9	9	11	14	9	5	5	7	14	7	10	3	3	8	3	6	1	10	12	3	3	8	8	6	5	4	2	3	3	4	3	5	4	4	5	8	6	8	9	8	10	6	14	8
Solgte boliger	Parcel-/rækkehus	4622 Havdrup	16	17	13	13	29	23	20	20	14	14	7	7	6	12	4	13	12	8	6	5	6	9	9	11	5	11	10	10	8	10	8	5	7	11	10	6	5	7	12	7	11	8	18	12	20	18	12	15
Solgte boliger	Parcel-/rækkehus	4623 Lille Skensved	10	11	3	14	14	22	22	12	15	10	11	4	6	10	10	6	3	14	2	5	11	16	7	5	8	11	10	7	10	6	8	8	6	9	7	5	6	6	6	6	9	3	8	11	17	17	14	12
Solgte boliger	Parcel-/rækkehus	4632 Bjæverskov	22	10	19	18	18	16	25	15	14	9	18	8	9	14	10	14	5	12	10	10	6	9	8	5	7	8	2	6	3	8	4	3	4	8	11	5	6	11	11	4	13	10	10	12	13	20	10	7
Solgte boliger	Parcel-/rækkehus	4640 Faxe	14	31	27	20	18	26	23	23	30	19	15	13	20	10	18	12	6	13	12	6	3	6	10	3	6	6	10	8	6	10	3	8	11	6	3	5	8	11	10	11	9	6	6	9	13	11	7	7
Solgte boliger	Parcel-/rækkehus	4652 Hårlev	5	13	6	17	10	14	15	16	16	19	13	9	9	21	15	7	12	13	12	4	2	3	5	15	9	6	8	10	4	9	6	7	7	3	6	9	4	11	10	13	8	8	8	6	8	18	18	7
Solgte boliger	Parcel-/rækkehus	4653 Karise	6	7	9	13	13	12	24	7	18	14	10	8	14	11	5	10	6	6	7	2	4	12	6	4	3	8	3	6	7	8	3	2	6	4	8	4	4	7	5	6	8	3	7	7	3	10	3	4
Solgte boliger	Parcel-/rækkehus	4654 Faxe Ladeplads	9	13	8	16	7	17	10	17	15	13	7	5	6	14	9	5	5	10	4	4	3	6	2	6	4	7	5	10	5	5	0	5	4	5	5	2	5	8	5	3	7	7	6	9	8	6	5	6
Solgte boliger	Parcel-/rækkehus	4660 Store Heddinge	11	25	12	25	23	30	22	21	20	27	6	5	18	20	16	13	15	14	5	5	5	9	6	15	11	6	11	15	8	6	14	4	7	7	9	4	7	8	4	9	7	11	16	10	7	13	11	16
Solgte boliger	Parcel-/rækkehus	4671 Strøby	2	5	5	2	5	5	3	1	5	4	4	1	3	2	4	4	3	1	0	1	0	0	1	0	4	2	3	3	0	1	1	0	3	1	1	1	2	1	2	1	3	0	5	1	1	4	2	1
Solgte boliger	Parcel-/rækkehus	4672 Klippinge	7	5	6	4	6	5	4	6	8	0	0	3	2	2	5	6	0	3	3	1	2	0	2	2	3	3	0	1	0	3	1	1	2	3	2	1	2	1	1	1	1	1	5	4	2	4	4	2
Solgte boliger	Parcel-/rækkehus	4673 Rødvig Stevns	6	4	2	5	9	9	11	4	8	6	3	3	2	2	6	2	2	6	4	3	1	6	4	2	5	6	3	4	5	6	2	5	3	7	6	3	0	4	5	6	1	4	6	3	4	5	9	8
Solgte boliger	Parcel-/rækkehus	4681 Herfølge	19	15	8	10	13	16	16	8	15	14	12	5	9	10	9	10	5	20	3	3	2	11	7	8	4	8	11	2	10	5	4	8	12	5	5	12	7	9	6	5	9	8	4	7	10	18	8	9
Solgte boliger	Parcel-/rækkehus	4682 Tureby	8	5	2	6	9	4	12	5	8	10	2	2	3	1	3	2	1	4	2	2	3	3	3	1	6	1	2	3	4	4	5	1	1	5	8	4	4	3	7	3	4	3	4	2	2	4	3	6
Solgte boliger	Parcel-/rækkehus	4683 Rønnede	4	15	6	9	16	14	16	9	17	21	15	7	7	8	10	10	6	8	4	4	2	5	4	8	10	7	8	5	6	5	3	4	4	5	9	3	3	3	6	4	3	8	5	12	5	7	9	11
Solgte boliger	Parcel-/rækkehus	4684 Holmegaard	20	26	18	23	25	39	25	24	28	25	23	19	25	31	14	20	24	13	11	8	3	11	19	17	16	12	16	14	13	7	11	15	10	8	9	9	8	9	10	5	8	14	18	7	16	15	22	14
Solgte boliger	Parcel-/rækkehus	4690 Haslev	43	71	25	47	41	66	59	54	41	57	38	42	32	43	28	28	25	27	21	19	12	19	19	22	26	33	35	26	17	15	31	19	18	25	24	26	18	22	29	32	26	30	24	22	31	34	44	34
Solgte boliger	Parcel-/rækkehus	4700 Næstved	100	125	66	117	110	148	124	124	124	128	135	122	113	125	90	102	87	109	83	32	56	86	78	60	70	88	73	62	58	73	67	61	44	48	75	63	51	52	73	52	66	73	66	86	99	107	111	76
Solgte boliger	Parcel-/rækkehus	4720 Præstø	11	25	28	17	22	30	23	21	17	22	33	20	21	31	26	22	12	21	22	9	10	8	12	14	10	14	18	12	5	4	5	8	9	7	14	13	15	7	7	11	12	9	13	17	18	10	20	12
Solgte boliger	Parcel-/rækkehus	4733 Tappernøje	11	14	10	13	11	19	15	15	16	17	15	11	9	16	10	8	5	7	7	3	5	3	5	10	3	3	8	4	2	2	8	3	2	4	3	3	2	4	6	5	3	7	9	7	10	10	10	6
Solgte boliger	Parcel-/rækkehus	4735 Mern	6	2	8	9	7	8	10	11	8	9	5	7	4	5	8	8	6	6	8	3	1	1	3	0	3	0	1	0	2	1	0	0	1	2	0	4	2	2	2	2	4	0	7	5	1	7	4	5
Solgte boliger	Parcel-/rækkehus	4736 Karrebæksminde	5	3	4	4	4	4	6	7	5	5	3	3	3	6	2	2	7	6	4	0	1	2	5	5	4	3	3	2	1	3	0	1	2	4	3	5	6	3	4	1	1	1	5	4	3	2	4	1
Solgte boliger	Parcel-/rækkehus	4750 Lundby	7	13	7	15	13	24	18	10	12	9	10	12	8	11	14	11	8	11	8	5	3	5	7	5	5	7	6	5	6	1	3	3	3	5	7	4	4	3	7	3	4	5	4	4	8	3	7	9
Solgte boliger	Parcel-/rækkehus	4760 Vordingborg	38	49	33	42	41	57	48	47	43	42	45	35	38	33	42	30	39	31	23	13	24	22	26	19	34	21	26	17	19	19	23	13	16	29	28	20	18	29	18	23	35	22	21	25	22	26	24	25
Solgte boliger	Parcel-/rækkehus	4771 Kalvehave	10	11	7	8	7	11	13	7	10	9	5	7	7	10	2	2	2	3	3	2	3	4	2	1	2	2	5	2	1	3	1	3	1	4	3	3	3	8	3	7	3	2	8	6	3	4	5	5
Solgte boliger	Parcel-/rækkehus	4772 Langebæk	2	2	0	1	4	6	2	3	3	4	3	0	4	3	1	0	1	2	1	0	1	3	1	0	0	0	2	2	0	1	2	1	1	0	1	1	1	0	0	2	0	2	1	1	1	0	1	0
Solgte boliger	Parcel-/rækkehus	4773 Stensved	4	10	4	6	6	9	5	8	11	8	5	9	4	5	9	5	6	3	1	5	4	7	4	1	5	5	7	5	1	2	1	1	0	3	1	3	1	2	6	9	2	2	2	3	3	6	4	4
Solgte boliger	Parcel-/rækkehus	4780 Stege	25	18	14	24	24	32	40	37	28	27	25	23	18	23	26	14	7	21	14	7	9	9	14	12	10	14	13	14	12	11	11	7	14	12	12	6	13	14	15	16	17	9	15	9	17	21	16	11
Solgte boliger	Parcel-/rækkehus	4791 Borre	4	3	2	3	4	13	6	11	8	11	10	2	4	7	2	3	5	4	1	1	0	2	2	3	3	4	1	2	1	2	0	1	0	4	0	1	2	2	4	0	3	6	5	2	4	2	3	3
Solgte boliger	Parcel-/rækkehus	4792 Askeby	1	10	3	6	6	4	8	3	4	3	8	2	4	5	4	2	3	4	2	2	2	3	3	6	5	2	5	4	0	5	2	2	1	4	4	1	1	3	2	4	1	3	6	0	3	4	7	6
Solgte boliger	Parcel-/rækkehus	4793 Bogø By	1	2	4	5	0	3	6	6	3	3	4	4	4	2	4	0	3	3	6	1	2	4	3	1	2	1	0	2	3	0	2	1	2	0	3	3	2	0	1	3	2	3	0	2	4	1	3	0
Solgte boliger	Parcel-/rækkehus	4800 Nykøbing F	43	57	59	54	51	58	69	57	67	88	70	50	49	72	55	53	62	51	45	34	38	36	35	53	43	35	45	34	24	29	41	33	33	42	47	32	37	43	44	29	38	36	46	37	30	55	49	37
Solgte boliger	Parcel-/rækkehus	4840 Nørre Alslev	27	27	14	19	25	29	28	23	25	35	27	21	21	27	20	19	17	21	15	18	3	8	10	9	9	10	9	6	10	16	9	2	5	4	10	11	10	7	12	10	11	11	15	14	10	17	16	16
Solgte boliger	Parcel-/rækkehus	4850 Stubbekøbing	13	23	6	15	15	27	20	12	11	18	20	18	7	12	16	17	8	12	7	4	5	5	6	7	7	5	9	3	2	11	5	5	3	4	6	9	5	4	4	7	7	7	10	6	6	11	10	5
Solgte boliger	Parcel-/rækkehus	4862 Guldborg	5	2	4	4	2	4	4	3	5	0	9	4	3	8	3	5	6	8	3	2	5	4	2	1	0	1	0	0	1	3	7	1	1	2	1	3	6	2	4	3	3	2	3	4	4	2	3	3
Solgte boliger	Parcel-/rækkehus	4863 Eskilstrup	10	13	6	4	13	11	10	9	8	12	10	10	6	7	10	4	8	9	6	7	2	7	4	2	6	2	4	7	4	2	2	7	2	4	0	4	3	3	1	2	4	7	5	4	6	5	4	6
Solgte boliger	Parcel-/rækkehus	4871 Horbelev	8	6	2	5	4	10	13	5	5	5	11	6	6	10	3	9	6	8	4	5	1	1	5	5	2	2	2	2	1	2	2	2	1	2	0	2	7	1	5	2	3	2	3	1	3	4	2	1
Solgte boliger	Parcel-/rækkehus	4872 Idestrup	6	3	2	6	5	10	6	5	8	8	6	6	3	6	9	4	0	1	4	5	3	4	3	3	4	1	0	4	1	1	1	3	1	4	1	0	1	3	3	3	2	2	2	2	1	6	3	1
Solgte boliger	Parcel-/rækkehus	4873 Væggerløse	10	4	7	5	8	7	11	4	3	12	7	4	12	4	9	9	9	4	6	4	0	3	5	4	1	5	6	1	1	5	2	2	4	5	7	2	5	4	7	2	5	4	3	3	6	9	6	8
Solgte boliger	Parcel-/rækkehus	4874 Gedser	6	3	6	7	9	13	3	6	7	9	10	9	3	10	7	3	3	7	5	3	3	2	7	4	3	3	4	6	1	4	2	4	5	5	3	7	3	9	4	2	1	6	7	3	0	3	6	8
Solgte boliger	Parcel-/rækkehus	4880 Nysted	4	6	3	4	10	9	12	6	10	8	8	11	6	10	14	6	13	4	8	2	4	7	3	3	1	4	4	5	6	4	2	5	4	5	3	4	0	2	8	7	5	6	6	3	6	3	7	3
Solgte boliger	Parcel-/rækkehus	4891 Toreby L	7	4	6	8	5	6	8	5	7	7	8	4	2	2	12	5	4	4	2	2	2	2	9	1	3	3	1	4	0	1	1	3	2	4	4	2	2	1	3	0	2	4	1	2	3	4	2	5
Solgte boliger	Parcel-/rækkehus	4892 Kettinge	4	4	6	6	5	7	7	10	7	2	8	6	9	9	9	6	4	5	6	2	1	2	5	3	4	4	2	1	2	1	5	1	1	2	1	3	1	2	2	4	4	0	7	2	5	6	8	2
Solgte boliger	Parcel-/rækkehus	4894 Øster Ulslev	1	7	4	5	3	5	3	4	5	5	7	2	2	4	7	5	3	1	3	1	1	0	0	0	1	0	3	0	2	0	1	0	1	3	1	0	0	2	3	2	0	1	1	1	1	2	3	2
Solgte boliger	Parcel-/rækkehus	4895 Errindlev	5	4	2	1	1	5	4	3	2	0	3	3	1	2	5	3	0	1	1	2	1	4	1	2	1	0	1	3	1	0	2	1	0	1	2	0	0	4	0	1	0	1	1	1	2	2	2	1
Solgte boliger	Parcel-/rækkehus	4900 Nakskov	35	54	28	35	45	47	61	48	39	43	52	46	31	56	50	49	30	51	40	22	25	22	28	22	22	27	23	18	25	23	19	16	15	16	22	25	15	20	31	21	18	32	22	19	23	26	27	18
Solgte boliger	Parcel-/rækkehus	4912 Harpelunde	4	2	3	2	1	2	5	6	1	6	3	1	3	2	1	1	0	1	1	1	2	2	1	0	1	2	2	2	4	2	2	0	0	3	2	1	1	4	1	0	1	1	1	1	0	1	1	1
Solgte boliger	Parcel-/rækkehus	4913 Horslunde	5	9	8	9	7	13	13	13	3	12	9	10	7	16	10	3	4	12	1	3	1	10	6	2	4	2	7	3	3	2	6	3	0	3	2	2	1	11	9	3	3	1	4	8	2	1	5	3
Solgte boliger	Parcel-/rækkehus	4920 Søllested	9	6	8	9	7	10	11	15	10	10	7	14	10	14	6	10	8	12	4	6	3	3	4	4	4	2	7	7	2	4	3	5	2	1	3	2	1	6	1	6	6	3	5	5	3	3	8	4
Solgte boliger	Parcel-/rækkehus	4930 Maribo	20	15	11	25	15	26	35	29	27	24	27	26	21	22	26	20	19	23	13	10	8	19	21	14	8	18	17	15	6	14	11	11	6	11	10	20	12	21	13	7	12	14	15	12	10	18	18	10
Solgte boliger	Ejerlejlighed	4470 Svebølle	..	..	..	..	..	..	..	0	1	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4480 Store Fuglede	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4490 Jerslev Sjælland	..	..	..	2	0	..	..	..	1	2	..	..	0	..	..	..	..	..	..	..	0	2	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4500 Nykøbing Sj	3	2	0	4	2	4	10	11	5	6	10	5	1	7	13	5	2	2	4	1	3	1	4	5	2	6	0	2	1	0	1	1	1	5	4	3	2	3	0	0	2	1	2	1	4	4	3	5
Solgte boliger	Ejerlejlighed	4520 Svinninge	1	2	0	..	0	1	1	2	0	0	1	1	2	0	0	2	0	1	3	1	1	0	1	1	1	0	1	2	0	0	0	0	0	2	1	0	1	2	1	2	2	0	0	0	1	0	0	0
Solgte boliger	Ejerlejlighed	4532 Gislinge	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1	1	..	..	..	..	..	..	..	1	..	..	..	0	0	0	0	0	0	..	..	..	..	1	1	0	1	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4534 Hørve	1	1	1	0	..	..	..	1	3	0	..	..	0	0	1	0	3	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	..	..
Solgte boliger	Ejerlejlighed	4540 Fårevejle	0	..	..	..	..	..	..	0	0	0	1	0	0	1	..	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1	..	..	..	..	..	..	..	0	0	0	0	..	..	..	0	1	0
Solgte boliger	Ejerlejlighed	4550 Asnæs	1	0	4	2	0	0	0	0	2	0	2	..	..	0	1	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	2	0	0	0
Solgte boliger	Ejerlejlighed	4560 Vig	..	..	..	0	1	0	0	0	1	0	0	3	..	0	0	1	..	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	..	..	..	0	0	0	0	0	0	1	0	0	0	0
Solgte boliger	Ejerlejlighed	4571 Grevinge	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4572 Nørre Asmindrup	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4573 Højby	..	..	..	..	..	0	..	..	..	..	..	..	..	..	..	0	2	..	..	..	0	0	0	0	0	0	0	0	1	1	..	..	..	..	..	..	..	..	..	..	0	0	..	0	0	0	0	0
Solgte boliger	Ejerlejlighed	4581 Rørvig	0	0	0	..	..	..	..	..	..	0	0	0	..	..	..	0	0	0	1	..	..	..	0	0	1	0	0	0	0	0	1	2	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4583 Sjællands Odde	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4591 Føllenslev	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	..	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..	..	0
Solgte boliger	Ejerlejlighed	4592 Sejerø	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4593 Eskebjerg	..	..	..	..	..	..	0	0	0	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4600 Køge	8	20	13	22	28	27	22	17	40	16	13	9	20	20	21	22	18	29	13	17	13	14	15	9	9	9	13	17	15	6	17	8	8	8	8	13	11	10	15	14	18	19	14	24	18	21	21	21
Solgte boliger	Ejerlejlighed	4621 Gadstrup	..	1	1	0	0	0	3	3	1	1	1	1	..	..	0	0	0	1	0	1	0	0	0	1	0	1	..	..	0	0	0	1	0	1	..	..	1	0	0	2	0	1	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4622 Havdrup	..	..	1	..	..	0	0	1	0	0	0	0	2	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	..	..	1	1	0	1
Solgte boliger	Ejerlejlighed	4623 Lille Skensved	..	1	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	..	0	0	0	0	0	1	1	..	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..
Solgte boliger	Ejerlejlighed	4632 Bjæverskov	0	0	0	..	0	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	..	1	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	1	..	..	..
Solgte boliger	Ejerlejlighed	4640 Faxe	0	0	1	1	..	0	1	0	0	1	2	0	0	1	..	..	..	..	0	0	0	1	0	0	0	0	0	0	..	..	0	0	1	0	0	0	0	2	..	..	0	1	0	0	0	0	0	0
Solgte boliger	Ejerlejlighed	4652 Hårlev	2	1	0	4	2	1	3	1	..	..	2	0	1	2	2	1	0	2	1	0	0	2	2	1	2	1	0	1	0	0	0	0	0	1	0	..	..	..	..	..	0	0	2	1	2	..	..	..
Solgte boliger	Ejerlejlighed	4653 Karise	..	..	..	..	..	..	..	..	..	..	..	..	..	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4654 Faxe Ladeplads	0	0	0	..	..	..	..	..	0	0	0	0	0	4	0	4	1	2	0	0	0	0	0	0	0	0	..	0	0	0	0	0	1	0	0	1	0	0	0	..	..	0	..	0	0	1	0	0
Solgte boliger	Ejerlejlighed	4660 Store Heddinge	0	1	2	1	1	1	0	1	2	3	0	1	5	1	3	1	2	1	0	0	0	0	2	0	1	1	0	3	1	1	2	0	2	0	2	1	1	..	..	..	..	0	1	0	1	0	1	1
Solgte boliger	Ejerlejlighed	4671 Strøby	0	..	0	1	0	0	0	0	0	2	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..	0	0	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4672 Klippinge	..	..	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4673 Rødvig Stevns	..	0	0	1	0	0	1	0	1	..	0	0	..	1	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	3	0	1	1	0	0	0	0	1	0	0	0
Solgte boliger	Ejerlejlighed	4681 Herfølge	2	2	1	0	2	2	5	4	2	1	2	3	0	1	1	6	4	2	0	1	2	0	0	2	0	2	0	1	1	1	0	0	1	0	2	1	0	0	0	0	2	4	1	1	2	0	0	2
Solgte boliger	Ejerlejlighed	4682 Tureby	0	1	..	..	..	..	..	..	..	..	..	..	..	0	0	0	..	..	..	..	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4683 Rønnede	..	0	0	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4684 Holmegaard	..	..	..	..	0	0	0	1	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Solgte boliger	Ejerlejlighed	4690 Haslev	7	4	1	3	1	5	1	2	2	3	1	2	7	9	4	2	5	3	2	3	0	1	0	3	4	2	1	2	4	2	3	0	1	3	2	0	2	0	2	2	0	0	1	2	2	1	1	2
Solgte boliger	Ejerlejlighed	4700 Næstved	63	52	30	46	60	61	55	68	64	59	55	47	54	53	42	36	51	34	27	13	23	20	34	30	23	28	31	20	25	14	24	14	23	18	16	20	17	16	16	29	18	14	30	21	33	28	29	32
Solgte boliger	Ejerlejlighed	4720 Præstø	2	0	4	7	6	1	4	6	2	5	4	3	3	1	2	4	2	1	3	0	0	0	0	0	0	0	1	1	2	0	1	1	0	1	0	1	0	2	0	5	1	1	1	3	0	1	4	4
