priser på realiserede handler	ejendomskategori	postnumre	1992K1	1992K2	1992K3	1992K4	1993K1	1993K2	1993K3	1993K4	1994K1	1994K2	1994K3	1994K4	1995K1	1995K2	1995K3	1995K4	1996K1	1996K2	1996K3	1996K4	1997K1	1997K2	1997K3	1997K4	1998K1	1998K2	1998K3	1998K4	1999K1	1999K2	1999K3	1999K4	2000K1	2000K2	2000K3	2000K4	2001K1	2001K2	2001K3	2001K4	2002K1	2002K2	2002K3	2002K4	2003K1	2003K2	2003K3	2003K4	2004K1	2004K2	2004K3	2004K4	2005K1	2005K2	2005K3	2005K4	2006K1	2006K2	2006K3	2006K4	2007K1	2007K2	2007K3	2007K4	2008K1	2008K2	2008K3	2008K4	2009K1	2009K2	2009K3	2009K4	2010K1	2010K2	2010K3	2010K4	2011K1	2011K2	2011K3	2011K4	2012K1	2012K2	2012K3	2012K4	2013K1	2013K2	2013K3	2013K4	2014K1	2014K2	2014K3	2014K4	2015K1	2015K2	2015K3	2015K4	
Første udbudspris	Parcel-/rækkehus	6780 Skærbæk	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	3756	3245	4061	4675	4362	5148	4635	..	4577	5039	4112	3886	4792	5724	6466	5070	6133	5489	5920	6717	6513	6934	5533	5602	7337	6589	4674	..	6327	6816	4790	..	5450	..	6699	5578	5572	5941	3289	5608	5602	4826	7331	5561	4884	4127	5773	4420
Første udbudspris	Parcel-/rækkehus	6792 Rømø	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7722	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Parcel-/rækkehus	6800 Varde	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	6926	6456	6467	7513	6754	6081	8095	7265	8207	7687	9319	8997	9469	9128	9585	9210	8671	10520	10308	10050	10317	8812	10700	10137	10254	10288	9454	8863	8768	9241	8602	10114	10350	10083	8894	9172	9338	8769	9857	9666	9990	9383	9733	8888	9115	9571	9069	9580
Første udbudspris	Parcel-/rækkehus	6818 Årre	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5611	..	6227	..	..	..	4787	4985	6504	5132	..	4992	6160	..	8724	6752	7828	7109	7740	6710	..	..	..	..	..	6861	7504	8157	5562	..	5803	..	..	..	..	..	..	..	..	..	7055	8412	7490	5626	..	..	..	..
Første udbudspris	Parcel-/rækkehus	6823 Ansager	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	4063	5788	4236	5841	..	..	4428	..	4052	5447	5854	4595	6389	5647	4985	5516	6176	6307	..	5949	..	..	..	..	..	5664	6842	..	5123	5515	..	..	4911	..	..	..	..	..	4795	..	..	..	..	4554	..	..	..	..
Første udbudspris	Parcel-/rækkehus	6830 Nørre Nebel	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	4999	5294	5773	5610	6094	5336	5951	6150	5700	5736	5876	5947	5631	7051	5481	7209	6148	6913	7032	7671	11622	7017	..	6406	..	7333	8966	6795	7358	..	..	..	5968	6717	..	..	7763	..	..	..	6354	7651	5556	..	..	..	..	..
Første udbudspris	Parcel-/rækkehus	6840 Oksbøl	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5451	5454	6008	6685	6434	6940	6796	6325	6961	8010	7596	7782	9157	8488	7582	8600	9746	8564	9653	..	8653	9773	9337	..	9401	8379	..	9350	9566	8988	..	..	..	..	..	8214	..	..	7529	8095	..	..	6954	..	7431	..	..	..
Første udbudspris	Parcel-/rækkehus	6851 Janderup Vestj	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5653	6429	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	7735	6724	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Parcel-/rækkehus	6852 Billum	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Parcel-/rækkehus	6853 Vejers Strand	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
