priser på realiserede handler	ejendomskategori	postnumre	1992K1	1992K2	1992K3	1992K4	1993K1	1993K2	1993K3	1993K4	1994K1	1994K2	1994K3	1994K4	1995K1	1995K2	1995K3	1995K4	1996K1	1996K2	1996K3	1996K4	1997K1	1997K2	1997K3	1997K4	1998K1	1998K2	1998K3	1998K4	1999K1	1999K2	1999K3	1999K4	2000K1	2000K2	2000K3	2000K4	2001K1	2001K2	2001K3	2001K4	2002K1	2002K2	2002K3	2002K4	2003K1	2003K2	2003K3	2003K4	2004K1	2004K2	2004K3	2004K4	2005K1	2005K2	2005K3	2005K4	2006K1	2006K2	2006K3	2006K4	2007K1	2007K2	2007K3	2007K4	2008K1	2008K2	2008K3	2008K4	2009K1	2009K2	2009K3	2009K4	2010K1	2010K2	2010K3	2010K4	2011K1	2011K2	2011K3	2011K4	2012K1	2012K2	2012K3	2012K4	2013K1	2013K2	2013K3	2013K4	2014K1	2014K2	2014K3	2014K4	2015K1	2015K2	2015K3	2015K4	
Første udbudspris	Parcel-/rækkehus	2950 Vedbæk	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	19233	19193	22948	21072	25767	27230	31589	33493	37320	37863	42734	..	44405	38747	38297	38576	37788	37003	35612	30607	29482	34852	27665	30713	31133	35885	32759	33740	44790	31212	28953	26715	25986	29464	29067	26686	30036	29766	28855	31903	33491	31165	33899	29081	30888	34286	34625	32185
Første udbudspris	Parcel-/rækkehus	2960 Rungsted Kyst	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	19517	20119	23613	23849	25102	27454	27992	28534	31206	37724	41083	47785	40469	42553	40569	49621	39831	41813	35197	35303	..	31232	43766	32203	32381	30183	37075	44267	35702	43987	40879	31887	32710	32577	34716	30922	35783	30491	30889	29335	33648	30484	32351	28530	31568	32420	37282	34504
Første udbudspris	Parcel-/rækkehus	2970 Hørsholm	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	17654	18278	19763	18829	20832	22075	23928	24961	27997	30963	32235	32692	33308	30761	31434	30442	29882	28372	28521	28051	24574	23829	24424	24239	24464	25048	24901	25833	25749	26182	24682	25383	23832	22806	23484	23732	23420	22792	24362	23651	25441	24391	24481	24176	24649	25364	24550	25660
Første udbudspris	Parcel-/rækkehus	2980 Kokkedal	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15342	14420	14381	15707	14950	16758	20123	21184	23269	22958	25365	25008	24770	23919	23639	25405	23811	25113	26272	22447	19750	17747	17355	18089	20448	16504	19387	17801	18925	18212	17417	18410	17005	16754	17817	16899	17290	17277	17724	16936	16884	17514	17607	18327	16704	17623	18074	18759
Første udbudspris	Parcel-/rækkehus	2990 Nivå	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15729	15619	16179	16195	16583	16995	19644	19450	22218	25823	25763	..	26501	25352	27104	24212	26139	24553	23356	21470	20753	21413	18573	20785	16463	19448	19588	20075	19988	20648	20491	20099	18498	18343	16977	17971	17561	17231	17016	17659	18520	17964	18576	17004	18886	20586	19774	16809
Første udbudspris	Parcel-/rækkehus	3000 Helsingør	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14590	14856	15427	16101	16804	16973	19916	21354	21008	22922	25199	28043	26277	24546	24973	23261	24713	21903	23289	22276	20482	19008	17996	18723	19493	17592	20889	16867	17475	18315	17459	18163	18091	16422	17071	18581	17887	16112	17213	17047	16182	17299	17734	16360	19168	18382	17654	19245
Første udbudspris	Parcel-/rækkehus	3050 Humlebæk	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15209	19123	17734	16979	24121	21485	25476	29424	30453	37095	40353	31965	..	40553	31248	29379	29787	35344	..	27958	32800	23543	23583	23825	31763	25860	27422	24263	32328	24048	23458	26087	22717	19623	33723	27389	23445	21588	19962	21788	25438	23304	24957	24903	26453	28596	24681	23808
Første udbudspris	Parcel-/rækkehus	3060 Espergærde	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	16535	15626	17941	18291	19318	20606	21555	22114	23902	28854	29284	30382	28257	30406	28858	25891	29324	24792	25534	25057	21048	23149	24649	24307	21915	23203	23132	24282	23443	21422	22409	22609	23675	20253	19427	20990	19748	22676	19579	23967	21472	19854	19947	21064	21492	22567	21707	22309
Første udbudspris	Parcel-/rækkehus	3070 Snekkersten	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13797	17110	15225	16553	18786	21038	23477	28633	28054	23944	28476	28572	26383	26528	29217	30304	..	24704	30088	23548	26015	23164	..	22065	22396	25868	20363	21962	23157	21405	29814	24029	20093	20078	22951	23899	23237	16695	23250	20090	19166	19943	25002	23423	25327	23149	23706	21047
Første udbudspris	Parcel-/rækkehus	3080 Tikøb	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14304	..	..	..	15583	..	..	..	..	..	..	..	22241	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Parcel-/rækkehus	3100 Hornbæk	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15643	14792	16809	15341	18686	22332	20192	23426	19993	27710	34514	..	29273	26269	28256	29193	41136	27763	..	33845	33311	..	..	..	24585	21002	25997	26219	26301	24460	32700	17514	30947	..	17149	18313	16874	22284	16541	17090	15979	21937	17966	22377	16464	21650	20135	18028
Første udbudspris	Parcel-/rækkehus	3120 Dronningmølle	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14354	13259	..	..	13470	16441	..	..	..	19004	..	..	..	25496	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14623	..	..	..	..	..	..	..	..
Første udbudspris	Parcel-/rækkehus	3140 Ålsgårde	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15983	15100	17071	15570	17724	19285	22085	26240	22311	22002	22822	24001	27157	32573	25182	27723	26233	25035	23924	23195	18717	20848	17771	20537	22377	20806	21349	24453	25241	18313	18278	26201	..	16347	17391	22383	15934	17398	17115	21667	19118	16861	17375	17304	16508	17961	..	..
Første udbudspris	Parcel-/rækkehus	3150 Hellebæk	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Parcel-/rækkehus	3200 Helsinge	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11959	12748	13808	12993	13929	13956	14879	16862	18377	18994	20504	19950	21397	21816	19777	21172	20182	19228	19520	18189	17212	17545	16250	16114	15730	16353	15591	15398	14498	15733	13380	14030	12641	14046	12993	12522	13268	12489	12795	13262	12536	13757	13149	13194	12742	13889	13583	13557
Første udbudspris	Parcel-/rækkehus	3210 Vejby	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12678	11825	11822	12106	14999	12851	15390	14479	13701	17889	18896	..	20680	17434	20645	19604	..	19373	..	..	..	..	..	..	12817	11871	..	..	..	13518	..	13722	11318	12252	..	..	..	..	..	11870	12165	..	15648	8722	..	..	..	..
Første udbudspris	Parcel-/rækkehus	3220 Tisvildeleje	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	18169	..	..	..	..	19716	..	..	..	24353	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	20318	..	..	..	..	14761	..	..	..	..	..
Første udbudspris	Parcel-/rækkehus	3230 Græsted	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11318	11579	11924	12695	12152	14883	14894	14855	16590	19108	18988	17803	19361	18884	18447	18278	17988	20418	19419	19529	15929	17505	15522	16010	13160	15054	13522	15634	14170	12498	13268	13550	12457	12470	13347	11329	10814	10494	8895	11580	11585	10123	10418	11650	11373	10600	13045	11077
Første udbudspris	Parcel-/rækkehus	3250 Gilleleje	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13879	14331	17351	17394	16653	14983	18246	17097	20790	19644	25618	22874	23746	25096	20486	22950	23253	22376	22529	21705	20744	19384	20941	18115	18287	17780	17931	23362	18120	18638	19088	17709	14066	14678	15451	16058	18462	16669	13180	15392	13169	14790	16888	13403	14193	17103	16421	15343
Første udbudspris	Parcel-/rækkehus	3300 Frederiksværk	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11997	10466	11728	11773	11936	13259	13627	14243	15373	17143	18787	19111	19131	19381	19664	18837	18748	18265	16371	16064	14829	13075	13844	14614	12908	13257	12451	12786	11894	11891	12390	10999	10858	10800	11803	12418	11138	10497	11630	11302	10575	10232	11898	9148	11101	10246	11390	11223
Første udbudspris	Parcel-/rækkehus	3310 Ølsted	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	12406	12099	11496	..	..	14290	15624	..	14256	..	..	..	..	..	..	15911	..	18318	..	21759	..	15204	..	..	13447	9630	..	..	..	..	..	..	13094	..	..	12028	..	..	..	..	9014	..	..	..	..	..	..
Første udbudspris	Parcel-/rækkehus	3320 Skævinge	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11419	12032	13762	13665	14035	15003	15458	16126	16257	19613	19613	20995	22694	21925	19897	21847	19515	20352	19625	18910	16683	16384	17006	19511	14472	16596	15492	17176	15605	15611	14499	15710	15023	11486	12408	12696	17289	15858	..	11499	13105	16665	14361	12479	15786	14081	14681	17728
Første udbudspris	Parcel-/rækkehus	3330 Gørløse	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10534	12417	10807	..	..	17068	17473	18382	..	18585	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	13702	..	..	15206	..	..	9439	10603	..	..	..	..	..	12218	..	..	..
Første udbudspris	Ejerlejlighed	2950 Vedbæk	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	35898	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Første udbudspris	Ejerlejlighed	2960 Rungsted Kyst	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	28345	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	36708	..	..	..	..	..	..	..	..	..	..	31227	..	..	..	..	30543	..	..	..	33064	..	..	..	..	..
